"rownum","rid","i32"
0,1173,3
1,1174,3
2,1175,3
3,1176,3
4,1177,3
5,1066,3
6,1162,3
7,1182,3
8,1186,3
9,1542,3
10,1543,3
11,1544,3
12,1545,3
13,1541,3
14,1540,3
15,1548,3
16,1546,3
17,1547,3
18,1549,3
19,1550,3
20,1991,3
21,3332,3
22,1667,3
23,1668,3
24,1669,3
25,1670,3
26,1671,3
27,1672,3
28,1673,3
29,1674,3
30,1675,3
31,1723,3
32,1724,3
33,1725,3
34,1726,3
35,1729,3
36,1732,3
37,1737,3
38,1744,3
39,3349,3
40,1749,3
41,1752,3
42,1962,3
43,1877,3
44,1878,3
45,1879,3
46,1880,3
47,1881,3
48,1882,3
49,1883,3
50,1884,3
51,1885,3
52,1886,3
53,1887,3
54,2057,3
55,2058,3
56,2059,3
57,2060,3
58,2061,3
59,2062,3
60,2063,3
61,2064,3
62,2065,3
63,2066,3
64,1104,2
65,1074,2
66,1173,2
67,1186,2
68,2223,2
69,433,2
70,1553,2
71,2084,2
72,549,2
73,1082,2
74,3371,2
75,1187,2
76,817,2
77,1523,2
78,1538,2
79,1989,2
80,1990,2
81,3332,2
82,1549,2
83,1550,2
84,1542,2
85,1546,2
86,1547,2
87,3203,2
88,3289,2
89,6167,2
90,6114,2
91,2095,2
92,492,2
93,843,2
94,857,2
95,672,2
96,1655,2
97,1658,2
98,1656,2
99,1661,2
100,1664,2
101,1666,2
102,1657,2
103,822,2
104,891,2
105,1742,2
106,1718,2
107,1738,2
108,1730,2
109,1735,2
110,1733,2
111,1727,2
112,776,2
113,783,2
114,847,2
115,1862,2
116,1867,2
117,1870,2
118,1863,2
119,1871,2
120,1875,2
121,1873,2
122,1722,2
123,1743,2
124,1739,2
125,1731,2
126,1736,2
127,1734,2
128,1728,2
129,1166,2
130,1114,2
131,1167,2
132,1160,2
133,1180,2
134,1102,2
135,1067,2
136,721,2
137,709,2
138,784,2
139,877,2
140,2053,2
141,2044,2
142,2050,2
143,2051,2
144,2052,2
145,2043,2
146,1171,2
147,1115,2
148,1172,2
149,1161,2
150,1181,2
151,1103,2
152,1068,2
153,614,2
154,1530,2
155,1532,2
156,1526,2
157,1539,2
158,1534,2
159,1533,2
160,1525,2
161,935,2
162,2039,2
163,2030,2
164,2036,2
165,2037,2
166,2038,2
167,2029,2
168,1852,2
169,1855,2
170,1849,2
171,1856,2
172,1860,2
173,1858,2
174,1848,2
175,504,2
176,1002,2
177,977,2
178,1003,2
179,1005,2
180,978,2
181,1012,2
182,3301,2
183,853,2
184,688,2
185,1515,2
186,1517,2
187,1511,2
188,1524,2
189,1519,2
190,1518,2
191,1510,2
192,821,2
193,984,2
194,980,2
195,985,2
196,1004,2
197,997,2
198,990,2
199,986,2
200,779,2
201,1640,2
202,1643,2
203,1641,2
204,1646,2
205,1649,2
206,1651,2
207,1642,2
208,1521,1
209,1536,1
210,1515,1
211,1530,1
212,1524,1
213,1539,1
214,3330,1
215,3331,1
216,1543,1
217,1544,1
218,3328,1
219,3294,1
220,1083,1
221,6611,1
222,1847,1
223,449,1
224,493,1
225,495,1
226,494,1
227,817,1
228,845,1
229,844,1
230,846,1
231,811,1
232,670,1
233,671,1
234,669,1
235,1074,1
236,3279,1
237,1653,1
238,1654,1
239,1652,1
240,1660,1
241,1659,1
242,3340,1
243,3341,1
244,610,1
245,889,1
246,890,1
247,888,1
248,886,1
249,1716,1
250,1717,1
251,1715,1
252,1740,1
253,1745,1
254,3347,1
255,1020,1
256,774,1
257,775,1
258,773,1
259,777,1
260,436,1
261,1876,1
262,1869,1
263,1872,1
264,1868,1
265,1866,1
266,3364,1
267,1009,1
268,1008,1
269,895,1
270,859,1
271,1048,1
272,1720,1
273,3348,1
274,1721,1
275,1719,1
276,1741,1
277,1746,1
278,1164,1
279,1165,1
280,1163,1
281,3320,1
282,719,1
283,720,1
284,718,1
285,717,1
286,1007,1
287,3296,1
288,2054,1
289,2047,1
290,3368,1
291,2048,1
292,2046,1
293,2055,1
294,1169,1
295,1170,1
296,1168,1
297,3319,1
