"rownum","rid","NPCTextAudioKey1","NPCTextAudioKey2","NPCTextAudioKey3","NPCTextAudioKey4","NPCTextAudioKey5","NPCTextAudioKey6"
0,0,4662,4663,4664,4720,4721,4722
1,36,4662,4663,4664,4720,4721,4722
2,87,4662,4663,4664,4720,4721,4722
3,145,4662,4663,4664,4720,4721,4722
4,88,4903,4904,4905,4774,4775,4776
5,38,4903,4904,4905,4774,4775,4776
6,2,4903,4904,4905,4774,4775,4776
7,89,4906,4907,4908,5056,5057,5058
8,37,4906,4907,4908,5056,5057,5058
9,1,4906,4907,4908,5056,5057,5058
10,90,4665,4666,4667,4777,4778,4779
11,153,4665,4666,4667,4777,4778,4779
12,152,4665,4666,4667,4777,4778,4779
13,91,4668,4669,4670,4723,4724,4725
14,158,4668,4669,4670,4723,4724,4725
15,92,4909,4910,4911,4780,4781,4782
16,39,4909,4910,4911,4780,4781,4782
17,3,4909,4910,4911,4780,4781,4782
18,93,4671,4672,4673,4726,4727,4728
19,40,4671,4672,4673,4726,4727,4728
20,4,4671,4672,4673,4726,4727,4728
21,94,4659,4660,4661,4729,4730,4731
22,41,4659,4660,4661,4729,4730,4731
23,5,4674,4675,4676,4729,4730,4731
24,146,4674,4675,4676,4729,4730,4731
25,149,4674,4675,4676,4729,4730,4731
26,95,4677,4678,4679,4732,4733,4734
27,159,4677,4678,4679,4732,4733,4734
28,144,4912,4913,4914,4897,4898,4899
29,42,4912,4913,4914,4897,4898,4899
30,143,4915,4916,4917,4849,4850,4851
31,43,4915,4916,4917,4849,4850,4851
32,6,4915,4916,4917,4849,4850,4851
33,96,4680,4681,4682,4735,4736,4737
34,44,4680,4681,4682,4735,4736,4737
35,7,4680,4681,4682,4735,4736,4737
36,97,4918,4919,4920,4783,4784,4785
37,45,4918,4919,4920,4783,4784,4785
38,8,4918,4919,4920,4783,4784,4785
39,98,4921,4922,4923,4855,4856,4857
40,156,4921,4922,4923,4855,4856,4857
41,99,4924,4925,4926,4738,4739,4740
42,155,4924,4925,4926,4738,4739,4740
43,154,4924,4925,4926,4738,4739,4740
44,100,4927,4928,4929,5059,5060,5061
45,46,4927,4928,4929,5059,5060,5061
46,9,4927,4928,4929,5059,5060,5061
47,101,4930,4931,4932,4891,4892,4893
48,47,4930,4931,4932,4891,4892,4893
49,10,4930,4931,4932,4891,4892,4893
50,102,4933,4934,4935,4789,4790,4791
51,48,4933,4934,4935,4789,4790,4791
52,103,4951,4952,4953,4744,4745,4746
53,49,4951,4952,4953,4744,4745,4746
54,104,4939,4940,4941,4852,4853,4854
55,50,4939,4940,4941,4852,4853,4854
56,11,4939,4940,4941,4852,4853,4854
57,105,5026,5027,5028,4876,4877,4878
58,51,5026,5027,5028,4876,4877,4878
59,147,5026,5027,5028,4876,4877,4878
60,106,4945,4946,4947,4795,4796,4797
61,160,4945,4946,4947,4795,4796,4797
62,107,4668,4669,4670,4723,4724,4725
63,52,4668,4669,4670,4723,4724,4725
64,12,4668,4669,4670,4723,4724,4725
65,108,4936,4937,4938,4792,4793,4794
66,53,4936,4937,4938,4792,4793,4794
67,13,4936,4937,4938,4792,4793,4794
68,109,4954,4955,4956,4870,4871,4872
69,54,4954,4955,4956,4870,4871,4872
70,14,4954,4955,4956,4870,4871,4872
71,110,4957,4958,4959,4747,4748,4749
72,55,4957,4958,4959,4747,4748,4749
73,111,4960,4961,4962,4798,4799,4800
74,56,4960,4961,4962,4798,4799,4800
75,15,4960,4961,4962,4798,4799,4800
76,150,4960,4961,4962,4798,4799,4800
77,112,4963,4964,4965,4801,4802,4803
78,57,4963,4964,4965,4801,4802,4803
79,113,4966,4967,4968,4804,4805,4806
80,58,4966,4967,4968,4804,4805,4806
81,114,4969,4970,4971,4807,4808,4809
82,161,4969,4970,4971,4807,4808,4809
83,115,4972,4973,4974,4810,4811,4812
84,59,4972,4973,4974,4810,4811,4812
85,16,4972,4973,4974,4810,4811,4812
86,116,4975,4976,4977,4813,4814,4815
87,60,4975,4976,4977,4813,4814,4815
88,17,4975,4976,4977,4813,4814,4815
89,117,5020,5021,5022,4861,4862,4863
90,157,4978,4979,4980,5062,5063,5064
91,118,4981,4982,4983,5065,5066,5067
92,61,4981,4982,4983,5065,5066,5067
93,18,4981,4982,4983,5065,5066,5067
94,148,4981,4982,4983,5065,5066,5067
95,151,4981,4982,4983,5065,5066,5067
96,119,4984,4985,4986,4816,4817,4818
97,62,4984,4985,4986,4816,4817,4818
98,19,4984,4985,4986,4816,4817,4818
99,120,4987,4988,4989,4819,4820,4821
100,63,4987,4988,4989,4819,4820,4821
101,20,4987,4988,4989,4819,4820,4821
102,121,4990,4991,4992,4750,4751,4752
103,64,4990,4991,4992,4750,4751,4752
104,21,4990,4991,4992,4750,4751,4752
105,122,4993,4994,4995,4822,4823,4824
106,162,4993,4994,4995,4822,4823,4824
107,123,4996,4997,4998,4894,4895,4896
108,65,4996,4997,4998,4894,4895,4896
109,22,4996,4997,4998,4894,4895,4896
110,124,4999,5000,5001,4759,4760,4761
111,66,4999,5000,5001,4759,4760,4761
112,125,5002,5003,5004,4762,4763,4764
113,163,5002,5003,5004,4762,4763,4764
114,126,5005,5006,5007,4888,4889,4890
115,67,5005,5006,5007,4888,4889,4890
116,23,5005,5006,5007,4888,4889,4890
117,127,5008,5009,5010,4864,4865,4866
118,68,5008,5009,5010,4864,4865,4866
119,24,5008,5009,5010,4864,4865,4866
120,128,5011,5012,5013,4768,4769,4770
121,69,5011,5012,5013,4768,4769,4770
122,25,5011,5012,5013,4768,4769,4770
123,129,5014,5015,5016,4771,4772,4773
124,70,5014,5015,5016,4771,4772,4773
125,130,5017,5018,5019,4867,4868,4869
126,71,5017,5018,5019,4867,4868,4869
127,26,5017,5018,5019,4867,4868,4869
128,131,4978,4979,4980,5062,5063,5064
129,72,4978,4979,4980,5062,5063,5064
130,27,4978,4979,4980,5062,5063,5064
131,132,5023,5024,5025,4825,4826,4827
132,164,5023,5024,5025,4825,4826,4827
133,133,4948,4949,4950,4741,4742,4743
134,73,4948,4949,4950,4741,4742,4743
135,28,4948,4949,4950,4741,4742,4743
136,134,5029,5030,5031,4828,4829,4830
137,74,5029,5030,5031,4828,4829,4830
138,29,5029,5030,5031,4828,4829,4830
139,135,5032,5033,5034,4831,4832,4833
140,75,5032,5033,5034,4831,4832,4833
141,30,5032,5033,5034,4831,4832,4833
142,136,5035,5036,5037,4834,4835,4836
143,76,5035,5036,5037,4834,4835,4836
144,31,5035,5036,5037,4834,4835,4836
145,140,5038,5039,5040,4882,4883,4884
146,79,5038,5039,5040,4882,4883,4884
147,32,5038,5039,5040,4882,4883,4884
148,137,5041,5042,5043,4837,4838,4839
149,77,5041,5042,5043,4837,4838,4839
150,33,5041,5042,5043,4837,4838,4839
151,138,5044,5045,5046,4840,4841,4842
152,165,5044,5045,5046,4840,4841,4842
153,139,5047,5048,5049,4879,4880,4881
154,78,5047,5048,5049,4879,4880,4881
155,34,5047,5048,5049,4879,4880,4881
156,141,5050,5051,5052,4843,4844,4845
157,166,5050,5051,5052,4843,4844,4845
158,142,5053,5054,5055,4846,4847,4848
159,80,5053,5054,5055,4846,4847,4848
160,35,5053,5054,5055,4846,4847,4848
