"rownum","GrantedEffectsKey","string","bool","bool","bool","MiscAnimated","bool","bool","i32","bool","bool","bool","bool"
0,1236,"<lock>",1,1,1,17,"",1,0,"","",1,""
1,1237,"<lock>",1,1,1,18,"",1,0,"","",1,""
2,526,"<lock>",1,1,1,39,"",1,0,"","",1,""
3,1541,"<lock>",1,1,1,9,"",1,0,"","",1,""
4,1551,"<lock>",1,1,1,12,"",1,0,"","",1,""
5,1553,"<lock>",1,1,1,7,"",1,0,"","",1,""
6,1559,"<lock>",1,1,1,12,"",1,0,"","",1,""
7,1564,"<lock>",1,1,1,10,"",1,0,"","",1,""
8,1571,"<lock>",1,1,1,11,"",1,0,"","",1,""
9,1574,"<lock>",1,1,1,39,"",1,0,"","",1,""
10,1581,"<lock>",1,1,1,40,"",1,0,"","",1,""
11,1590,"<lock>",1,1,1,41,"",1,0,"","",1,""
12,1609,"<lock>",1,1,1,12,"",1,0,"","",1,""
13,5165,"<lock>",1,1,1,4,"",1,0,"","",1,""
14,1845,"<lock>",1,1,1,40,"",1,0,"","",1,""
15,2444,"<lock>",1,1,1,39,"",1,0,"","",1,""
16,2447,"<lock>",1,1,1,40,"",1,0,"","",1,""
17,2450,"<lock>",1,1,1,41,"",1,0,"","",1,""
18,3158,"<lock>",1,1,1,39,"",1,0,"","",1,""
19,3159,"<lock>",1,1,1,40,"",1,0,"","",1,""
20,3160,"<lock>",1,1,1,41,"",1,0,"","",1,""
21,3161,"<lock>",1,1,1,6,"",1,0,"","",1,""
22,3162,"<lock>",1,1,1,5,"",1,0,"","",1,""
23,878,"<lock>","",1,"",57,"",1,0,"","",1,""
24,896,"<lock>","",1,"",57,"",1,0,"","",1,""
25,902,"<lock>","",1,"",7,"",1,0,"","",1,""
26,907,"<lock>","",1,"",57,"",1,0,"","",1,""
27,910,"<lock>","",1,"",57,"",1,0,"","",1,""
28,920,"<lock>","",1,"",9,"",1,0,"","",1,""
29,927,"<lock>","",1,"",19,"",1,0,"","",1,""
30,932,"<lock>","",1,"",57,"",1,0,"","",1,""
31,1907,"<lock>","",1,"",57,"",1,0,"","",1,""
32,1919,"<lock>","",1,"",57,"",1,0,"","",1,""
33,1926,"<lock>","",1,"",57,"",1,0,"","",1,""
34,3169,"<lock>","",1,"",19,"",1,0,"","",1,""
35,4115,"<lock>","",1,"",57,"",1,0,"","",1,""
36,7134,"<lock>","",1,"",57,"",1,0,"","",1,""
37,4653,"<lock>","",1,1,14,"",1,0,1,"",1,""
38,7638,"Head_Attachment",1,1,1,13,"",1,0,"","",1,""
39,7854,"<lock>",1,1,1,12,"",1,0,"","",1,""
40,7851,"<lock>",1,1,1,11,"",1,0,"","",1,""
41,7848,"<lock>",1,1,1,5,"",1,0,1,"","",""
42,7812,"<lock>",1,1,1,5,"",1,0,1,"","",""
43,1546,"<lock>",1,1,1,9,"",1,0,"","",1,""
44,1568,"<lock>",1,1,1,10,"",1,0,"","",1,""
45,1560,"<lock>",1,1,1,12,"",1,0,"","",1,""
46,1610,"<lock>",1,1,1,12,"",1,0,"","",1,""
47,6812,"<lock>",1,1,1,39,"",1,0,"","",1,""
48,6813,"<lock>",1,1,1,40,"",1,0,"","",1,""
49,6814,"<lock>",1,1,1,41,"",1,0,"","",1,""
50,7885,"<lock>",1,1,1,9,"",1,0,"","",1,""
51,7943,"<lock>",1,1,1,19,"",1,0,"","",1,""
52,8054,"<lock>",1,1,1,20,"",1,0,"","",1,""
53,1599,"R_Weapon",1,"","",24,1,"",1,"",1,"",1
54,293,"R_Weapon",1,"","",23,1,"",1,"",1,"",1
55,510,"R_Weapon",1,"","",29,1,"",1,"",1,"",1
56,857,"R_Weapon",1,"","",24,1,"",1,"",1,"",1
57,1789,"R_Weapon",1,"","",25,1,"",1,"",1,"",1
58,1534,"R_Weapon",1,"","",26,1,"",1,"",1,"",1
59,1521,"R_Weapon",1,"","",28,1,"",1,"",1,"",1
60,4244,"R_Weapon",1,"","",26,1,"",1,"",1,"",1
61,318,"R_Weapon",1,"","",27,1,"",1,"",1,"",1
62,3123,"R_Weapon",1,"","",27,1,"",1,"",1,"",1
63,8348,"<lock>",1,1,1,30,"",1,0,1,"","",""
64,2657,"<lock>",1,1,1,38,"",1,0,"","","",""
65,8565,"<lock>",1,1,1,42,"",1,0,"","","",""
66,8750,"<lock>",1,1,"",49,"",1,0,"","","",""
67,0,"<lock>",1,1,"",45,"",1,0,"","","",""
68,796,"<lock>",1,1,"",52,"",1,0,"","","",""
69,1822,"<lock>",1,1,"",51,"",1,0,"","","",""
70,8937,"<lock>",1,1,1,7,"",1,0,"","",1,""
71,1051,"<lock>",1,1,"",64,"",1,0,"","","",""
72,9023,"<root>",1,1,"",67,"","",0,"","","",""
73,9029,"<lock>",1,1,1,68,"",1,0,"","",1,""
74,2597,"<lock>",1,1,1,73,"",1,0,"","","",""
75,9079,"<lock>",1,1,1,74,"",1,0,"","",1,""
76,9048,"<lock>",1,1,1,76,"",1,0,"","","",""
