"rownum","StatsKey","bool","bool","bool","bool"
0,24,"","",1,""
1,12600,1,"",1,""
2,12601,1,"",1,""
3,12604,1,"",1,""
4,12605,1,"",1,""
5,12602,1,"",1,""
6,12603,1,"",1,""
7,12606,1,"",1,""
8,12607,1,"",1,""
9,12608,1,"","",""
10,460,1,"","",""
11,12609,1,"","",""
12,1364,"","",1,""
13,4967,"","",1,""
14,25,"","",1,""
15,554,"","",1,""
16,12460,"","","",1
17,12461,"","","",1
18,12576,"","",1,""
19,12577,"","",1,""
20,12462,"","","",1
21,12578,"","",1,""
22,12579,"","",1,""
23,12580,"","",1,""
24,12581,"","",1,""
25,12582,"","",1,""
26,12583,"","",1,""
27,12584,"","",1,""
28,12585,"","",1,""
29,12586,"","",1,""
30,12587,"","",1,""
31,12588,"","",1,""
32,12589,"","",1,""
33,12597,"","",1,""
34,12594,"","",1,""
35,12596,"","",1,""
36,12599,"","",1,""
37,12598,"","",1,""
38,12595,"","",1,""
39,12617,"","",1,""
40,12618,"","",1,""
41,12619,"","",1,""
42,12621,"","",1,""
43,12622,"","",1,""
44,12623,"","",1,""
45,12624,"","",1,""
46,12625,"","",1,""
47,12626,"","",1,""
48,12627,"","",1,""
49,12628,"","",1,""
50,12629,"","",1,""
51,12630,"","",1,""
52,12415,"","","",1
53,12416,"","","",1
54,12417,"","","",1
55,12632,"","","",1
56,12463,"","","",1
57,12422,"","","",1
58,12421,"","","",1
59,13141,"","","",1
60,13142,"","","",1
61,13143,"","","",1
62,13145,1,"",1,""
63,13146,1,"",1,""
64,13147,1,"",1,""
65,13148,1,"",1,""
66,13149,1,"",1,""
67,13150,"",1,"",""
68,13151,"","","",1
69,13152,"","","",1
70,13153,"","",1,""
71,13154,"","",1,""
72,13155,"","",1,""
73,13156,"","",1,""
74,13157,"","",1,""
75,13158,"","",1,""
76,13159,"","","",1
77,13160,"","","",1
78,13161,"","","",1
79,13162,"","","",1
80,13163,"","","",1
81,13164,"","","",1
82,13165,"","","",1
83,13166,"","","",1
84,13167,"","","",1
85,13168,"","",1,""
86,13169,"","",1,""
87,13170,"","",1,""
88,13171,"","",1,""
89,13172,"","",1,""
90,13173,"","",1,""
91,13174,"","",1,""
92,13175,"","",1,""
93,13176,"","",1,""
94,13177,"",1,"",""
95,13193,"","","",1
96,13194,"","","",1
97,13200,"","",1,""
98,13201,"","",1,""
99,13202,"","",1,""
100,13203,"","",1,""
101,13204,"","",1,""
102,13205,"","",1,""
103,13206,"","",1,""
104,13207,"","",1,""
105,13208,"","",1,""
106,12851,"",1,"",""
107,13277,"","","",""
108,12853,"","","",1
109,12419,"","","",1
110,12852,"","","",""
111,13278,"",1,"",""
112,13279,"","","",1
113,13280,"","","",1
114,13281,"","","",1
115,13282,"","","",1
116,13285,"","",1,""
117,12790,"","","",1
118,12791,"","","",1
119,12823,"","","",1
120,12824,"","","",1
121,12825,"","","",1
122,12828,"","","",1
123,12829,"","","",1
124,12830,"","","",1
125,12831,"","","",1
126,12832,"","","",1
127,12833,"","","",1
128,12834,"","","",1
129,12835,"","","",1
130,12836,"","","",1
131,12837,"","","",1
132,12838,"","","",1
133,13316,"","","",1
