"rownum","PassiveSkillsKey","StatsKey"
0,2567,10983
1,2568,11479
2,2569,11480
3,2570,11481
4,2571,11482
5,2572,11484
6,2573,11485
7,2574,11483
8,2575,11176
9,2576,11177
10,2577,11178
11,2578,11179
12,2579,11180
13,2580,11181
14,2581,11182
15,2582,11183
16,2583,11184
17,2584,11185
18,2585,11186
19,2586,11187
20,2587,11188
21,2588,11189
22,2589,11190
23,2590,11191
24,2591,11192
25,2592,11193
26,2593,11194
27,2594,11195
28,2595,11196
29,2596,11197
30,2597,11198
31,2598,11199
32,2599,11200
33,2603,11201
34,2604,11202
35,2605,11203
36,2606,11204
37,2607,11205
38,2608,11206
39,2609,11207
40,2610,11208
41,2611,11209
42,2612,11210
43,2613,11211
44,2614,11212
45,2615,11213
46,2616,11214
47,2617,11215
48,2618,11216
49,2619,11217
50,2620,11218
51,2621,11219
52,2622,11220
53,2623,11221
54,2624,11222
55,2625,11223
56,2626,11224
57,2627,11225
58,2628,11226
59,2629,11227
60,2630,11228
61,2631,11229
62,2632,11230
63,2633,11231
64,2634,11232
65,2635,11233
66,2636,11234
67,2637,11235
68,2638,11236
69,2639,11237
70,2640,11238
71,2641,11239
72,2642,11240
73,2643,11241
74,2644,11242
75,2645,11243
76,2646,11244
77,2647,11245
78,2648,11246
79,2649,11247
80,2650,11248
81,2651,11249
82,2652,11250
83,2653,11251
84,2654,11252
85,2655,11253
86,2656,11254
87,2657,11255
88,2658,11256
89,2659,11257
90,2660,11258
91,2661,11259
92,2662,11260
93,2663,11261
94,2664,11262
95,2665,11263
96,2666,11264
97,2667,11265
98,2668,11266
99,2669,11267
100,2670,11268
101,2671,11269
102,2672,11270
103,2673,11271
104,2674,11272
105,2675,11273
106,2676,11274
107,2677,11275
108,2678,11276
109,2679,11277
110,2680,11278
111,2681,11279
112,2682,11280
113,2683,11281
114,2684,11282
115,2685,11283
116,2686,11284
117,2687,11285
118,2688,11286
119,2689,11287
120,2690,11288
121,2691,11289
122,2692,11290
123,2693,11291
124,2694,11292
125,2695,11293
126,2696,11294
127,2697,11295
128,2698,11296
129,2699,11297
130,2700,11298
131,2701,11299
132,2702,11300
133,2703,11301
134,2704,11302
135,2705,11303
136,2706,11304
137,2707,11305
138,2708,11306
139,2709,11307
140,2710,11308
141,2711,11309
142,2712,11310
143,2713,11311
144,2714,11312
145,2715,11313
146,2716,11602
147,2717,11314
148,2718,11315
149,2719,11316
150,2720,11317
151,2721,11318
152,2722,11319
153,2723,11320
154,2724,11321
155,2725,11322
156,2726,11323
157,2727,11324
158,2728,11325
159,2729,13997
160,2730,13998
161,2731,11326
162,2732,11327
163,2733,11328
164,2734,11329
165,2735,11330
166,2736,11331
167,2737,11332
168,2738,11333
169,2739,11334
170,2740,11335
171,2741,11336
172,2742,11337
173,2743,11338
174,2744,11339
175,2745,11340
176,2746,11341
177,2747,11342
178,2748,11343
179,2749,11344
180,2750,11345
181,2751,11346
182,2752,11347
183,2753,11348
184,2754,11349
185,2755,11350
186,2756,11351
187,2757,11352
188,2758,11353
189,2759,11354
190,2765,11355
191,2766,11356
192,2767,11357
193,2768,11358
194,2769,11359
195,2770,11360
196,2771,11361
197,2772,11362
198,2773,11363
199,2774,11364
200,2775,11365
201,2776,11366
202,2777,11367
203,2778,11368
204,2779,11369
205,2780,11370
206,2781,11371
207,2782,11372
208,2783,11373
209,2784,11374
210,2785,11375
211,2786,11376
212,2787,11377
213,2788,11378
214,2789,11379
215,2790,11380
216,2791,11381
217,2792,11382
218,2793,11383
219,2794,11384
220,2795,11385
221,2796,11386
222,2797,11387
223,2798,11388
224,2799,11389
225,2800,11390
226,2801,11391
227,2802,11392
228,2803,11393
229,2804,11394
230,2805,11395
231,2806,11396
232,2807,11397
233,2808,11398
234,2809,11399
235,2810,11400
236,2811,11401
237,2812,11402
238,2813,11403
239,2814,11404
240,2815,11405
241,2816,11406
242,2817,11407
243,2818,11408
244,2819,11409
245,2820,11410
246,2821,11411
247,2822,11412
248,2824,11413
249,2825,11414
250,2826,11415
251,2827,11416
252,2828,11417
253,2829,11418
254,2831,11419
255,2832,11420
256,2833,11421
257,2834,11422
258,2835,11423
259,2837,11424
260,2838,11425
261,2839,11426
262,2840,11427
263,2841,11428
264,2842,11429
265,2843,11430
266,2844,11431
267,2845,11432
268,2846,11433
269,2847,11434
270,2848,11435
271,2849,11436
272,2850,11437
273,2851,11438
274,2852,11439
275,2853,11440
276,2854,11441
277,2855,11442
278,2856,11443
279,2857,11444
280,2858,11445
281,2859,11446
282,2860,11447
283,2861,11448
284,2862,11449
285,2863,11450
286,2864,11451
287,2865,11452
288,2866,11453
289,2867,11454
290,2868,11455
291,2760,12296
292,2761,12297
293,2762,12298
294,2763,12299
295,2764,12300
296,2823,12301
297,2830,12302
298,2836,12303
299,2600,12359
300,2601,12360
301,2602,12361
