"rownum","Id","bool","bool","IntId","bool","i32","string","bool"
0,"Idle",1,"",5120,"",0,"",""
1,"Melee","","",5120,"",0,"OffMelee",""
2,"MeleeWithStep","","",5120,"",0,"",""
3,"OffMelee","","",6144,"",0,"",""
4,"Run",1,"",5121,"",0,"",""
5,"TakeHit","","",5120,"",0,"",""
6,"Death",1,"",5120,"",0,"",""
7,"Stomp","","",5120,"",0,"",""
8,"Impale","","",5120,"",0,"",""
9,"Cleave","","",5120,"",0,"",""
10,"Charge",1,1,5121,"",0,"",""
11,"ChargeEnd","","",5120,"",0,"",""
12,"ChargeEndAlt","","",49152,"",0,"",""
13,"GroundSlam","",1,5120,"",0,"GroundSlamOffhand",""
14,"LeapSlam","",1,5120,"",0,"LeapSlamOffhand",""
15,"DoubleStrike","","",5120,"",0,"DoubleStrikeOffhand",""
16,"DoubleSlash","","",5120,"",0,"",""
17,"DoubleSlashOffhand","","",126464,"",0,"",""
18,"DoubleSlashMainhand","","",5120,"",0,"DoubleSlashOffhand",""
19,"Sweep","","",5120,"",0,"",""
20,"SpellProjectile","","",5120,"",0,"",""
21,"SpellProjectileUpward","","",5120,"",0,"",""
22,"SpellAreaOfEffect","","",5120,"",0,"",""
23,"SpellBuff","","",5120,"",0,"",""
24,"SpellProjectileFire","","",5120,"",0,"",""
25,"SpellProjectileCold","","",5120,"",0,"",""
26,"SpellProjectileLightning","","",5120,"",0,"",""
27,"SpellProjectileChaos","","",5120,"",0,"",""
28,"SpellProjectileUpwardFire","","",5120,"",0,"",""
29,"SpellProjectileUpwardCold","","",5120,"",0,"",""
30,"SpellProjectileUpwardLightning","","",5120,"",0,"",""
31,"SpellProjectileUpwardChaos","","",5120,"",0,"",""
32,"SpellAreaOfEffectFire","","",5120,"",0,"",""
33,"SpellAreaOfEffectCold","","",5120,"",0,"",""
34,"SpellAreaOfEffectLightning","","",5120,"",0,"",""
35,"SpellAreaOfEffectChaos","","",5120,"",0,"",""
36,"SpellBuffFire","","",5120,"",0,"",""
37,"SpellBuffCold","","",5120,"",0,"",""
38,"SpellBuffLightning","","",5120,"",0,"",""
39,"SpellBuffChaos","","",5120,"",0,"",""
40,"Throw","","",5120,"",0,"ThrowOff",""
41,"Flurry","",1,5120,"",0,"",""
42,"LayTrap","","",5120,"",0,"",""
43,"Emerge","","",5120,"",0,"",""
44,"DualStrike","","",5120,"",0,"",""
45,"Snipe","","",5120,"",0,"",""
46,"Block","","",5120,"",0,"",""
