"rownum","BaseItemTypesKey","ItemCurrentLevel","Experience"
0,4580,1,0
1,4580,2,70
2,4580,3,378
3,4580,4,1932
4,4580,5,8599
5,4580,6,34646
6,4580,7,84371
7,4580,8,180085
8,4580,9,349680
9,4580,10,633439
10,4580,11,1087435
11,4580,12,1790563
12,4580,13,2851786
13,4580,14,4917656
14,4580,15,7424766
15,4580,16,13223702
16,4580,17,28307621
17,4580,18,56100356
18,4580,19,99970095
19,4580,20,342051651
20,4581,1,0
21,4581,2,15249
22,4581,3,56766
23,4581,4,138749
24,4581,5,286717
25,4581,6,537274
26,4581,7,942360
27,4581,8,1390078
28,4581,9,2005396
29,4581,10,2840035
30,4581,11,4410795
31,4581,12,6044782
32,4581,13,8195812
33,4581,14,11008001
34,4581,15,16107361
35,4581,16,25508092
36,4581,17,40781458
37,4581,18,67068040
38,4581,19,129958630
39,4581,20,342004647
40,4582,1,0
41,4582,2,9569
42,4582,3,37758
43,4582,4,96904
44,4582,5,208096
45,4582,6,401896
46,4582,7,722176
47,4582,8,1081266
48,4582,9,1579774
49,4582,10,2261831
50,4582,11,3183608
51,4582,12,4911487
52,4582,13,6703256
53,4582,14,9056935
54,4582,15,12127847
55,4582,16,21223313
56,4582,17,37263203
57,4582,18,67080320
58,4582,19,129975376
59,4582,20,342026975
60,4585,1,0
61,4585,2,15249
62,4585,3,56766
63,4585,4,138749
64,4585,5,286717
65,4585,6,537274
66,4585,7,942360
67,4585,8,1390078
68,4585,9,2005396
69,4585,10,2840035
70,4585,11,4410795
71,4585,12,6044782
72,4585,13,8195812
73,4585,14,11008001
74,4585,15,16107361
75,4585,16,25508092
76,4585,17,40781458
77,4585,18,67068040
78,4585,19,129958630
79,4585,20,342004647
80,4587,1,0
81,4587,2,70
82,4587,3,378
83,4587,4,1932
84,4587,5,8599
85,4587,6,34646
86,4587,7,84371
87,4587,8,180085
88,4587,9,349680
89,4587,10,633439
90,4587,11,1087435
91,4587,12,1790563
92,4587,13,2851786
93,4587,14,4917656
94,4587,15,7424766
95,4587,16,13223702
96,4587,17,28307621
97,4587,18,56100356
98,4587,19,99970095
99,4587,20,342051651
100,4588,1,0
101,4588,2,70
102,4588,3,378
103,4588,4,1932
104,4588,5,8599
105,4588,6,34646
106,4588,7,84371
107,4588,8,180085
108,4588,9,349680
109,4588,10,633439
110,4588,11,1087435
111,4588,12,1790563
112,4588,13,2851786
113,4588,14,4917656
114,4588,15,7424766
115,4588,16,13223702
116,4588,17,28307621
117,4588,18,56100356
118,4588,19,99970095
119,4588,20,342051651
120,4589,1,0
121,4589,2,9569
122,4589,3,37758
123,4589,4,96904
124,4589,5,208096
125,4589,6,401896
126,4589,7,722176
127,4589,8,1081266
128,4589,9,1579774
129,4589,10,2261831
130,4589,11,3183608
131,4589,12,4911487
132,4589,13,6703256
133,4589,14,9056935
134,4589,15,12127847
135,4589,16,21223313
136,4589,17,37263203
137,4589,18,67080320
138,4589,19,129975376
139,4589,20,342026975
140,4590,1,0
141,4590,2,9569
142,4590,3,37758
143,4590,4,96904
144,4590,5,208096
145,4590,6,401896
146,4590,7,722176
147,4590,8,1081266
148,4590,9,1579774
149,4590,10,2261831
150,4590,11,3183608
151,4590,12,4911487
152,4590,13,6703256
153,4590,14,9056935
154,4590,15,12127847
155,4590,16,21223313
156,4590,17,37263203
157,4590,18,67080320
158,4590,19,129975376
159,4590,20,342026975
160,4591,1,0
161,4591,2,70
162,4591,3,378
163,4591,4,1932
164,4591,5,8599
165,4591,6,34646
166,4591,7,84371
167,4591,8,180085
168,4591,9,349680
169,4591,10,633439
170,4591,11,1087435
171,4591,12,1790563
172,4591,13,2851786
173,4591,14,4917656
174,4591,15,7424766
175,4591,16,13223702
176,4591,17,28307621
177,4591,18,56100356
178,4591,19,99970095
179,4591,20,342051651
180,4593,1,0
181,4593,2,15249
182,4593,3,56766
183,4593,4,138749
184,4593,5,286717
185,4593,6,537274
186,4593,7,942360
187,4593,8,1390078
188,4593,9,2005396
189,4593,10,2840035
190,4593,11,4410795
191,4593,12,6044782
192,4593,13,8195812
193,4593,14,11008001
194,4593,15,16107361
195,4593,16,25508092
196,4593,17,40781458
197,4593,18,67068040
198,4593,19,129958630
199,4593,20,342004647
200,4594,1,0
201,4594,2,252595
202,4594,3,566989
203,4594,4,955723
204,4594,5,1433160
205,4594,6,2016946
206,4594,7,2727305
207,4594,8,4082816
208,4594,9,5221693
209,4594,10,6589926
210,4594,11,8228264
211,4594,12,10184912
212,4594,13,13840096
213,4594,14,16857423
214,4594,15,20433655
215,4594,16,29598386
216,4594,17,47459814
217,4594,18,93492200
218,4594,19,180740239
219,4594,20,338712291
220,4595,1,0
221,4595,2,70
222,4595,3,378
223,4595,4,1932
224,4595,5,8599
225,4595,6,34646
226,4595,7,84371
227,4595,8,180085
228,4595,9,349680
229,4595,10,633439
230,4595,11,1087435
231,4595,12,1790563
232,4595,13,2851786
233,4595,14,4917656
234,4595,15,7424766
235,4595,16,13223702
236,4595,17,28307621
237,4595,18,56100356
238,4595,19,99970095
239,4595,20,342051651
240,4596,1,0
241,4596,2,9569
242,4596,3,37758
243,4596,4,96904
244,4596,5,208096
245,4596,6,401896
246,4596,7,722176
247,4596,8,1081266
248,4596,9,1579774
249,4596,10,2261831
250,4596,11,3183608
251,4596,12,4911487
252,4596,13,6703256
253,4596,14,9056935
254,4596,15,12127847
255,4596,16,21223313
256,4596,17,37263203
257,4596,18,67080320
258,4596,19,129975376
259,4596,20,342026975
260,4597,1,0
261,4597,2,49725
262,4597,3,145439
263,4597,4,315034
264,4597,5,514379
265,4597,6,800194
266,4597,7,1201538
267,4597,8,1755917
268,4597,9,2510966
269,4597,10,3527499
270,4597,11,5426101
271,4597,12,7390120
272,4597,13,9963851
273,4597,14,14640290
274,4597,15,17657617
275,4597,16,25480618
276,4597,17,40744826
277,4597,18,67017671
278,4597,19,129889945
279,4597,20,341913067
280,4600,1,0
281,4600,2,841
282,4600,3,3940
283,4600,4,11373
284,4600,5,34268
285,4600,6,83993
286,4600,7,179707
287,4600,8,349302
288,4600,9,633061
289,4600,10,1087057
290,4600,11,1790185
291,4600,12,2851408
292,4600,13,4917278
293,4600,14,7424388
294,4600,15,9998119
295,4600,16,17609470
296,4600,17,31047378
297,4600,18,56099525
298,4600,19,99968961
299,4600,20,342050139
300,4603,1,0
301,4603,2,9569
302,4603,3,37758
303,4603,4,96904
304,4603,5,208096
305,4603,6,401896
306,4603,7,722176
307,4603,8,1081266
308,4603,9,1579774
309,4603,10,2261831
310,4603,11,3183608
311,4603,12,4911487
312,4603,13,6703256
313,4603,14,9056935
314,4603,15,12127847
315,4603,16,21223313
316,4603,17,37263203
317,4603,18,67080320
318,4603,19,129975376
319,4603,20,342026975
320,4608,1,0
321,4608,2,70
322,4608,3,378
323,4608,4,1932
324,4608,5,8599
325,4608,6,34646
326,4608,7,84371
327,4608,8,180085
328,4608,9,349680
329,4608,10,633439
330,4608,11,1087435
331,4608,12,1790563
332,4608,13,2851786
333,4608,14,4917656
334,4608,15,7424766
335,4608,16,13223702
336,4608,17,28307621
337,4608,18,56100356
338,4608,19,99970095
339,4608,20,342051651
340,4609,1,0
341,4609,2,3231
342,4609,3,12800
343,4609,4,40989
344,4609,5,100135
345,4609,6,211327
346,4609,7,405127
347,4609,8,725407
348,4609,9,1233246
349,4609,10,1787625
350,4609,11,2542674
351,4609,12,3559207
352,4609,13,5457809
353,4609,14,7421828
354,4609,15,9995559
355,4609,16,17606398
356,4609,17,31043282
357,4609,18,56093893
358,4609,19,99961281
359,4609,20,342039899
360,4610,1,0
361,4610,2,69833
362,4610,3,198382
363,4610,4,352935
364,4610,5,578309
365,4610,6,898981
366,4610,7,1346699
367,4610,8,1962017
368,4610,9,2796656
369,4610,10,4367416
370,4610,11,6001403
371,4610,12,8152433
372,4610,13,10964622
373,4610,14,14619806
374,4610,15,17637133
375,4610,16,25456038
376,4610,17,40712051
377,4610,18,66972606
378,4610,19,129828493
379,4610,20,341831131
380,4612,1,0
381,4612,2,3231
382,4612,3,12800
383,4612,4,40989
384,4612,5,100135
385,4612,6,211327
386,4612,7,405127
387,4612,8,725407
388,4612,9,1233246
389,4612,10,1787625
390,4612,11,2542674
391,4612,12,3559207
392,4612,13,5457809
393,4612,14,7421828
394,4612,15,9995559
395,4612,16,17606398
396,4612,17,31043282
397,4612,18,56093893
398,4612,19,99961281
399,4612,20,342039899
400,4611,1,0
401,4611,2,388734
402,4611,3,866171
403,4611,4,1449957
404,4611,5,2160316
405,4611,6,3515827
406,4611,7,4654704
407,4611,8,6022937
408,4611,9,7661275
409,4611,10,9617923
410,4611,11,13273107
411,4611,12,16290434
412,4611,13,19866666
413,4611,14,24098333
414,4611,15,26493411
415,4611,16,34914474
416,4611,17,51074457
417,4611,18,92244824
418,4611,19,179039272
419,4611,20,336444335
420,4614,1,0
421,4614,2,285815
422,4614,3,538410
423,4614,4,852804
424,4614,5,1241538
425,4614,6,1718975
426,4614,7,2302761
427,4614,8,3013120
428,4614,9,4368631
429,4614,10,5507508
430,4614,11,6875741
431,4614,12,8514079
432,4614,13,10470727
433,4614,14,14125911
434,4614,15,17143238
435,4614,16,24863364
436,4614,17,39921819
437,4614,18,65886037
438,4614,19,128346808
439,4614,20,339855551
440,4615,1,0
441,4615,2,3231
442,4615,3,12800
443,4615,4,40989
444,4615,5,100135
445,4615,6,211327
446,4615,7,405127
447,4615,8,725407
448,4615,9,1233246
449,4615,10,1787625
450,4615,11,2542674
451,4615,12,3559207
452,4615,13,5457809
453,4615,14,7421828
454,4615,15,9995559
455,4615,16,17606398
456,4615,17,31043282
457,4615,18,56093893
458,4615,19,99961281
459,4615,20,342039899
460,4617,1,0
461,4617,2,388734
462,4617,3,866171
463,4617,4,1449957
464,4617,5,2160316
465,4617,6,3515827
466,4617,7,4654704
467,4617,8,6022937
468,4617,9,7661275
469,4617,10,9617923
470,4617,11,13273107
471,4617,12,16290434
472,4617,13,19866666
473,4617,14,24098333
474,4617,15,26493411
475,4617,16,34914474
476,4617,17,51074457
477,4617,18,92244824
478,4617,19,179039272
479,4617,20,336444335
480,4618,1,0
481,4618,2,3231
482,4618,3,12800
483,4618,4,40989
484,4618,5,100135
485,4618,6,211327
486,4618,7,405127
487,4618,8,725407
488,4618,9,1233246
489,4618,10,1787625
490,4618,11,2542674
491,4618,12,3559207
492,4618,13,5457809
493,4618,14,7421828
494,4618,15,9995559
495,4618,16,17606398
496,4618,17,31043282
497,4618,18,56093893
498,4618,19,99961281
499,4618,20,342039899
500,4598,1,0
501,4598,2,49725
502,4598,3,145439
503,4598,4,315034
504,4598,5,514379
505,4598,6,800194
506,4598,7,1201538
507,4598,8,1755917
508,4598,9,2510966
509,4598,10,3527499
510,4598,11,5426101
511,4598,12,7390120
512,4598,13,9963851
513,4598,14,14640290
514,4598,15,17657617
515,4598,16,25480618
516,4598,17,40744826
517,4598,18,67017671
518,4598,19,129889945
519,4598,20,341913067
520,4599,1,0
521,4599,2,70
522,4599,3,378
523,4599,4,1932
524,4599,5,8599
525,4599,6,34646
526,4599,7,84371
527,4599,8,180085
528,4599,9,349680
529,4599,10,633439
530,4599,11,1087435
531,4599,12,1790563
532,4599,13,2851786
533,4599,14,4917656
534,4599,15,7424766
535,4599,16,13223702
536,4599,17,28307621
537,4599,18,56100356
538,4599,19,99970095
539,4599,20,342051651
540,4604,1,0
541,4604,2,70
542,4604,3,378
543,4604,4,1932
544,4604,5,8599
545,4604,6,34646
546,4604,7,84371
547,4604,8,180085
548,4604,9,349680
549,4604,10,633439
550,4604,11,1087435
551,4604,12,1790563
552,4604,13,2851786
553,4604,14,4917656
554,4604,15,7424766
555,4604,16,13223702
556,4604,17,28307621
557,4604,18,56100356
558,4604,19,99970095
559,4604,20,342051651
560,4619,1,0
561,4619,2,9569
562,4619,3,37758
563,4619,4,96904
564,4619,5,208096
565,4619,6,401896
566,4619,7,722176
567,4619,8,1081266
568,4619,9,1579774
569,4619,10,2261831
570,4619,11,3183608
571,4619,12,4911487
572,4619,13,6703256
573,4619,14,9056935
574,4619,15,12127847
575,4619,16,21223313
576,4619,17,37263203
577,4619,18,67080320
578,4619,19,129975376
579,4619,20,342026975
580,4620,1,0
581,4620,2,49725
582,4620,3,145439
583,4620,4,315034
584,4620,5,514379
585,4620,6,800194
586,4620,7,1201538
587,4620,8,1755917
588,4620,9,2510966
589,4620,10,3527499
590,4620,11,5426101
591,4620,12,7390120
592,4620,13,9963851
593,4620,14,14640290
594,4620,15,17657617
595,4620,16,25480618
596,4620,17,40744826
597,4620,18,67017671
598,4620,19,129889945
599,4620,20,341913067
600,4622,1,0
601,4622,2,9569
602,4622,3,37758
603,4622,4,96904
604,4622,5,208096
605,4622,6,401896
606,4622,7,722176
607,4622,8,1081266
608,4622,9,1579774
609,4622,10,2261831
610,4622,11,3183608
611,4622,12,4911487
612,4622,13,6703256
613,4622,14,9056935
614,4622,15,12127847
615,4622,16,21223313
616,4622,17,37263203
617,4622,18,67080320
618,4622,19,129975376
619,4622,20,342026975
620,4623,1,0
621,4623,2,49725
622,4623,3,145439
623,4623,4,315034
624,4623,5,514379
625,4623,6,800194
626,4623,7,1201538
627,4623,8,1755917
628,4623,9,2510966
629,4623,10,3527499
630,4623,11,5426101
631,4623,12,7390120
632,4623,13,9963851
633,4623,14,14640290
634,4623,15,17657617
635,4623,16,25480618
636,4623,17,40744826
637,4623,18,67017671
638,4623,19,129889945
639,4623,20,341913067
640,4624,1,0
641,4624,2,9569
642,4624,3,37758
643,4624,4,96904
644,4624,5,208096
645,4624,6,401896
646,4624,7,722176
647,4624,8,1081266
648,4624,9,1579774
649,4624,10,2261831
650,4624,11,3183608
651,4624,12,4911487
652,4624,13,6703256
653,4624,14,9056935
654,4624,15,12127847
655,4624,16,21223313
656,4624,17,37263203
657,4624,18,67080320
658,4624,19,129975376
659,4624,20,342026975
660,4626,1,0
661,4822,1,0
662,4625,1,0
663,4625,2,199345
664,4625,3,485160
665,4625,4,886504
666,4625,5,1440883
667,4625,6,1918320
668,4625,7,2502106
669,4625,8,3212465
670,4625,9,4567976
671,4625,10,5706853
672,4625,11,7075086
673,4625,12,8713424
674,4625,13,10670072
675,4625,14,14325256
676,4625,15,17342583
677,4625,16,25102578
678,4625,17,40240771
679,4625,18,66324596
680,4625,19,128944843
681,4625,20,340652931
682,4616,1,0
683,4616,2,3231
684,4616,3,12800
685,4616,4,40989
686,4616,5,100135
687,4616,6,211327
688,4616,7,405127
689,4616,8,725407
690,4616,9,1233246
691,4616,10,1787625
692,4616,11,2542674
693,4616,12,3559207
694,4616,13,5457809
695,4616,14,7421828
696,4616,15,9995559
697,4616,16,17606398
698,4616,17,31043282
699,4616,18,56093893
700,4616,19,99961281
701,4616,20,342039899
702,4627,1,0
703,4627,2,285815
704,4627,3,538410
705,4627,4,852804
706,4627,5,1241538
707,4627,6,1718975
708,4627,7,2302761
709,4627,8,3013120
710,4627,9,4368631
711,4627,10,5507508
712,4627,11,6875741
713,4627,12,8514079
714,4627,13,10470727
715,4627,14,14125911
716,4627,15,17143238
717,4627,16,24863364
718,4627,17,39921819
719,4627,18,65886037
720,4627,19,128346808
721,4627,20,339855551
722,4628,1,0
