"rownum","WorldAreasKey","i32","[i32]","MonsterVarietiesKeys1","MonsterVarietiesKeys2","i32","i32","i32","i32"
0,2,1,[],"[961,962,963,968,970,972]",[423],90,200,85,0
1,3,1,[],"[955,956,957,3854,3861,3868,5571,5572,5573,5574]",[445],150,500,85,0
2,4,1,[],"[2384,2347,898,3854,3861,3868,5571,5572,5573,5574]","[955,956,957]",150,450,85,0
3,5,1,[],"[983,985,987,392,400]","[980,981,982,898]",150,550,85,0
4,6,1,[],"[408,980,981,982]","[568,745,492]",250,900,85,0
5,7,1,[],"[748,471,2722]","[980,981,982,568,898]",150,600,85,0
6,8,1,[],"[745,468,765,915,898]","[980,981,982,568]",150,550,85,0
7,9,1,[],"[573,492,2385,2348,2411,847,848,849,850]","[198,1337]",250,800,85,0
8,10,1,[],"[198,239,498]",[4867],200,800,85,0
9,11,1,[],"[572,376]","[502,1032,1033,1034]",250,900,85,0
10,12,2,[],"[572,383]","[506,527,556]",250,900,85,0
11,13,1,[],"[296,212,250]",[445],150,600,85,0
12,14,1,[],"[148,401]","[889,756]",150,450,85,0
13,15,1,[],"[157,905]","[746,467]",200,700,85,0
14,16,2,[],"[461,160]","[162,434,467]",150,450,85,0
15,17,1,"[1,1,1,0]","[461,454,745]","[434,162,455,760]",150,400,85,0
16,19,1,[],"[322,335,733]",[1319],250,750,85,0
17,20,1,[],"[360,116,710,711,712,713,714,339,347,3525,715]","[198,5]",150,500,85,0
18,21,1,[],"[102,802]","[352,349,296]",200,650,85,0
19,22,1,[],"[54,6,501,601,602,603,604,605]","[115,354]",150,500,85,0
20,27,1,[],"[51,8,353]","[116,347,349,339]",200,550,85,0
21,23,1,[],"[569,550,501,798]","[160,531,533]",250,700,85,0
22,24,1,[],"[574,381,798]","[547,530,533]",250,650,85,0
23,25,1,[],"[1026,1027,1028,376,799]","[803,503]",250,700,85,0
24,26,1,[],"[659,384,567]","[556,796]",250,800,85,0
25,28,1,[],"[733,327,340]","[2775,2777,48,55]",250,620,85,0
26,29,2,[],"[793,722,2325]","[796,116,322,335]",250,700,85,0
27,30,1,[],"[47,40,793]","[49,10]",250,700,85,0
28,31,1,[],"[786,773]","[807,782]",200,550,85,0
29,32,1,[],"[725,692,257]","[671,669]",200,600,85,0
30,33,1,[],"[56,733,392,3858,3864]","[116,910]",200,600,85,0
31,34,1,[],"[325,2775,2777]","[118,741]",200,550,85,0
32,35,4,[],"[117,165,763,559,529,546,662,633,641,261]","[132,2325,3558,386,1365,1362]",200,600,85,0
33,36,2,[],"[559,529,546,667,638,648,859,849,848,850,847]","[261,725,386,1365,1362]",200,650,85,0
34,37,1,[],"[568,492,1009,1011,1013]",[354],220,660,85,0
35,39,1,[],"[1746,1319]","[1388,1390]",200,700,85,0
36,40,1,[],"[1310,1746]","[1404,1317]",200,600,85,0
37,41,1,[],"[1356,639,1361]","[1396,1366,1651]",200,600,85,0
38,42,3,[],"[1746,1642,1698]","[1319,1404,1747]",150,550,85,0
39,43,1,[],"[1364,1399,533]","[1649,1700]",200,600,85,0
40,44,2,[],"[1126,1057,1295]","[1084,1114,1296,1297]",200,650,85,0
41,45,1,[],[1292],"[1286,1284]",200,500,75,0
42,46,1,[],"[1292,1627]","[1286,1284]",200,550,85,0
43,47,1,[],"[1750,1751,1347,1642,1752]","[1757,1756]",200,600,85,0
44,48,2,[],"[1648,1699,1739]","[1367,1247,2721]",150,450,85,0
45,49,1,[],"[1125,1113,1058]","[1125,1119]",250,700,85,0
46,50,5,[],"[1120,1119,1187]","[1125,1058,1113,1199,1202,1204]",200,700,85,0
47,51,2,[],"[1228,1597]","[1211,1121,1199,1202,1204]",250,675,85,0
48,52,1,[],"[1410,1332,3437,2325]","[741,349,354]",200,550,85,0
49,53,2,[],"[1647,1700,568]","[408,623,563]",250,800,85,0
50,54,1,[],"[1647,1700,623]","[532,563]",200,550,85,0
51,55,1,[],"[1652,1685,1661,1688,1258,1271]","[1647,1700]",200,650,85,0
52,56,1,[],"[1652,1685,1661,1688,1258,1271]","[1349,817]",200,600,85,0
53,58,1,[],"[3447,3497,3437]","[1750,1752,3472,3459,3481]",200,800,85,0
54,59,0,[],"[3459,3472,3483,3531,3443,3519]",[],200,800,85,0
55,60,0,[],"[3551,3562,3572,3574,3588]",[],200,800,85,0
56,61,0,[],"[3551,3562,3572,3574,3588,3581]",[],200,800,85,0
57,62,1,[],"[3552,3563,3573,3576,3590]",[3583],200,800,85,0
58,63,1,[],"[3812,3621,722,3643,3627,3627]",[1357],200,800,85,0
59,64,1,[],"[3631,3614,3616,3615,3816,3612]",[3643],300,1000,85,0
60,65,1,[],"[3660,3670,3671]","[296,1044,1046]",200,800,85,0
61,66,1,[],"[3693,3697,3698]",[3780],250,875,85,0
62,67,0,[],"[515,616,3721,3741,3737,3743,3731,4019,516,618]",[],200,800,85,0
63,68,1,[],"[515,616,3721,3741,3737,3743,3731,4019,516,618]","[1599,1187]",200,800,85,0
64,69,0,[],"[515,616,3721,3741,3737,3743,3731,4019,516,618,1613]",[],200,800,85,0
65,70,0,[],"[4807,213,252,4810,4811,4812,304,306]",[],200,800,80,0
66,71,0,[],"[4862,4860,4892,4893]",[],200,800,85,0
67,73,1,[],"[4564,4862,4586,4860]","[4892,4893]",200,800,85,0
68,74,2,[],"[4586,4581,4582,4673,4674,4659]","[4534,4892,4893]",200,800,75,0
69,76,0,[],"[4581,4582,4573,4888,4673,4674]",[],200,800,85,0
70,78,0,[],"[4573,4874,4670,1169,4888]",[],200,800,85,0
71,77,1,[],"[4890,1176,4675,4677,4672,4676,4574,4575]","[5177,5178,5179]",200,800,85,0
72,75,2,[],"[5177,5178,5179,4587,4588]","[4890,4675,4677,1176,4676]",200,800,60,0
73,80,0,[],"[580,5229,5230,2684,2685,2686,2687,5233,5234,542,5231,5232,5235,5236]",[],200,800,85,0
74,79,1,[],"[5271,626,5375,570,543,571]","[5244,5245,5246]",200,800,85,0
75,81,1,[],"[5177,5178,5179,5222]",[4814],200,800,85,0
76,83,0,[],"[4832,4839,4840,4841,4849,4853,4854,4855]",[],250,800,85,0
77,84,0,[],"[3617,3618,3619,3620,428,3622]",[],250,800,85,0
78,85,0,[],"[920,469,431,3867]",[],250,800,85,0
79,86,0,[],"[3617,3618,3619,3620]",[],250,800,85,0
80,87,0,[],"[3617,3618,3619,3620]",[],350,900,85,0
81,88,0,[],"[575,493,3526,1406,4867]",[],250,800,85,0
82,89,1,[],"[1363,554,649,4825]","[502,1032,1033,1034]",250,900,85,0
