"rownum","Id","BaseItemTypesKeys1","BaseItemTypesKeys2","BaseItemTypesKeys3","BaseItemTypesKeys4","BaseItemTypesKeys5","BaseItemTypesKeys6","BaseItemTypesKeys7","BaseItemTypesKeys8","BaseItemTypesKeys9","BaseItemTypesKeys10","BaseItemTypesKeys11","BaseItemTypesKeys12","WorldAreasKey","BaseItemTypesKeys13","BaseItemTypesKeys14"
0,"Descent1","[4406,4372,4384,1,1]","[4406,4406,1,1]","[4406,4372,4384,1,1]","[4406,4406,1,1]","[4406,4372,4384,1,1]","[4406,4406,1,1]","[4406,4372,4384,1,1]","[4406,4406,1,1]","[4406,4372,4384,1,1]","[4406,4406,1,1]","[4406,4372,4384,1,1]","[4406,4406,1,1]",1296,"[4406,4372,4384,1,1]","[4406,4406,1,1]"
1,"Descent2","[4722,4857,6,3948,4892]","[4722,4857,10,11,11,3947,4892]","[4722,4857,6,3948,4892]","[4722,4857,10,11,11,3947,4892]","[4604,4721,4606,6,3948,4869]","[4604,4721,4606,10,11,11,3947,4869]","[4719,6,3948,4880,4875]","[4719,10,11,11,3947,4880,4875]","[4727,6,3948,4880,4875]","[4727,10,11,11,3947,4880,4875]","[4857,4727,4722,6,3948,4875,4892]","[4857,4727,4722,10,11,11,3947,4875,4892]",1297,"[4722,4727,4857,6,3948,4892,4875]","[4722,4727,4857,10,11,11,3947,4875,4892]"
2,"Descent3","[10,15,10,15,4373,4385,3897,3898,3899,3871,3871,3845,3683,3683,3960]","[10,15,10,15,4373,4385,3897,3898,3899,3871,3872,3873,3845,3683,3683,3960]","[10,15,10,15,4373,4385,3897,3898,3899,3871,3871,3630,3600,3820,3795]","[10,15,10,15,4373,4385,3897,3898,3899,3871,3872,3873,3630,3600,3820,3795]","[10,15,10,15,4373,4385,3897,3898,3899,3871,3871,3630,3630,3739,4421]","[10,15,10,15,4373,4385,3897,3898,3899,3871,3872,3873,3630,3630,3739,4421]","[10,15,10,15,4373,4385,3897,3898,3899,3871,3871,3541,3541,3518,3518]","[10,15,10,15,4373,4385,3897,3898,3899,3871,3872,3873,3541,3541,3518,3518]","[10,15,10,15,4373,4385,3897,3898,3899,3871,3871,3518,3518,3711,3711]","[10,15,10,15,4373,4385,3897,3898,3899,3871,3872,3873,3518,3518,3711,3711]","[10,15,10,15,4373,4385,3897,3898,3899,3871,3871,3711,3711,3767]","[10,15,10,15,4373,4385,3897,3898,3899,3871,3872,3873,3711,3711,3767]",1298,"[10,15,10,15,4373,4385,3897,3898,3899,3871,3871,3711,3711,3820,3600,3600]","[10,15,10,15,4373,4385,3897,3898,3899,3871,3872,3873,3711,3711,3820,3600,3600]"
3,"Descent4","[3896,10,14,1,1,1,4745,4609]","[6,6,4745,4609]","[3896,10,14,1,1,1,4745,4609]","[6,6,4745,4609]","[3896,10,14,1,1,1,4612,4615,4609]","[6,6,4615,4612,4609]","[3896,10,14,1,1,1,4612,4618,4615,4754,4884]","[6,6,4612,4615,4618,4754,4884]","[3896,10,14,1,1,1,4618,4612,4615,4884]","[6,6,4615,4618,4612,4884]","[3896,10,14,1,1,1,4618,4609,4745]","[6,6,4609,4618,4745]",1299,"[3896,10,14,1,1,1,4615,4618,4609]","[6,6,4609,4618,4615]"
4,"Descent5","[4582,0,0,0,0,6,2]","[4582,0,0,0,0,10,11,11,11,11,15,15]","[4582,0,0,0,0,6,2,4596]","[4582,0,0,0,0,10,11,11,11,11,15,15,4596]","[4841,4596,0,0,0,0,6,2]","[4841,4596,0,0,0,0,10,11,11,11,11,15,15]","[4666,0,0,0,0,6,2,4855,4706]","[4855,0,0,0,0,10,11,11,11,11,15,15,4666,4706]","[4666,4855,0,0,0,0,6,2,4706]","[4666,4855,0,0,0,0,10,11,11,11,11,15,15,4706]","[4855,0,0,0,0,6,2,4666,4851,4582]","[4582,4851,0,0,0,0,10,11,11,11,11,15,15,4855,4666]",1300,"[4855,0,0,0,0,6,2,4582,4666]","[4582,0,0,0,0,10,11,11,11,11,15,15,4666,4855]"
5,"Descent6","[3876,4585,4374,4386,6,6,4889]","[3876,4374,4386,4585,11,11,11,11,15,15,4889]","[3876,4585,4374,4386,4751,6,6,4889]","[3876,4751,4374,4386,4585,11,11,11,11,15,15,4889]","[3876,4674,4751,4374,4386,4692,6,6]","[3876,4751,4692,4374,4386,4674,11,11,11,11,15,15]","[3876,4756,4374,4386,4774,4782,6,6,4883,4871]","[3876,4374,4386,4774,4782,4756,11,11,11,11,15,15,4883,4871]","[3876,4693,4374,4386,4782,4685,4581,6,6,4883,4871]","[3876,4581,4374,4386,4685,4782,4693,11,11,11,11,15,15,4883,4871]","[3876,4685,4374,4386,4581,4585,4747,6,6,4889]","[3876,4374,4386,4585,4581,4685,4747,11,11,11,11,15,15,4889]",1301,"[3876,4374,4386,4685,4585,6,6,4889]","[3876,4374,4386,4685,4585,11,11,11,11,15,15,4889]"
6,"Descent7","[0,0,0,0,21,21,21,21,21,20,20,19,19,2,6,3685,3685,3961,3846]","[0,0,0,0,21,21,20,20,20,20,20,19,19,2,6,3685,3685,3961,3846]","[0,0,0,0,21,21,21,21,21,20,20,19,19,2,6,3796,3821,3632,3601]","[0,0,0,0,21,21,20,20,20,20,20,19,19,2,6,3796,3821,3632,3601]","[0,0,0,0,21,21,21,21,21,20,20,19,19,2,6,3741,3632,3632,4421]","[0,0,0,0,21,21,20,20,20,20,20,19,19,2,6,6,3741,3632,3632,4421]","[0,0,0,0,21,21,21,21,21,20,20,19,19,2,6,3519,3519,3543,3543]","[0,0,0,0,21,21,20,20,20,20,20,19,19,2,6,3519,3519,3543,3543]","[0,0,0,0,21,21,21,21,21,20,20,19,19,2,6,3519,3519,3713,3713]","[0,0,0,0,21,21,20,20,20,20,20,19,19,2,6,3519,3519,3713,3713]","[0,0,0,0,21,21,21,21,21,20,20,19,19,2,6,3713,3713,3768]","[0,0,0,0,21,21,20,20,20,20,20,19,19,2,6,3713,3713,3768]",1302,"[0,0,0,0,21,21,21,21,21,20,20,19,19,2,6,3713,3713,3601,3601,3821]","[0,0,0,0,21,21,20,20,20,20,20,19,19,2,6,3713,3713,3601,3601,3821]"
7,"Descent8","[4830,4590,4726,3875,3877,3903,3904,3902,2,6,11]","[4830,4590,4726,3875,3877,3903,3904,3902,12,12,10,10,10,11]","[4830,4590,4726,3875,3877,3903,3904,3902,2,6,11]","[4830,4590,4726,3875,3877,12,12,10,10,10,11,3903,3904,3902]","[4830,4831,4597,4726,3875,3877,3903,3904,3902,2,6,11]","[4830,4831,4597,4726,3875,3877,12,12,10,10,10,11,3903,3904,3902]","[4832,4831,4726,3875,3877,3903,3904,3902,2,6,11]","[4832,4831,4726,3875,3877,12,12,10,10,10,11,3903,3904,3902]","[4832,4831,3875,3877,3903,3904,3902,2,6,11]","[4832,4831,3875,3877,12,12,10,10,10,11,3903,3904,3902]","[4830,4832,4590,3875,3877,3903,3904,3902,2,6,11]","[4830,4832,4590,3875,3877,12,12,10,10,10,11,3903,3904,3902]",1303,"[4831,4832,4830,3875,3877,3903,3904,3902,2,6,11]","[4831,4832,4830,3875,3877,12,12,10,10,10,11,3903,3904,3902]"
8,"Descent9","[4,4,4,6,6,3949,4134,4307,4059,4239,4652,4375,4387,4610,4682,4]","[3947,0,0,0,6,6,3847,3686,3962,4610,4682,4375,4387,4652,3686,0]","[4,4,4,6,6,3949,4186,4343,4090,4276,4652,4375,4387,4610,4682,4]","[3947,0,0,0,6,6,3822,3633,4682,4610,4375,4387,4652,3797,3603,0]","[4,4,4,6,6,3949,4152,4319,4070,4252,4780,4375,4387,4610,4682,4652,4]","[3947,0,0,0,6,6,3742,4421,4682,4610,4375,4387,3633,3633,4780,4652,0]","[4,4,4,6,6,3949,4220,4359,4117,4292,4675,4375,4387,4655,4863,4]","[3947,0,0,0,6,6,3948,3544,3544,4655,4863,4375,4387,4675,3520,3520,0]","[4,4,4,6,6,3949,4169,4331,4080,4264,4655,4375,4387,4675,4]","[3947,0,0,0,6,6,3948,4675,4375,4387,4655,3520,3520,3714,3714,0]","[4,4,4,6,6,3949,4203,4351,4103,4284,4655,4652,4375,4387,4610,4675,4682,4]","[3947,0,0,0,6,6,3948,3714,3714,4675,4682,4375,4387,4610,4652,4655,3769,0]",1304,"[4,4,4,6,6,3949,4186,4343,4090,4276,4655,4652,4375,4387,4675,4610,4682,4]","[3947,0,0,0,6,6,3822,4675,4610,4375,4387,4655,4682,4652,3714,3714,3603,3603,0]"
9,"Descent10","[21,21,20,20,19,19,21,21,20,20,19,19]","[21,21,20,20,19,19,10,11,11,14]","[21,21,20,20,19,19,21,21,20,20,19,19]","[21,21,20,20,19,19,10,11,11,14]","[21,21,20,20,19,19,21,21,20,20,19,19]","[21,21,20,20,19,19,10,11,11,14]","[21,21,20,20,19,19,21,21,20,20,19,19]","[21,21,20,20,19,19,10,11,11,14]","[21,21,20,20,19,19,21,21,20,20,19,19]","[21,21,20,20,19,19,10,11,11,14]","[21,21,20,20,19,19,21,21,20,20,19,19]","[21,21,20,20,19,19,10,11,11,14]",1305,"[21,21,20,20,19,19,21,21,20,20,19,19]","[21,21,20,20,19,19,10,11,11,14]"
