"rownum","Id","FlagStat"
0,"Attack",2930
1,"Spell",434
2,"Projectile",6342
3,"DualWieldOnly",""
4,"Buff",""
5,"Minion",6212
6,"Damage",""
7,"Area",9717
8,"Duration",""
9,"RequiresShield",""
10,"ProjectileSpeed",""
11,"HasReservation",""
12,"ReservationBecomesCost",""
13,"Trappable",""
14,"Totemable",""
15,"Mineable",""
16,"ElementalStatus",""
17,"MinionsCanExplode",""
18,"Chains",15127
19,"Melee",6633
20,"MeleeSingleTarget",10652
21,"Multicastable",""
22,"TotemCastsAlone",""
23,"Multistrikeable",""
24,"CausesBurning",""
25,"SummonsTotem",""
26,"TotemCastsWhenNotDetached",""
27,"Physical",9267
28,"Fire",2763
29,"Cold",2764
30,"Lightning",2765
31,"Triggerable",9254
32,"Trapped",""
33,"Movement",3132
34,"DamageOverTime",""
35,"RemoteMined",""
36,"Triggered",""
37,"Vaal",2923
38,"Aura",2945
39,"CanTargetUnusableCorpse",""
40,"RangedAttack",8092
41,"Chaos",2819
42,"FixedSpeedProjectile",""
43,"ThresholdJewelArea",""
44,"ThresholdJewelProjectile",""
45,"ThresholdJewelDuration",""
46,"ThresholdJewelRangedAttack",""
47,"Channel",6332
48,"DegenOnlySpellDamage",""
49,"InbuiltTrigger",""
50,"Golem",""
51,"Herald",10874
52,"AuraAffectsEnemies",""
53,"NoRuthless",""
54,"ThresholdJewelSpellDamage",""
55,"Cascadable",""
56,"ProjectilesFromUser",""
57,"MirageArcherCanUse",""
58,"ProjectileSpiral",""
59,"SingleMainProjectile",""
60,"MinionsPersistWhenSkillRemoved",""
61,"ProjectileNumber",6342
62,"Warcry",3391
63,"Instant",""
64,"Brand",8582
65,"DestroysCorpse",""
66,"NonHitChill",""
67,"ChillingArea",""
68,"AppliesCurse",2479
69,"CanRapidFire",""
70,"AuraDuration",""
71,"AreaSpell",""
72,"OR",""
73,"AND",""
74,"NOT",""
75,"AppliesMaim",""
76,"CreatesMinion",16931
77,"Guard",9725
78,"Travel",9726
79,"Blink",""
80,"CanHaveBlessing",""
81,"ProjectilesNotFromUser",""
82,"AttackInPlaceIsDefault",""
83,"Nova",10668
84,"InstantNoRepeatWhenHeld",""
85,"InstantShiftAttackForLeftMouse",""
86,"AuraNotOnCaster",10905
87,"Banner",10906
88,"Rain",10944
89,"Cooldown",""
90,"ThresholdJewelChaining",""
91,"Slam",11830
92,"Stance",11966
93,"NonRepeatable",""
94,"OtherThingUsesSkill",""
95,"Steel",12396
96,"Hex",12534
97,"Mark",13028
98,"Aegis",15533
99,"Orb",""
100,"KillNoDamageModifiers",""
101,"RandomElement",14233
102,"LateConsumeCooldown",""
103,"Arcane",""
104,"FixedCastTime",""
105,"RequiresOffHandNotWeapon",""
106,"Link",15098
107,"Blessing",15534
108,"ZeroReservation",""
109,"DynamicCooldown",""
110,"Microtransaction",""
111,"OwnerCannotUse",""
112,"ProjectilesNumberModifiersNotApplied",""
113,"TotemsAreBallistae",""
114,"SkillGrantedBySupport",""
115,"PreventHexTransfer",""
116,"MinionsAreUndamagable",""
117,"InnateTrauma",""
118,"DualWieldRequiresDifferentTypes",""
119,"NoVolley",""
120,"Retaliation",3965
121,"NeverExertable",""
122,"DisallowTriggerSupports",""
123,"ProjectileCannotReturn",""
124,"Offering",21241
125,"SupportedByBane",""
