"rownum","rid","rid","i32"
0,9554,4235,241092318
1,10013,4236,-689546065
2,10016,4237,-325229012
3,12175,4238,-1063459755
4,11396,4239,75060906
5,12412,4240,-1546708750
6,10809,4241,-662122049
7,12410,4242,-1222371971
8,11491,4243,-1473032832
9,9801,4244,-1989133468
10,12409,4245,-1868712728
11,11379,4246,359955857
12,11374,4247,1311467939
13,12146,4248,-974544988
14,10807,4249,-829142474
15,11494,4250,1238657137
16,10806,4251,1556548718
17,12408,4252,898977981
18,12407,4253,1852863866
19,12411,4254,-1926555720
20,11409,4255,-1097381000
21,11394,4256,-447349213
22,12144,4257,-1707305483
23,11408,4258,1881520832
24,9556,4259,809946488
25,9749,4260,-161837024
26,11496,4261,1438706210
27,12173,4262,-1810728202
28,11377,4263,79690690
29,12099,4264,1470875728
30,9561,4265,-1454885063
31,12174,4266,-1136793470
32,12413,4267,-845083795
33,12102,4268,-1617665736
34,9745,4269,1589443200
35,9800,4270,217182782
36,11410,4271,-1054218304
37,9563,4272,-1934913649
38,9555,4273,-2144854266
39,11492,4274,-961543441
40,10805,4275,-10258181
41,10019,4276,178471226
42,10056,4277,-679831597
43,9869,4278,-551198725
44,7469,4279,823943942
45,10020,4280,1695138765
46,9905,4281,1042835715
47,12171,4282,-1187591138
48,11375,4283,-1804003392
49,11392,4284,2144048919
50,9871,4285,2105666940
51,11436,4286,-833557100
52,9806,4287,2019732113
53,9566,4288,-1298118145
54,10049,4289,-1836970706
55,9864,4290,179196667
56,9898,4291,-1209413694
57,9859,4292,-1352400808
58,9906,4293,-1582580517
59,9904,4294,-320557881
60,9862,4295,1998717565
61,9748,4296,-1696045501
62,10018,4297,581689
63,9856,4298,-994766805
64,12098,4299,1121449463
65,10051,4300,988602414
66,10022,4301,-1890125108
67,9860,4302,1670272265
68,10052,4303,1061245871
69,9872,4304,-1563579594
70,9861,4305,-837436368
71,9902,4306,-1313379392
72,9868,4307,591994908
73,11406,4308,-651769882
74,10055,4309,-1624983573
75,10048,4310,-1899326666
76,10053,4311,1064830047
77,9865,4312,1606123339
78,9903,4313,-886237039
79,9559,4314,757782947
80,9901,4315,-1647971224
81,12143,4316,-1980116762
82,10054,4317,2137168354
83,12170,4318,-1869137618
84,10014,4319,-373197846
85,11376,4320,-886386091
86,9809,4321,-875129113
87,9873,4322,-526910390
88,9899,4323,-823223660
89,10046,4324,-1175504486
90,9808,4325,1281500251
91,10047,4326,-2011908844
92,9557,4327,354591994
93,11391,4328,1894967284
94,10808,4329,1053791753
95,11495,4330,267878817
96,11395,4331,-1384579337
97,12145,4332,-137543231
98,9807,4333,1681370264
99,12141,4334,1527329667
100,9549,4335,1321370010
101,10017,4336,1282291954
102,9907,4337,-244634798
103,9857,4338,-1904121572
104,9558,4339,-1292623951
105,9560,4340,1412694076
106,12142,4341,1097432357
107,12097,4342,269078685
108,10804,4343,1939001032
109,9754,4344,-236396037
110,12172,4345,-1542459129
111,9751,4346,355093100
112,11407,4347,-244270725
113,11493,4348,2020276108
114,9863,4349,791923414
115,12100,4350,-152564983
116,9900,4351,845586367
117,11405,4352,1030607070
118,9552,4353,1428447258
119,9753,4354,1662453964
120,9747,4355,1086159006
121,9746,4356,-1243592460
122,9750,4357,1720992431
123,12556,4358,656298985
124,12557,4359,582388939
125,9752,4360,-1330428925
126,11393,4361,10691341
127,12101,4362,-755425869
128,9551,4363,-1442511853
129,9553,4364,1506993028
130,9805,4365,670027263
131,9858,4366,893483974
132,10021,4367,556899756
133,9550,4368,948244203
134,9804,4369,309564985
135,9870,4370,644717207
136,10050,4371,201423924
137,11378,4372,-425516541
138,9802,4373,1890357588
139,9803,4374,-1603423061
140,9562,4375,788156195
141,10015,4376,-1957681611
142,14006,4377,2045753637
143,7483,4378,-128896791
144,7879,4379,1955122677
145,7447,4380,962398136
146,7586,4381,577143885
147,7664,4382,918643125
148,9457,4383,229705408
149,11489,4384,-1063709812
150,11576,4385,1730251011
151,9867,4386,1218467030
152,9458,4387,-1450684016
153,9909,4388,-829065843
154,11577,4389,615496637
155,10810,4390,951233410
156,11490,4391,-1970844477
157,7665,4392,700761527
158,7587,4393,998675723
159,10023,4394,-1986309304
