"rownum","Id","i32","i32","i32","i32","rid","[rid]"
0,"ElderInfluenceSpawnTentacleFiend1A",2,100,1,16,"",[15596]
1,"ElderInfluenceSpawnTentacleFiend1B",2,33,11,16,"","[15596,15790]"
2,"ElderInfluencePortalPack1A",2,100,1,16,"",[15785]
3,"ElderInfluencePortalPack1B",2,33,11,16,"","[15785,15790]"
4,"ElderInfluencePortalPack2A",2,100,1,16,"",[15786]
5,"ElderInfluencePortalPack2B",2,33,11,16,"","[15786,15790]"
6,"ElderInfluencePortalPack3A",2,100,1,16,"",[15787]
7,"ElderInfluencePortalPack3B",2,33,11,16,"","[15787,15790]"
8,"ElderInfluenceTentacleMinionPack1A",2,100,1,16,"",[15788]
9,"ElderInfluenceTentacleMinionPack1B",2,33,11,16,"","[15788,15790]"
10,"ElderInfluenceTentacleMinions1A",2,100,1,16,"",[15789]
11,"ElderInfluenceTentacleMinions1B",2,33,11,16,"","[15789,15790]"
12,"ShaperInfluenceSpawnAnomaly1_1",1,100,1,16,"",[15585]
13,"ShaperInfluenceSpawnAnomaly1_2",1,33,11,16,"","[15585,15586]"
14,"ShaperInfluenceSpawnAnomaly2_1",1,10,1,16,0,[15585]
15,"ShaperInfluenceSpawnAnomaly2_2",1,10,1,16,1,[15585]
16,"ShaperInfluenceSpawnAnomaly2_3",1,10,1,16,2,[15585]
17,"ShaperInfluenceSpawnAnomaly2_4",1,10,1,16,3,[15585]
18,"ShaperInfluenceSpawnGolems1_1_1",1,100,1,16,"",[15587]
19,"ShaperInfluenceSpawnGolems1_1_2",1,33,11,16,"","[15587,15586]"
20,"ShaperInfluenceSpawnGolems1_2_1",1,10,1,16,0,[15587]
21,"ShaperInfluenceSpawnGolems1_2_2",1,10,1,16,1,[15587]
22,"ShaperInfluenceSpawnGolems1_2_3",1,10,1,16,2,[15587]
23,"ShaperInfluenceSpawnGolems1_2_4",1,10,1,16,3,[15587]
24,"ShaperInfluenceSpawnGolems2_1_1",1,100,6,16,"",[15588]
25,"ShaperInfluenceSpawnGolems2_1_2",1,33,11,16,"","[15588,15586]"
26,"ShaperInfluenceSpawnGolems2_2_1",1,10,6,16,0,[15588]
27,"ShaperInfluenceSpawnGolems2_2_2",1,10,6,16,1,[15588]
28,"ShaperInfluenceSpawnGolems2_2_3",1,10,6,16,2,[15588]
29,"ShaperInfluenceSpawnGolems2_2_4",1,10,6,16,3,[15588]
30,"ShaperInfluenceSpawnGolems3_1_1",1,100,6,16,"",[15589]
31,"ShaperInfluenceSpawnGolems3_1_2",1,33,11,16,"","[15589,15586]"
32,"ShaperInfluenceSpawnGolems3_2_1",1,10,6,16,0,[15589]
33,"ShaperInfluenceSpawnGolems3_2_2",1,10,6,16,1,[15589]
34,"ShaperInfluenceSpawnGolems3_2_3",1,10,6,16,2,[15589]
35,"ShaperInfluenceSpawnGolems3_2_4",1,10,6,16,3,[15589]
36,"ShaperInfluenceSpawnGolems4_1_1",1,100,6,16,"",[15590]
37,"ShaperInfluenceSpawnGolems4_1_2",1,33,11,16,"","[15590,15586]"
38,"ShaperInfluenceSpawnGolems4_2_1",1,10,6,16,0,[15590]
39,"ShaperInfluenceSpawnGolems4_2_2",1,10,6,16,1,[15590]
40,"ShaperInfluenceSpawnGolems4_2_3",1,10,6,16,2,[15590]
41,"ShaperInfluenceSpawnGolems4_2_4",1,10,6,16,3,[15590]
42,"ShaperInfluenceSpawnVoidAgent1_1_1",1,40,6,16,"","[15593,15591]"
43,"ShaperInfluenceSpawnVoidAgent1_1_2",1,15,11,16,"","[15593,15591,15586]"
44,"ShaperInfluenceSpawnVoidAgent1_2_1",1,20,6,16,0,"[15593,15591]"
45,"ShaperInfluenceSpawnVoidAgent1_2_2",1,20,6,16,1,"[15593,15591]"
46,"ShaperInfluenceSpawnVoidAgent1_2_3",1,20,6,16,2,"[15593,15591]"
47,"ShaperInfluenceSpawnVoidAgent1_2_4",1,20,6,16,3,"[15593,15591]"
48,"ShaperInfluenceSpawnVoidAgent2_1_1",1,40,6,16,"","[15594,15592]"
49,"ShaperInfluenceSpawnVoidAgent2_1_2",1,15,11,16,"","[15594,15592,15586]"
50,"ShaperInfluenceSpawnVoidAgent2_2_1",1,20,6,16,0,"[15594,15592]"
51,"ShaperInfluenceSpawnVoidAgent2_2_2",1,20,6,16,1,"[15594,15592]"
52,"ShaperInfluenceSpawnVoidAgent2_2_3",1,20,6,16,2,"[15594,15592]"
53,"ShaperInfluenceSpawnVoidAgent2_2_4",1,20,6,16,3,"[15594,15592]"
54,"ShaperInfluenceMaelstromCell1_1",1,12,6,16,"","[15595,15585]"
55,"ShaperInfluenceMaelstromCell1_2",1,12,11,16,"","[15595,15593]"
56,"ShaperSuperInfluenceSpawn1",3,100,1,16,0,"[15585,15586,20511]"
57,"ShaperSuperInfluenceSpawn2",3,100,1,16,1,"[15585,15586,20511]"
58,"ShaperSuperInfluenceSpawn3",3,100,1,16,2,"[15585,15586,20511]"
59,"ShaperSuperInfluenceSpawn4",3,100,1,16,3,"[15585,15586,20511]"
