"rownum","ModsKey","AtlasModTiers"
0,12952,2
1,12953,2
2,12954,3
3,12955,2
4,12956,3
5,12957,2
6,12958,3
7,12959,2
8,12960,3
9,12961,2
10,12962,2
11,12963,3
12,12964,2
13,12965,3
14,12966,2
15,12967,3
16,12968,2
17,12969,3
18,12970,2
19,12971,3
20,12972,2
21,12973,3
22,12974,2
23,12975,2
24,12976,2
25,12977,2
26,12978,3
27,12979,2
28,12980,3
29,12981,2
30,12982,3
31,12983,2
32,12984,3
33,12985,2
34,12986,3
35,12987,2
36,12988,3
37,12989,2
38,12990,3
39,12991,2
40,12992,2
41,12993,3
42,12994,2
43,12995,3
44,12996,2
45,12997,3
46,12998,2
47,12999,3
48,13000,2
49,13001,3
50,13002,2
51,13003,3
52,13004,2
53,13005,3
54,13006,2
55,13007,3
56,13008,2
57,13009,3
58,13010,2
59,13011,3
60,13012,2
61,13013,3
62,13014,2
63,13015,3
64,13016,2
65,13017,3
66,13018,2
67,13019,3
68,13020,2
69,13021,3
70,13022,2
71,13023,3
72,13024,2
73,13025,3
74,13026,2
75,13027,3
76,13028,2
77,13029,3
78,13030,2
79,13031,3
80,13032,2
81,13033,3
82,13034,2
83,13035,3
84,13036,2
85,13037,3
86,13038,2
87,13039,3
88,13040,2
89,13041,3
90,13042,2
91,13043,3
92,13046,2
93,13047,3
94,13048,2
95,13049,3
96,13050,2
97,13051,3
98,13052,2
99,13053,2
100,13054,2
101,13055,3
102,13056,3
103,13057,3
104,13058,2
105,13059,3
106,13060,2
107,13061,3
108,20498,2
109,20499,3
110,20509,2
111,20510,3
112,20513,2
113,20514,3
114,20515,2
115,20516,3
116,20517,2
117,20518,2
118,20519,2
119,20520,3
120,20521,2
121,20522,3
122,20523,2
123,20566,2
124,20567,3
125,20570,2
126,20571,3
127,20807,2
128,20808,3
129,20961,2
130,20962,3
131,22039,2
132,22040,3
133,22784,2
134,22785,3
135,22780,2
136,22781,3
137,24348,2
138,24349,3
139,24350,2
140,24351,3
