"rownum","ChestsKey","Weight","HeistAreasKey","HeistChestTypesKey"
0,1844,9999999,"[0,7,8]",0
1,1845,9999999,"[1,6]",0
2,1846,9999999,"[2,4]",0
3,1847,9999999,"[3,5]",0
4,1908,250,"[0,7,8]",1
5,1909,250,"[1,6]",1
6,1910,250,"[2,4]",1
7,1911,250,"[3,5]",1
8,1912,250,"[0,7,8]",1
9,1913,250,"[1,6]",1
10,1914,250,"[2,4]",1
11,1915,250,"[3,5]",1
12,1916,250,"[0,7,8]",1
13,1917,250,"[1,6]",1
14,1918,250,"[2,4]",1
15,1919,250,"[3,5]",1
16,1920,250,"[0,7,8]",1
17,1921,250,"[1,6]",1
18,1922,250,"[2,4]",1
19,1923,250,"[3,5]",1
20,1924,250,"[0,7,8]",1
21,1925,250,"[1,6]",1
22,1926,250,"[2,4]",1
23,1927,250,"[3,5]",1
24,1928,250,"[0,7,8]",1
25,1929,250,"[1,6]",1
26,1930,250,"[2,4]",1
27,1931,250,"[3,5]",1
28,1932,250,"[0,7,8]",1
29,1933,250,"[1,6]",1
30,1934,250,"[2,4]",1
31,1935,250,"[3,5]",1
32,1936,250,"[0,7,8]",1
33,1937,250,"[1,6]",1
34,1938,250,"[2,4]",1
35,1939,250,"[3,5]",1
36,1940,250,"[0,7,8]",1
37,1941,250,"[1,6]",1
38,1942,250,"[2,4]",1
39,1943,250,"[3,5]",1
40,1944,250,"[0,7,8]",1
41,1945,250,"[1,6]",1
42,1946,250,"[2,4]",1
43,1947,250,"[3,5]",1
44,1948,250,"[0,7,8]",1
45,1949,250,"[1,6]",1
46,1950,250,"[2,4]",1
47,1951,250,"[3,5]",1
48,1952,250,"[0,7,8]",1
49,1953,250,"[1,6]",1
50,1954,250,"[2,4]",1
51,1955,250,"[3,5]",1
52,1956,250,"[0,7,8]",1
53,1957,250,"[1,6]",1
54,1958,250,"[2,4]",1
55,1959,250,"[3,5]",1
56,1960,250,"[0,7,8]",1
57,1961,250,"[1,6]",1
58,1962,250,"[2,4]",1
59,1963,250,"[3,5]",1
60,1964,250,"[0,7,8]",1
61,1965,250,"[1,6]",1
62,1966,250,"[2,4]",1
63,1967,250,"[3,5]",1
64,1968,250,"[0,7,8]",1
65,1969,250,"[1,6]",1
66,1970,250,"[2,4]",1
67,1971,250,"[3,5]",1
68,1972,250,"[0,7,8]",1
69,1973,250,"[1,6]",1
70,1974,250,"[2,4]",1
71,1975,250,"[3,5]",1
72,1976,250,"[0,7,8]",1
73,1977,250,"[1,6]",1
74,1978,250,"[2,4]",1
75,1979,250,"[3,5]",1
76,1980,250,"[0,7,8]",1
77,1981,250,"[1,6]",1
78,1982,250,"[2,4]",1
79,1983,250,"[3,5]",1
80,1984,250,"[0,7,8]",1
81,1985,250,"[1,6]",1
82,1986,250,"[2,4]",1
83,1987,250,"[3,5]",1
84,1988,250,"[0,7,8]",1
85,1989,250,"[1,6]",1
86,1990,250,"[2,4]",1
87,1991,250,"[3,5]",1
88,1992,250,"[0,7,8]",1
89,1993,250,"[1,6]",1
90,1994,250,"[2,4]",1
91,1995,250,"[3,5]",1
92,1996,250,"[0,7,8]",1
93,1997,250,"[1,6]",1
94,1998,250,"[2,4]",1
95,1999,250,"[3,5]",1
96,2000,250,"[0,7,8]",1
97,2001,250,"[1,6]",1
98,2002,250,"[2,4]",1
99,2003,250,"[3,5]",1
100,2004,250,"[0,7,8]",1
101,2005,250,"[1,6]",1
102,2006,250,"[2,4]",1
103,2007,250,"[3,5]",1
104,2008,250,"[0,7,8]",1
105,2009,250,"[1,6]",1
106,2010,250,"[2,4]",1
107,2011,250,"[3,5]",1
108,2012,250,"[0,7,8]",1
109,2013,250,"[1,6]",1
110,2014,250,"[2,4]",1
111,2015,250,"[3,5]",1
112,2016,250,"[0,7,8]",1
113,2017,250,"[1,6]",1
