"rownum","Id","BaseItemTypesKeys1","BaseItemTypesKeys2","BaseItemTypesKeys3","BaseItemTypesKeys4","BaseItemTypesKeys5","BaseItemTypesKeys6","BaseItemTypesKeys7","BaseItemTypesKeys8","BaseItemTypesKeys9","BaseItemTypesKeys10","BaseItemTypesKeys11","BaseItemTypesKeys12","WorldAreasKey","BaseItemTypesKeys13","BaseItemTypesKeys14"
0,"Descent1","[1359,1322,1337,1,1]","[1359,1359,1,1]","[1359,1322,1337,1,1]","[1359,1359,1,1]","[1359,1322,1337,1,1]","[1359,1359,1,1]","[1359,1322,1337,1,1]","[1359,1359,1,1]","[1359,1322,1337,1,1]","[1359,1359,1,1]","[1359,1322,1337,1,1]","[1359,1359,1,1]",1333,"[1359,1322,1337,1,1]","[1359,1359,1,1]"
1,"Descent2","[1704,7,825]","[1704,11,12,12,824]","[1704,7,825]","[1704,11,12,12,824]","[1584,1703,1586,7,825,1852]","[1584,1703,1586,11,12,12,824,1852]","[1701,7,825,1863,1858]","[1701,11,12,12,824,1863,1858]","[1710,7,825,1863,1858]","[1710,11,12,12,824,1863,1858]","[1710,1704,7,825,1858]","[1710,1704,11,12,12,824,1858]",1334,"[1704,1710,7,825,1858]","[1704,1710,11,12,12,824,1858]"
2,"Descent3","[11,16,11,16,1323,1338,771,772,773,727,727,701,538,538,841]","[11,16,11,16,1323,1338,771,772,773,727,728,729,701,538,538,841]","[11,16,11,16,1323,1338,771,772,773,727,727,485,455,676,651]","[11,16,11,16,1323,1338,771,772,773,727,728,729,485,455,676,651]","[11,16,11,16,1323,1338,771,772,773,727,727,485,485,594,1377]","[11,16,11,16,1323,1338,771,772,773,727,728,729,485,485,594,1377]","[11,16,11,16,1323,1338,771,772,773,727,727,396,396,370,370]","[11,16,11,16,1323,1338,771,772,773,727,728,729,396,396,370,370]","[11,16,11,16,1323,1338,771,772,773,727,727,370,370,566,566]","[11,16,11,16,1323,1338,771,772,773,727,728,729,370,370,566,566]","[11,16,11,16,1323,1338,771,772,773,727,727,566,566,623]","[11,16,11,16,1323,1338,771,772,773,727,728,729,566,566,623]",1335,"[11,16,11,16,1323,1338,771,772,773,727,727,566,566,676,455,455]","[11,16,11,16,1323,1338,771,772,773,727,728,729,566,566,676,455,455]"
3,"Descent4","[770,11,15,1,1,1,1728,1589]","[7,7,1728,1589]","[770,11,15,1,1,1,1728,1589]","[7,7,1728,1589]","[770,11,15,1,1,1,1592,1595,1589]","[7,7,1595,1592,1589]","[770,11,15,1,1,1,1592,1598,1595,1737,1867]","[7,7,1592,1595,1598,1737,1867]","[770,11,15,1,1,1,1598,1592,1595,1867]","[7,7,1595,1598,1592,1867]","[770,11,15,1,1,1,1598,1589,1728]","[7,7,1589,1598,1728]",1336,"[770,11,15,1,1,1,1595,1598,1589]","[7,7,1589,1598,1595]"
4,"Descent5","[1563,0,0,0,0,7,2]","[1563,0,0,0,0,11,12,12,12,12,16,16]","[1563,0,0,0,0,7,2,1577]","[1563,0,0,0,0,11,12,12,12,12,16,16,1577]","[1824,1577,0,0,0,0,7,2]","[1824,1577,0,0,0,0,11,12,12,12,12,16,16]","[1646,0,0,0,0,7,2,1838,1688]","[1838,0,0,0,0,11,12,12,12,12,16,16,1646,1688]","[1646,1838,0,0,0,0,7,2,1688]","[1646,1838,0,0,0,0,11,12,12,12,12,16,16,1688]","[1838,0,0,0,0,7,2,1646,1834,1563]","[1563,1834,0,0,0,0,11,12,12,12,12,16,16,1838,1646]",1337,"[1838,0,0,0,0,7,2,1563,1646]","[1563,0,0,0,0,11,12,12,12,12,16,16,1646,1838]"
5,"Descent6","[732,1566,1324,1339,7,7,1872]","[732,1324,1339,1566,12,12,12,12,16,16,1872]","[732,1566,1324,1339,1734,7,7,1872]","[732,1734,1324,1339,1566,12,12,12,12,16,16,1872]","[732,1657,1734,1324,1339,1674,7,7]","[732,1734,1674,1324,1339,1657,12,12,12,12,16,16]","[732,1739,1324,1339,1757,1765,7,7,1866,1854]","[732,1324,1339,1757,1765,1739,12,12,12,12,16,16,1866,1854]","[732,1675,1324,1339,1765,1668,1562,7,7,1866,1854]","[732,1562,1324,1339,1668,1765,1675,12,12,12,12,16,16,1866,1854]","[732,1668,1324,1339,1562,1566,1730,7,7,1872]","[732,1324,1339,1566,1562,1668,1730,12,12,12,12,16,16,1872]",1338,"[732,1324,1339,1668,1566,7,7,1872]","[732,1324,1339,1668,1566,12,12,12,12,16,16,1872]"
6,"Descent7","[0,0,0,0,22,22,22,22,22,21,21,20,20,2,7,540,540,842,702]","[0,0,0,0,22,22,21,21,21,21,21,20,20,2,7,540,540,842,702]","[0,0,0,0,22,22,22,22,22,21,21,20,20,2,7,652,677,487,456]","[0,0,0,0,22,22,21,21,21,21,21,20,20,2,7,652,677,487,456]","[0,0,0,0,22,22,22,22,22,21,21,20,20,2,7,596,487,487,1377]","[0,0,0,0,22,22,21,21,21,21,21,20,20,2,7,7,596,487,487,1377]","[0,0,0,0,22,22,22,22,22,21,21,20,20,2,7,371,371,398,398]","[0,0,0,0,22,22,21,21,21,21,21,20,20,2,7,371,371,398,398]","[0,0,0,0,22,22,22,22,22,21,21,20,20,2,7,371,371,568,568]","[0,0,0,0,22,22,21,21,21,21,21,20,20,2,7,371,371,568,568]","[0,0,0,0,22,22,22,22,22,21,21,20,20,2,7,568,568,624]","[0,0,0,0,22,22,21,21,21,21,21,20,20,2,7,568,568,624]",1339,"[0,0,0,0,22,22,22,22,22,21,21,20,20,2,7,568,568,456,456,677]","[0,0,0,0,22,22,21,21,21,21,21,20,20,2,7,568,568,456,456,677]"
7,"Descent8","[1813,1571,1708,731,733,777,778,776,2,7,12]","[1813,1571,1708,731,733,777,778,776,13,13,11,11,11,12]","[1813,1571,1708,731,733,777,778,776,2,7,12]","[1813,1571,1708,731,733,13,13,11,11,11,12,777,778,776]","[1813,1814,1578,1708,731,733,777,778,776,2,7,12]","[1813,1814,1578,1708,731,733,13,13,11,11,11,12,777,778,776]","[1815,1814,1708,731,733,777,778,776,2,7,12]","[1815,1814,1708,731,733,13,13,11,11,11,12,777,778,776]","[1815,1814,731,733,777,778,776,2,7,12]","[1815,1814,731,733,13,13,11,11,11,12,777,778,776]","[1813,1815,1571,731,733,777,778,776,2,7,12]","[1813,1815,1571,731,733,13,13,11,11,11,12,777,778,776]",1340,"[1814,1815,1813,731,733,777,778,776,2,7,12]","[1814,1815,1813,731,733,13,13,11,11,11,12,777,778,776]"
8,"Descent9","[5,5,5,7,7,826,1036,1242,940,1159,1632,1325,1340,1590,1665,5]","[824,0,0,0,7,7,703,541,843,1590,1665,1325,1340,1632,541,0]","[5,5,5,7,7,826,1097,1284,980,1202,1632,1325,1340,1590,1665,5]","[824,0,0,0,7,7,678,488,1665,1590,1325,1340,1632,653,458,0]","[5,5,5,7,7,826,1057,1256,954,1174,1763,1325,1340,1590,1665,1632,5]","[824,0,0,0,7,7,597,1377,1665,1590,1325,1340,488,488,1763,1632,0]","[5,5,5,7,7,826,1137,1304,1013,1222,1658,1325,1340,1635,1846,5]","[824,0,0,0,7,7,825,399,399,1635,1846,1325,1340,1658,372,372,0]","[5,5,5,7,7,826,1077,1270,967,1188,1635,1325,1340,1658,5]","[824,0,0,0,7,7,825,1658,1325,1340,1635,372,372,569,569,0]","[5,5,5,7,7,826,1117,1294,996,1212,1635,1632,1325,1340,1590,1658,1665,5]","[824,0,0,0,7,7,825,569,569,1658,1665,1325,1340,1590,1632,1635,625,0]",1341,"[5,5,5,7,7,826,1097,1284,980,1202,1635,1632,1325,1340,1658,1590,1665,5]","[824,0,0,0,7,7,678,1658,1590,1325,1340,1635,1665,1632,569,569,458,458,0]"
9,"Descent10","[22,22,21,21,20,20,22,22,21,21,20,20]","[22,22,21,21,20,20,11,12,12,15]","[22,22,21,21,20,20,22,22,21,21,20,20]","[22,22,21,21,20,20,11,12,12,15]","[22,22,21,21,20,20,22,22,21,21,20,20]","[22,22,21,21,20,20,11,12,12,15]","[22,22,21,21,20,20,22,22,21,21,20,20]","[22,22,21,21,20,20,11,12,12,15]","[22,22,21,21,20,20,22,22,21,21,20,20]","[22,22,21,21,20,20,11,12,12,15]","[22,22,21,21,20,20,22,22,21,21,20,20]","[22,22,21,21,20,20,11,12,12,15]",1342,"[22,22,21,21,20,20,22,22,21,21,20,20]","[22,22,21,21,20,20,11,12,12,15]"
