"rownum","PassiveSkillsKey","Mastery_PassiveSkillsKey","TagsKey","PassiveTreeExpansionJewelSizesKey"
0,2859,3300,570,2
1,2860,3301,571,2
2,2861,3302,572,2
3,2862,3303,573,2
4,2863,3304,574,2
5,2864,3305,575,2
6,2865,3306,576,2
7,2866,3307,577,2
8,2867,3308,578,2
9,2868,3309,579,2
10,2869,3310,580,2
11,2870,3311,581,2
12,2871,3312,582,2
13,2872,3313,583,2
14,2873,3314,584,2
15,2874,3315,585,2
16,2875,3316,586,2
17,2876,3317,587,1
18,2877,3318,588,1
19,2878,3319,589,1
20,2879,3320,590,1
21,2880,3321,591,1
22,2881,3322,592,1
23,2882,3323,593,1
24,2883,3324,594,1
25,2884,3325,595,1
26,2885,3326,596,1
27,2886,3327,597,1
28,2887,3328,598,1
29,2888,3329,599,1
30,2889,3330,600,1
31,2890,3331,601,1
32,2891,3332,602,1
33,2892,3333,603,1
34,2893,3334,604,1
35,2894,3335,605,1
36,2895,3336,606,1
37,2896,3337,607,1
38,2897,"",608,0
39,2898,"",609,0
40,2899,"",610,0
41,2900,"",611,0
42,2901,"",612,0
43,2902,"",613,0
44,2903,"",613,0
45,2904,"",614,0
46,2905,"",615,0
47,2906,"",616,0
48,2907,"",617,0
49,2908,"",618,0
50,2909,"",619,0
51,2910,"",620,0
52,2911,"",621,0
53,2912,"",747,0
54,2913,"",748,0
