"rownum","MapsKey","Tier"
0,326,0
1,327,13
2,328,0
3,329,12
4,330,4
5,331,1
6,332,0
7,333,0
8,334,10
9,335,14
10,336,0
11,337,10
12,338,0
13,339,0
14,340,0
15,341,6
16,342,14
17,343,0
18,344,0
19,345,0
20,346,11
21,347,7
22,348,0
23,349,0
24,350,3
25,351,2
26,352,10
27,353,7
28,354,0
29,355,16
30,356,16
31,357,5
32,358,11
33,359,16
34,360,0
35,361,14
36,362,3
37,363,6
38,364,0
39,365,0
40,366,14
41,367,2
42,368,12
43,369,6
44,370,5
45,371,0
46,372,0
47,373,2
48,374,0
49,375,11
50,376,9
51,377,0
52,378,0
53,379,8
54,380,15
55,381,5
56,382,4
57,383,10
58,384,0
59,385,9
60,386,0
61,387,0
62,388,1
63,389,2
64,390,1
65,391,15
66,392,0
67,393,0
68,394,5
69,395,3
70,396,0
71,397,0
72,398,4
73,399,2
74,400,13
75,401,5
76,402,0
77,403,6
78,404,8
79,405,7
80,406,4
81,407,2
82,408,16
83,409,15
84,410,4
85,411,10
86,412,8
87,413,14
88,414,0
89,415,12
90,416,8
91,417,4
92,418,11
93,419,8
94,420,11
95,421,3
96,422,15
97,423,7
98,424,5
99,425,13
100,426,7
101,427,11
102,428,6
103,429,0
104,430,8
105,431,0
106,432,4
107,433,0
108,434,7
109,435,0
110,436,10
111,437,0
112,438,0
113,439,3
114,440,0
115,441,3
116,442,12
117,443,13
118,444,2
119,445,7
120,446,12
121,447,5
122,448,0
123,449,5
124,450,9
125,451,13
126,452,1
127,453,0
128,454,8
129,455,9
130,456,3
131,457,2
132,458,3
133,459,4
134,460,0
135,461,0
136,462,9
137,463,15
138,464,6
139,465,6
140,466,12
141,467,0
142,468,0
143,469,0
144,470,9
145,471,11
146,472,16
147,473,16
148,474,16
149,475,16
150,477,16
151,478,5
152,479,10
153,480,15
154,481,16
155,482,16
156,483,17
157,484,17
158,485,17
159,486,17
160,487,17
161,488,16
162,489,16
163,490,16
