"rownum","BaseItemType","Scaling","Name"
0,9789,0.85,"Bazira"
1,9790,0.85,"Tsvet Matvei"
2,9791,0.85,"Bazira"
3,9792,0.85,"Count Geonor"
4,9793,0.85,"The Crimson Scribe"
5,9794,0.85,"The Midnight Tinkerer"
6,9795,0.85,"Aline Koltz"
7,9796,0.85,"Tsvet Matvei"
8,9797,0.85,"Administrator Qotra"
9,9798,0.85,"Count Geonor"
10,9799,0.85,"Nishem"
11,9800,0.85,"Aline Koltz"
12,9801,0.85,"Count Geonor"
13,9802,0.85,"Marcine Clavus"
14,9803,0.85,"Marcine Clavus"
15,9804,0.85,"Marcine Clavus"
16,9805,0.85,"Marcine Clavus"
17,9806,0.85,"Marcine Clavus"
18,9807,1.2,"Selwyn Eddard"
19,9808,1.2,"Kondor Larcius"
20,9809,1.2,"Grond Ironeye"
21,9810,1.2,"Bazira"
22,9811,1.2,"Bazira"
23,9812,1.2,"Kondor Larcius"
24,9813,1.2,"The Crimson Scribe"
25,9814,1.2,"Administrator Qotra"
26,9815,1.2,"Administrator Qotra"
27,9816,1.2,"The Crimson Scribe"
28,9817,1.2,"Remus Hestor"
29,9818,1.2,"Nishem"
30,9819,1.2,"The Crimson Scribe"
31,9820,1.2,"Anton Laffrey"
32,9821,1.5,"Tsvet Matvei"
33,9822,1.5,"Kondor Larcius"
34,9823,1.5,"The Midnight Tinkerer"
35,9824,1.5,"Bazira"
36,9825,1.5,"Kondor Larcius"
37,9826,1.5,"The Crimson Scribe"
38,9827,3,"Administrator Qotra"
39,9828,3,"Cardinal Uthelius"
40,9829,3,"Castor Pollinius III"
41,9830,0.3,""
42,9831,0.3,""
43,9832,0.3,""
44,9833,0.3,""
45,9834,0.3,""
46,9835,0.3,""
47,9836,0,"Karst"
48,9837,0,"Karst"
49,9838,0,"Karst"
50,9839,0,"Tibbs"
51,9840,0,"Tibbs"
52,9841,0,"Huck"
53,9842,0,"Huck"
54,9843,0,"Vinderi"
55,9844,0,"Vinderi"
56,9845,0,"Gianna"
57,9846,0,"Gianna"
58,9847,0,"Tullina"
59,9848,0,"Tullina"
60,9849,0,"Niles"
61,9850,0,"Niles"
62,9851,0,"Nenet"
63,9852,0,"Nenet"
64,9853,0,"Isla"
65,9854,0,"Isla"
66,9855,0,"Isla"
67,9856,0,"Adiyah"
68,9857,0,"Adiyah"
69,9858,0,"Adiyah"
70,9859,0,"Whakano"
71,9860,0,"Whakano"
72,9861,0,"Whakano"
73,9862,0,"Faustus"
74,9864,0,"Faustus"
75,9865,0,"Faustus"
76,9866,0,"Kurai"
77,9867,0,"Kurai"
78,9868,0,"Kurai"
79,9869,0,"Kurai"
