"rownum","BaseItemTypesKey","BK2File","BoxId","BundleId","bool"
0,9707,"Art/Videos/LightDarkBox_Opening.bk2","","",""
1,9709,"Art/Videos/LightDarkBox_Opening.bk2","","",""
2,9704,"Art/Videos/LightDarkBox_Opening.bk2","","",""
3,9705,"Art/Videos/LightDarkBox_Opening.bk2","","",""
4,9711,"Art/Videos/LightDarkBox_Opening.bk2","","",""
5,9713,"Art/Videos/LightDarkBox_Opening.bk2","","",""
6,9715,"Art/Videos/LightDarkBox_Opening.bk2","","",""
7,9717,"Art/Videos/LightDarkBox_Opening.bk2","","",""
8,9719,"Art/Videos/LightDarkBox_Opening.bk2","","",""
9,9721,"Art/Videos/LightDarkBox_Opening.bk2","","",""
10,9723,"Art/Videos/LightDarkBox_Opening.bk2","MysteryPackChaosVsOrderBox","MysteryPackChaosVsOrderBoxBundle",""
11,9726,"Art/Videos/FireIceBox_Opening.bk2","MysteryPackFireAndIceBox","MysteryPackFireAndIceBoxBundle",""
12,9729,"Art/Videos/InnocenceSinBox_Opening.bk2","MysteryPackSinAndInnocenceBox","MysteryPackSinAndInnocenceBoxBundle",""
13,9732,"Art/Videos/MysteryBox_Opening_Apocalypse.bk2","MysteryPackApocalypseBox","MysteryPackApocalypseBoxBundle",""
14,9735,"Art/Videos/MysteryBox_Opening_Oriathan.bk2","MysteryPackOriathanBox","MysteryPackOriathanBoxBundle",""
15,9738,"Art/Videos/MysteryBox_Opening_Corsair .bk2","MysteryPackFairgravesBox","MysteryPackFairgravesBoxBundle",""
16,9741,"Art/Videos/MysteryBox_Opening_Darkwood.bk2","MysteryPackGlimmerwoodBox","MysteryPackGlimmerwoodBoxBundle",""
17,9744,"Art/Videos/MysteryBox_Opening_Frontier.bk2","MysteryPackFrontierBox","MysteryPackFrontierBoxBundle",""
18,9747,"Art/Videos/MysteryBox_Opening_Carnival.bk2","MysteryPackCircusBox","MysteryPackCircusBoxBundle",""
19,9752,"Art/Videos/MysteryBox_Opening_Carnival.bk2","MysteryPackTencentChiyouBox","",""
20,9753,"Art/Videos/MysteryBox_Opening_Carnival.bk2","MysteryPackTencentGoddessBox","",""
21,9754,"Art/Videos/MysteryBox_Opening_Carnival.bk2","MysteryPackTencentJingweiBox","",""
22,9755,"Art/Videos/MysteryBox_Opening_Carnival.bk2","MysteryPackTencentGodOfThunderBox","",""
23,9758,"Art/Videos/MysteryBox_Opening_Polaris.bk2","MysteryPackPolarisBox","MysteryPackPolarisBoxBundle",""
24,9761,"Art/Videos/MysteryBox_Opening_Thaumaturgy.bk2","MysteryPackThaumaturgyBox","MysteryPackThaumaturgyBoxBundle",""
25,9764,"Art/Videos/MysteryBox_Opening_AngelsAndDemons.bk2","MysteryPackAngelsAndDemonsBox","MysteryPackAngelsAndDemonsBoxBundle",""
26,9767,"Art/Videos/MysteryBox_Opening_Twilight.bk2","MysteryPackTwilightBox","MysteryPackTwilightBoxBundle",""
27,9799,"Art/Videos/LightDarkBox_Opening.bk2","MysteryPackFreyaPouch","",""
28,9800,"Art/Videos/LightDarkBox_Opening.bk2","MysteryPackFreyaBox","",""
29,9770,"Art/Videos/MysteryBox_Opening_Warlord.bk2","MysteryPackWarlordBox","MysteryPackWarlordBoxBundle",""
30,9773,"Art/Videos/MysteryBox_Opening_Apollyon.bk2","MysteryPackApollyonBox","MysteryPackApollyonBoxBundle",""
31,9801,"Art/Videos/LightDarkBox_Opening.bk2","MysteryPackHasinaPouch","",""
32,9803,"Art/Videos/LightDarkBox_Opening.bk2","MysteryPackBladeSoul","",""
