"rownum","Id","HASH16","RewardText","ItemVisualIdentityKey","RewardType","SacrificeItem","SacrificeAmount","SacrificeText","bool","TrialMods"
0,"DoubleDivinationCards1",20652,"Doubles sacrificed Divination Cards","",2,"",0,"",1,"[25262,25267]"
1,"DoubleDivinationCards2",54378,"Doubles sacrificed Divination Cards","",2,"",0,"",1,"[25263,25268]"
2,"DoubleDivinationCards3",13401,"Doubles sacrificed Divination Cards","",2,"",0,"",1,"[25264,25269]"
3,"DoubleDivinationCards4",39568,"Doubles sacrificed Divination Cards","",2,"",0,"",1,"[25265,25270]"
4,"DoubleDivinationCards5",25975,"Doubles sacrificed Divination Cards","",2,"",0,"",1,"[25266,25271]"
5,"MirrorRare1",49959,"Item and Mirrored Copy","",3,"",0,"Mirrorable, Rare Item","","[25266,25271]"
6,"Unique1",24507,"","",4,"",0,"","","[25263,25268]"
7,"Unique1_2",27055,"","",4,"",0,"","","[25264,25269]"
8,"Unique2",31270,"","",4,"",0,"","","[25264,25269]"
9,"Unique2_2",56553,"","",4,"",0,"","","[25264,25269]"
10,"Unique2_3",26555,"","",4,"",0,"","","[25265,25270]"
11,"Unique3",62141,"","",4,"",0,"","","[25265,25270]"
12,"Unique3_2",15941,"","",4,"",0,"","","[25264,25269]"
13,"Unique3_3",53117,"","",4,"",0,"","","[25266,25271]"
14,"Unique4",49320,"","",4,"",0,"","","[25263,25268]"
15,"Unique5",18654,"","",4,"",0,"","","[25264,25269]"
16,"Unique6",7505,"","",4,"",0,"","","[25265,25270]"
17,"Unique7",6641,"","",4,"",0,"","","[25266,25271]"
18,"Unique8",5026,"","",4,"",0,"","","[25266,25271]"
19,"Unique9",17340,"","",4,"",0,"","","[25264,25269]"
20,"Unique10",31328,"","",4,"",0,"","","[25265,25270]"
21,"Unique11",40848,"","",4,"",0,"","","[25265,25270]"
22,"Unique12",10845,"","",4,"",0,"","","[25266,25271]"
23,"CurrencyChaos5",10698,"Doubles sacrificed Currency","",1,2,5,"",1,"[25262,25267]"
24,"CurrencyChaos10",32977,"Doubles sacrificed Currency","",1,2,10,"",1,"[25262,25267]"
25,"CurrencyChaos20",41813,"Doubles sacrificed Currency","",1,2,20,"",1,"[25263,25268]"
26,"CurrencyBlessed10",33537,"Doubles sacrificed Currency","",1,23,10,"",1,"[25262,25267]"
27,"CurrencyBlessed20",12316,"Doubles sacrificed Currency","",1,23,20,"",1,"[25263,25268]"
28,"CurrencyScouring15",44257,"Doubles sacrificed Currency","",1,12,15,"",1,"[25262,25267]"
29,"CurrencyScouring30",34349,"Doubles sacrificed Currency","",1,12,30,"",1,"[25263,25268]"
