"rownum","MonsterVariety","f32","MonsterHeightBracket","i32","i32"
0,1,182.73,2,0,0
1,2,182.73,2,0,0
2,3,182.73,2,0,0
3,4,182.73,2,0,0
4,5,182.73,2,0,0
5,6,182.73,2,0,0
6,7,182.73,2,0,0
7,9,182.73,2,0,0
8,10,182.73,2,0,0
9,11,182.73,2,0,0
10,12,182.73,2,0,0
11,13,182.73,2,0,0
12,14,182.73,2,0,0
13,15,182.73,2,0,0
14,16,182.73,2,0,0
15,17,182.73,2,0,0
16,18,182.73,2,0,0
17,19,182.73,2,0,0
18,20,182.73,2,0,0
19,21,182.73,2,0,0
20,22,182.73,2,0,0
21,23,182.73,2,0,0
22,24,182.73,2,0,0
23,25,182.73,2,0,0
24,28,182.73,2,0,0
25,29,182.73,2,0,0
26,30,182.73,2,0,0
27,31,182.73,2,0,0
28,32,160.29,2,0,0
29,34,160.29,2,0,0
30,35,171.61,2,0,0
31,37,171.61,2,0,0
32,38,171.61,2,0,0
33,39,190.99,2,0,0
34,41,190.99,2,0,0
35,42,190.99,2,0,0
36,43,182.73,2,0,0
37,44,182.73,2,0,0
38,45,182.73,2,0,0
39,46,182.73,2,0,0
40,47,182.73,2,0,0
41,49,182.73,2,0,0
42,50,182.73,2,0,0
43,51,182.73,2,0,0
44,52,182.73,2,0,0
45,53,182.73,2,0,0
46,54,182.73,2,0,0
47,55,182.73,2,0,0
48,56,182.73,2,0,0
49,57,182.73,2,0,0
50,58,182.73,2,0,0
51,59,182.73,2,0,0
52,60,182.73,2,0,0
53,61,182.73,2,0,0
54,62,182.73,2,0,0
55,63,182.73,2,0,0
56,64,182.73,2,0,0
57,65,182.73,2,0,0
58,66,182.73,2,0,0
59,67,182.73,2,0,0
60,68,182.73,2,0,0
61,69,182.73,2,0,0
62,70,182.73,2,0,0
63,71,182.73,2,0,0
64,72,182.73,2,0,0
65,73,182.73,2,0,0
66,74,182.73,2,0,0
67,75,182.73,2,0,0
68,76,119.46,2,0,0
69,77,182.6,3,0,0
70,78,182.73,2,0,0
71,79,182.73,2,0,0
72,80,182.73,2,0,0
73,81,182.73,2,0,0
74,82,182.73,2,0,0
75,83,182.73,2,0,0
76,84,182.73,2,0,0
77,85,182.73,2,0,0
78,86,182.73,2,0,0
79,87,182.73,2,0,0
80,88,182.73,2,0,0
81,89,182.73,2,0,0
82,90,182.73,2,0,0
83,91,182.73,2,0,0
84,92,182.73,2,0,0
85,93,182.73,2,0,0
86,94,182.73,2,0,0
87,95,182.73,2,0,0
88,96,182.73,2,0,0
89,97,182.73,2,0,0
90,98,182.73,2,0,0
91,99,182.73,2,0,0
92,100,182.73,2,0,0
93,101,182.73,2,0,0
94,102,182.73,2,0,0
95,103,182.73,2,0,0
96,104,182.73,2,0,0
97,105,224.09,2,0,0
98,107,224.09,2,0,0
99,108,224.09,2,0,0
100,109,224.09,2,0,0
101,110,224.09,3,0,0
102,113,224.09,3,0,0
103,115,174.22,2,0,0
104,116,224.09,2,0,0
105,117,224.09,2,0,0
106,119,224.09,3,0,0
107,120,224.09,3,0,0
108,121,224.09,2,0,0
109,122,224.09,2,0,0
110,123,224.09,2,0,0
111,124,224.09,2,0,0
112,125,174.22,2,0,0
113,127,174.22,2,0,0
114,128,174.22,2,0,0
115,129,174.22,2,0,0
116,130,174.22,2,0,0
117,132,174.22,2,0,0
118,133,174.22,2,0,0
119,135,174.22,2,0,0
120,136,174.22,2,0,0
121,138,174.22,2,0,0
122,139,174.22,2,0,0
123,140,224.09,2,0,0
124,141,224.09,2,0,0
125,142,224.09,2,0,0
126,143,224.09,3,0,0
127,144,224.09,2,0,0
128,145,174.22,2,0,0
129,146,224.55,3,0,0
130,149,257.88,3,0,0
131,151,257.88,3,0,0
132,152,433.49,5,0,0
133,153,433.49,5,0,0
134,154,163.84,3,0,0
135,155,153.58,2,0,0
136,157,184.33,2,0,0
137,159,184.33,2,0,0
138,161,184.33,2,0,0
139,163,184.33,2,0,0
140,164,184.33,2,0,0
141,165,184.33,2,0,0
142,166,184.33,2,0,0
143,167,189.5,2,0,0
144,169,189.5,2,0,0
145,171,184.33,2,0,0
146,173,184.33,2,0,0
147,174,184.33,2,0,0
