"rownum","Key","SpawnWeight_TagsKeys","SpawnWeight_Values","ModsKey","MinLevel","MaxLevel","IsPrefix"
0,"ProxyKey1",[0],[45],8018,2,39,1
1,"ProxyKey2",[0],[45],8017,40,100,1
2,"ProxyKey3",[0],[45],8019,40,100,1
3,"ProxyKey4","[158,0]","[0,94]",8020,2,100,1
4,"ProxyKey5","[162,0]","[0,0]",8021,40,100,1
5,"ProxyKey6","[152,0]","[0,45]",8022,56,100,1
6,"ProxyKey7","[57,0]","[45,0]",8023,68,100,1
7,"ProxyKey8","[57,0]","[1,0]",8024,68,100,1
8,"ProxyKey9",[0],[94],8026,2,39,1
9,"ProxyKey10",[0],[94],8025,40,100,1
10,"ProxyKey11","[158,0]","[0,94]",8028,2,39,1
11,"ProxyKey12","[158,0]","[0,94]",8027,40,100,1
12,"ProxyKey13",[0],[94],8030,2,39,1
13,"ProxyKey14",[0],[94],8029,40,100,1
14,"ProxyKey15",[0],[94],8032,2,39,1
15,"ProxyKey16",[0],[94],8031,40,100,1
16,"ProxyKey17",[0],[45],8033,2,100,1
17,"ProxyKey18",[0],[94],8035,2,39,1
18,"ProxyKey19",[0],[94],8034,40,100,1
19,"ProxyKey20",[0],[94],8036,40,100,1
20,"ProxyKey21",[0],[45],8037,56,100,1
21,"ProxyKey22",[0],[94],8038,40,100,1
22,"ProxyKey23","[57,0]","[9,0]",8039,68,100,1
23,"ProxyKey24",[0],[94],8040,40,100,1
24,"ProxyKey25",[0],[45],8041,56,100,1
25,"ProxyKey26",[0],[45],8042,40,100,1
26,"ProxyKey27",[0],[45],8043,40,100,1
27,"ProxyKey28",[0],[9],8045,23,39,1
28,"ProxyKey29",[0],[9],8044,40,100,1
29,"ProxyKey30","[61,0]","[9,0]",8046,40,100,1
30,"ProxyKey31",[0],[45],8047,40,100,1
31,"ProxyKey32",[0],[45],8048,40,100,1
32,"ProxyKey33",[0],[94],8049,2,100,1
33,"ProxyKey34",[0],[94],8050,40,100,1
34,"ProxyKey35",[0],[94],8051,2,100,1
35,"ProxyKey36",[0],[94],8052,40,100,1
36,"ProxyKey37",[0],[94],8053,2,100,1
37,"ProxyKey38",[0],[94],8054,40,100,1
38,"ProxyKey39",[0],[0],8055,2,100,1
39,"ProxyKey40",[0],[0],8056,40,100,1
40,"ProxyKey41",[0],[94],8057,2,100,1
41,"ProxyKey42",[0],[94],8058,40,100,1
42,"ProxyKey43",[0],[94],8059,40,100,1
43,"ProxyKey44","[57,0]","[4,0]",8060,68,100,1
44,"ProxyKey45",[0],[45],8061,2,100,1
45,"ProxyKey46",[0],[9],8063,2,39,1
46,"ProxyKey47",[0],[9],8062,40,100,1
47,"ProxyKey48",[0],[94],8064,2,100,1
48,"ProxyKey49",[0],[45],8065,2,100,1
49,"ProxyKey50",[0],[94],8066,2,100,1
50,"ProxyKey51",[0],[94],8067,2,100,1
51,"ProxyKey52",[0],[45],8068,2,100,1
52,"ProxyKey53",[0],[5000],7399,40,100,""
53,"ProxyKey54","[164,0]","[0,2500]",8071,40,100,""
54,"ProxyKey55",[0],[5000],8072,40,100,""
55,"ProxyKey56",[0],[5000],8073,40,100,""
56,"ProxyKey57",[0],[5000],8074,40,100,""
57,"ProxyKey58",[0],[5000],8075,40,100,""
58,"ProxyKey59",[0],[2500],8080,56,100,""
59,"ProxyKey60",[0],[500],8081,56,100,""
60,"ProxyKey61","[57,0]","[500,0]",8082,68,100,""
61,"ProxyKey62","[164,57,0]","[0,250,0]",8083,68,100,""
62,"ProxyKey63","[164,57,0]","[0,250,0]",8084,68,100,""
63,"ProxyKey64",[0],[2500],8085,40,100,""
64,"ProxyKey65",[0],[5000],8086,40,100,""
65,"ProxyKey66",[0],[5000],8087,40,100,""
66,"ProxyKey67",[0],[5000],8088,40,100,""
67,"ProxyKey68",[0],[2500],8089,56,100,""
68,"ProxyKey69","[164,57,0]","[0,500,0]",8090,40,100,""
69,"ProxyKey70","[164,57,0]","[0,500,0]",8091,68,100,""
70,"ProxyKey71","[164,57,0]","[0,500,0]",8092,68,100,""
71,"ProxyKey72","[57,0]","[3,0]",8093,68,100,""
72,"ProxyKey73","[57,0]","[5000,0]",8076,68,100,""
73,"ProxyKey74","[57,0]","[5000,0]",8077,68,100,""
74,"ProxyKey75","[57,0]","[5000,0]",8078,68,100,""
75,"ProxyKey76","[57,0]","[5000,0]",8079,68,100,""
76,"ProxyKey77","[164,57,0]","[0,250,0]",8094,68,100,""
