"rownum","Id","AOFile","PreloadGroupsKeys","i32","i32"
0,"NPCQuestMarker","Metadata/Effects/Quest/exclamationmark.ao",[],1,0
1,"NPCQuestMarkerOrange","Metadata/Effects/Quest/orangeexclamationmark.ao",[],2,0
2,"CounterEndurance","Metadata/Effects/Spells/orbs/rig_endurance.ao",[],2,0
3,"CounterCharge","Metadata/Effects/Spells/orbs/rig_charge.ao",[],2,0
4,"CounterFrenzy","Metadata/Effects/Spells/orbs/rig_frenzy.ao",[],2,0
5,"TownPortal","Metadata/Effects/Spells/portal/town_portal.ao",[],1,0
6,"MapDevicePortalSmall","Metadata/Effects/Spells/portal/portal2.ao",[],1,0
7,"MapDevicePortalLarge","Metadata/Effects/Spells/portal/portal2Maproom.ao",[],1,0
8,"Quiver","Metadata/Items/Quivers/DefaultQuiver.ao",[],1,0
9,"DefaultArrow","Metadata/Items/Quivers/Arrow.ao",[],1,0
10,"LevelUp","Metadata/Effects/misc/levelup_new/rig.ao",[],3,0
11,"BloodRageEffect","Metadata/Effects/Spells/blood_rage/rig.ao",[],4,0
12,"EnduringCryEffect","Metadata/Effects/Spells/warcries/enduring_cry/enduring_cry.ao",[],4,400
13,"WaterNovaEffect","Metadata/Effects/Spells/monsters_effects/waternova/rig.ao",[],4,260
14,"IceNovaEffect","Metadata/Effects/Spells/icenova_02/ice_nova.ao",[],4,300
15,"FlickerStrikeEffect","Metadata/Effects/Spells/flicker_strike_new/rig.ao",[],4,0
16,"FlickerStrikeOutEffect","Metadata/Effects/Spells/flicker_strike_new/Flicker_Out.ao",[],4,0
17,"FlickerStrikeInEffect","Metadata/Effects/Spells/flicker_strike_new/Flicker_In.ao",[],4,0
18,"ShieldChargeEnd","Metadata/Effects/Spells/shield_charge/rig.ao",[],4,0
19,"RaiseSpectreEffect","Metadata/Effects/Spells/raise_specter_02/rig.ao",[],3,0
20,"RaiseSpectreSummonEffect","Metadata/Effects/Spells/raise_specter_02/summon.ao",[],3,0
21,"InfernalBlowEffect","Metadata/Effects/Spells/inner_fire_player/rig.ao",[],4,0
22,"GlacialHammerOneHand","Metadata/Effects/Spells/icehammer/Onehander/rig.ao",[],4,0
23,"GlacialHammerTwoHand","Metadata/Effects/Spells/icehammer/Twohanded/rig.ao",[],4,0
24,"GlacialHammerStaff","Metadata/Effects/Spells/icehammer/Staff/rig.ao",[],4,0
25,"RaisedZombie","Metadata/Monsters/Zombies/Raised/Raised.ao",[],4,0
26,"ShockNovaEffect","Metadata/Effects/Spells/shock_nova/rig.ao",[],4,0
27,"ViperStrikeOrb","Metadata/Effects/Spells/orbs/rig_poisonstrikes.ao",[],4,0
28,"ViperStrikeEffect","Metadata/Effects/Spells/viper_strike/rig.ao",[],4,0
29,"PhaseRunEffect","Metadata/Effects/Spells/phase_run/rig.ao",[],4,0
30,"FuseArrow","Metadata/Effects/Spells/explosivearrow_2/projectile/arrow_base_stuck.ao",[],3,0
31,"FuseArrowExplode","Metadata/Effects/Spells/explosivearrow_2/explosion/explosion.ao",[],4,165
32,"IncaBossExplosion","Metadata/Effects/Spells/monsters_effects/inca_shadow/red/largeslam.ao",[],4,0
33,"IncaBossSummon","Metadata/Effects/Spells/monsters_effects/inca_shadow/black/rig.ao",[],4,0
34,"TemporalChainsOrb","Metadata/Effects/Spells/curses/temporal_chains.ao",[],4,0
35,"ElementalWeaknessOrb","Metadata/Effects/Spells/curses/reduce_resistance.ao",[],4,0
36,"FireWeaknessOrb","Metadata/Effects/Spells/curses/ele_weakness/fire.ao",[],4,0
37,"ColdWeaknessOrb","Metadata/Effects/Spells/curses/ele_weakness/ice.ao",[],4,0
38,"LightningWeaknessOrb","Metadata/Effects/Spells/curses/ele_weakness/light.ao",[],4,0
39,"WarlordsMarkOrb","Metadata/Effects/Spells/curses_02/marks/mark_warlord.ao",[],4,0
40,"PunishmentOrb","Metadata/Effects/Spells/curses/punishment.ao",[],4,0
41,"EnfeebleOrb","Metadata/Effects/Spells/curses/enfeeble.ao",[],4,0
42,"AssassinsMarkOrb","Metadata/Effects/Spells/curses_02/marks/mark_assassin.ao",[],4,0
43,"ProjectileWeaknessOrb","Metadata/Effects/Spells/curses_02/marks/mark_sniper.ao",[],4,0
44,"VulnerabilityOrb","Metadata/Effects/Spells/curses/vulnerability.ao",[],4,0
45,"PoachersMarkOrb","Metadata/Effects/Spells/curses_02/marks/mark_poacher.ao",[],4,0
46,"TemporalChainsCast","Metadata/Effects/Spells/curses_02/area/temporal_chains_aoe.ao",[],4,300
47,"ElementalWeaknessCast","Metadata/Effects/Spells/curses_02/area/elemental_weakness_aoe.ao",[],4,300
48,"FireWeaknessCast","Metadata/Effects/Spells/curses_02/area/flammability_aoe.ao",[],4,300
49,"ColdWeaknessCast","Metadata/Effects/Spells/curses_02/area/frostbite_aoe.ao",[],4,300
50,"LightningWeaknessCast","Metadata/Effects/Spells/curses_02/area/conductivity_aoe.ao",[],4,300
51,"DrainEssenceCast","Metadata/Effects/Spells/curses/area/mark/mark_warlord.ao",[],4,0
52,"PunishmentCast","Metadata/Effects/Spells/curses_02/area/punishment_aoe.ao",[],4,300
53,"EnfeebleCast","Metadata/Effects/Spells/curses_02/area/enfeeble_aoe.ao",[],4,300
54,"CriticalWeaknessCast","Metadata/Effects/Spells/curses/area/mark/mark_assassin.ao",[],4,0
55,"ProjectileWeaknessCast","Metadata/Effects/Spells/curses/area/projectile_weakness.ao",[],4,0
56,"VulnerabilityCast","Metadata/Effects/Spells/curses_02/area/vulnerability_aoe.ao",[],4,300
57,"PoachersMarkCast","Metadata/Effects/Spells/curses/area/mark/mark_hunter.ao",[],4,0
58,"TeleportBallEffect","Metadata/Effects/Spells/fade/rig.ao",[],4,0
59,"RaiseSkeletonEffect","Metadata/Effects/Spells/raise_skeleton_02/rig.ao",[],3,0
60,"HeavyStrikeEffect","Metadata/Effects/Spells/heavy_strike_02/heavy_strike_hit.ao",[],4,0
61,"ConversionStrikeHit","Metadata/Effects/Spells/dominating_blow/monster_hit/monster_hit.ao",[],4,0
