"rownum","BaseItemTypesKey","IsEnabled","bool"
0,7971,1,1
1,7972,1,1
2,7973,1,1
3,7974,1,1
4,7975,1,1
5,7976,1,1
6,7977,1,1
7,7978,1,1
8,7979,1,1
9,7980,1,1
10,7981,1,1
11,7982,1,1
12,7983,1,1
13,7984,1,1
14,7985,1,1
15,7986,1,1
16,7987,1,1
17,7988,1,1
18,7989,1,1
19,7990,1,1
20,7991,1,1
21,7992,1,1
22,7993,1,1
23,7994,1,1
24,7995,1,1
25,7996,1,1
26,7997,1,1
27,7998,1,1
28,7999,1,1
29,8000,1,1
30,8001,1,1
31,8002,1,1
32,8003,1,1
33,8004,1,1
34,8005,1,1
35,8006,1,1
36,8007,1,1
37,8008,1,1
38,8009,1,1
39,8010,1,1
40,8011,1,1
41,8012,1,1
42,8013,1,1
43,8014,1,1
44,8015,1,1
45,8016,1,1
46,8017,1,1
47,8018,1,1
48,8019,1,1
49,8020,1,1
50,8021,1,1
51,8022,1,1
52,8023,1,1
53,8024,1,1
54,8025,1,1
55,8026,1,1
56,8027,1,1
57,8028,1,1
58,8029,1,1
59,8030,1,1
60,8031,1,1
61,8032,1,1
62,8033,1,1
63,8034,1,1
64,8035,1,1
65,8036,1,1
66,8037,1,1
67,8038,1,1
68,8039,1,1
69,8040,1,1
70,8041,1,1
71,8042,1,1
72,8043,1,1
73,8044,1,1
74,8045,1,1
75,8046,1,1
76,8047,1,1
77,8048,1,1
78,8049,1,1
79,8050,1,1
80,8051,1,1
81,8052,1,1
82,8053,1,1
83,8054,1,1
84,8055,1,1
85,8056,1,1
86,8057,1,1
87,8058,1,1
88,8059,1,1
89,8060,1,1
90,8061,1,1
91,8062,1,1
92,8063,1,1
93,8064,1,1
94,8065,1,1
95,8066,1,1
96,8067,1,1
97,8068,1,1
98,8069,1,1
99,8070,1,1
100,8071,1,1
101,8072,1,1
102,8073,1,1
103,8074,1,1
104,8075,1,1
105,8076,1,1
106,8077,1,1
107,8078,1,1
108,8079,1,1
109,8080,1,1
110,8081,1,1
111,8082,1,1
112,8083,1,1
113,8084,1,1
114,8085,1,1
115,8086,1,1
116,8087,1,1
117,8088,1,1
118,8089,1,1
119,8090,1,1
120,8091,1,1
121,8092,1,1
122,8093,1,1
123,8094,1,1
124,8095,1,1
125,8096,1,1
126,8097,1,1
127,8098,1,1
128,8099,1,1
129,8100,1,1
130,8101,1,1
131,8102,1,1
132,8103,1,1
133,8104,1,1
134,8105,1,1
135,8107,1,1
136,8106,1,1
137,8108,"",1
138,8109,1,1
139,8110,1,1
140,8111,1,1
141,8112,1,1
142,8113,1,1
143,8114,1,1
144,8115,1,1
145,8116,1,1
146,8117,1,1
147,8118,1,1
148,8119,1,1
149,8120,1,1
150,8121,1,1
151,8122,1,1
152,8124,1,1
153,8125,1,1
154,8126,"",1
155,8127,1,1
156,8128,1,1
157,8129,1,1
158,8130,1,1
159,8131,1,1
160,8132,1,1
161,8133,1,1
162,8134,1,1
163,8135,1,1
164,8136,1,1
165,8137,1,1
166,8138,1,1
167,8139,1,1
168,8140,1,1
169,8141,1,1
170,8142,1,1
171,8143,1,1
172,8144,1,1
173,8145,1,1
174,8146,1,1
175,8147,1,1
176,8148,1,1
177,8149,1,1
178,8150,1,1
179,8151,1,""
180,8152,1,1
181,8153,1,1
182,8154,1,1
183,8155,1,1
184,8156,1,1
185,8157,1,1
186,8158,1,1
187,8159,1,1
188,8160,1,1
189,8161,1,1
190,8162,1,1
191,8163,1,1
192,8164,1,1
193,8165,1,""
194,8166,1,1
195,8167,1,1
196,8168,1,1
197,8169,1,1
198,8170,1,1
199,8171,1,""
200,8172,1,1
201,8173,1,1
202,8174,1,1
203,8175,1,1
204,8176,1,1
205,8177,1,1
206,8178,1,1
207,8179,1,1
208,8180,1,1
209,8181,1,1
210,8182,1,1
211,8183,1,1
212,8184,1,1
213,8185,1,1
214,8186,1,1
215,8187,1,1
216,8188,1,1
217,8189,1,""
218,8190,1,1
219,8191,1,1
220,8192,1,1
221,8193,1,1
222,8194,1,1
223,8195,1,1
224,8196,1,1
225,8197,1,1
226,8198,1,1
227,8199,1,1
228,8200,1,1
229,8201,1,1
230,8202,1,1
231,8203,1,1
232,8204,1,1
233,8205,1,1
234,8206,1,1
235,8207,1,1
236,8208,1,1
237,8209,1,1
238,8210,1,1
239,8211,1,1
240,8212,1,1
241,8213,1,1
242,8214,1,1
243,8215,1,1
244,8216,1,1
245,8217,1,1
246,8218,1,1
247,8219,1,1
248,8220,1,1
249,8221,1,1
250,8222,1,1
251,8223,1,1
252,8224,1,1
253,8225,1,1
254,8226,1,1
255,8227,1,1
256,8228,1,1
257,8229,1,1
258,8230,1,1
259,8231,1,1
260,8232,1,1
261,8233,1,1
262,8234,1,1
263,8235,1,1
264,8236,1,1
265,8237,1,1
266,8238,1,1
267,8239,1,1
268,8240,1,1
269,8241,1,1
270,8242,1,1
271,8243,1,1
272,8244,1,1
273,8245,1,1
274,8246,1,1
275,8247,1,1
276,8248,1,1
277,8249,1,1
278,8250,1,1
279,8251,1,1
280,8252,1,1
281,8253,1,1
282,8254,1,1
283,8255,1,1
284,8256,1,1
285,8257,1,1
286,8258,1,1
287,8259,1,1
288,8260,1,1
289,8261,1,1
290,8262,1,1
291,8263,1,1
292,8264,1,1
293,8265,1,""
294,8266,1,1
295,8267,1,1
296,8268,1,""
297,8269,1,1
298,8270,1,1
299,8271,1,1
300,8272,1,1
301,8273,1,1
302,8274,1,1
303,8275,1,1
304,8276,1,1
305,8277,1,1
306,8278,1,1
307,8279,1,1
308,8280,1,1
309,8281,1,1
310,8282,1,1
311,8283,1,1
312,8284,1,1
313,8285,1,1
314,8286,1,1
315,8287,1,1
316,8288,1,1
317,8289,1,1
318,8290,1,1
319,8291,1,1
320,8292,1,1
321,8293,1,1
322,8294,1,1
323,8295,1,1
324,8296,1,1
325,8297,1,1
326,8298,1,1
327,8299,1,1
328,8300,1,1
329,8301,1,1
330,8302,1,1
331,8303,1,1
332,8304,1,1
333,8305,1,1
334,8306,1,1
335,8307,1,1
336,8308,1,1
337,8309,1,1
338,8310,1,1
339,8311,1,1
340,8312,1,1
341,8313,1,1
342,8314,1,1
343,8315,1,1
344,8316,1,1
345,8317,1,1
346,8318,1,1
347,8319,1,1
348,8320,1,1
349,8321,1,1
350,8322,1,1
351,8323,1,1
352,8324,1,1
353,8325,1,1
354,8326,1,1
355,8327,1,1
356,8328,1,1
357,8329,1,1
358,8330,1,1
359,8331,1,1
360,8332,1,1
361,8333,1,1
362,8334,1,1
363,8335,1,1
364,8336,1,1
365,8337,1,1
366,8338,1,1
367,8339,1,1
368,8340,1,1
369,8341,1,1
370,8342,1,1
371,8343,"",""
372,8344,1,1
373,8345,1,1
374,8346,1,1
375,8347,1,1
376,8348,1,1
377,8349,1,1
378,8350,1,1
379,8351,1,1
380,8352,1,1
381,8353,1,1
382,8354,1,1
383,8355,1,1
384,8356,1,1
385,8357,1,1
386,8358,1,1
387,8359,1,1
388,8360,1,1
389,8361,1,1
390,8362,1,1
391,8363,1,1
392,8364,1,1
393,8365,1,1
394,8366,1,1
395,8367,1,1
396,8368,1,1
397,8369,1,1
398,8370,1,1
399,8371,1,1
400,8372,1,1
401,8373,1,1
402,8374,1,1
403,8375,1,1
404,8376,1,1
405,8377,1,1
406,8378,1,1
407,8379,1,1
