"rownum","Id","[rid]","i32","i32","rid"
0,"anger_aura_end",[828],3,2,""
1,"hatred_aura_end",[829],3,2,""
2,"hatred_aura_end",[1459],3,3,""
3,"wrath_aura_end",[827],3,2,""
4,"haste_aura_end",[798],3,2,""
5,"steelskin_block",[3075],1,0,""
6,"steelskin_block",[5086],1,1,""
7,"steelskin_block",[3076],1,2,""
8,"cremation_explosion",[1650],1,0,""
9,"cremation_explosion",[1650],1,1,""
10,"cremation_explosion",[1801],1,2,""
11,"cremation_explosion",[1826],1,3,""
12,"cremation_explosion",[1653],1,4,""
13,"cremation_explosion",[5304],1,5,""
14,"cremation_explosion",[5457],1,6,""
15,"cremation_explosion",[5479],1,7,""
16,"cremation_geyser",[1651],3,0,""
17,"cremation_geyser",[1651],3,1,""
18,"cremation_geyser",[1802],3,2,""
19,"cremation_geyser",[1827],3,3,""
20,"cremation_geyser",[1654],3,4,""
21,"cremation_geyser",[5303],3,5,""
22,"cremation_geyser",[5456],3,6,""
23,"cremation_geyser",[5478],3,7,""
24,"cremation_impact",[1649],1,0,""
25,"cremation_impact",[1649],1,1,""
26,"cremation_impact",[1800],1,2,""
27,"cremation_impact",[1825],1,3,""
28,"cremation_impact",[1652],1,4,""
29,"cremation_impact",[5302],1,5,""
30,"cremation_impact",[5455],1,6,""
31,"cremation_impact",[5477],1,7,""
32,"consecrated_path_slam",[2201],1,0,""
33,"consecrated_path_slam",[2536],1,1,""
34,"consecrated_path_slam",[4444],1,2,""
35,"consecrated_path_slam",[4450],1,3,""
36,"consecrated_path_teleport",[2202],1,0,""
37,"consecrated_path_teleport",[2537],1,1,""
38,"consecrated_path_teleport",[4445],1,2,""
39,"consecrated_path_teleport",[4451],1,3,""
40,"consecrated_path_range",[2203],1,0,""
41,"consecrated_path_range",[2538],1,1,""
42,"consecrated_path_range",[4446],1,2,""
43,"consecrated_path_range",[4452],1,3,""
44,"consecrated_path_slam_ancestral",[4141],1,0,11899
45,"consecrated_path_slam_ancestral",[4447],1,2,11899
46,"consecrated_path_slam_ancestral",[4453],1,3,11899
47,"consecrated_path_teleport_ancestral",[4142],1,0,11899
48,"consecrated_path_teleport_ancestral",[4448],1,2,11899
49,"consecrated_path_teleport_ancestral",[4454],1,3,11899
50,"consecrated_path_range_ancestral",[4143],1,0,11899
51,"consecrated_path_range_ancestral",[4449],1,2,11899
52,"consecrated_path_range_ancestral",[4455],1,3,11899
53,"divine_cry",[5499],1,0,""
54,"divine_cry",[5945],1,2,""
55,"divine_cry",[4394],1,3,""
56,"absolution_blast",[5533],1,0,""
57,"absolution_blast",[5535],1,1,""
58,"absolution_blast_convert",[5572],3,0,""
59,"absolution_blast_convert",[5572],3,1,""
60,"absolution_blast_shockwave",[5534],3,0,14244
61,"absolution_blast_shockwave",[5536],3,1,14244
62,"absolution_blast_lite",[5673],1,0,""
63,"absolution_blast_lite",[5535],1,1,""
64,"soulfeast_primary_explode",[5519],1,0,""
65,"soulfeast_wall_explode",[5618],1,0,""
66,"soulfeast_primary_explode",[6380],1,1,""
67,"soulfeast_wall_explode",[6381],1,1,""
68,"mana_void",[5520],3,0,""
69,"mana_void_rect_1",[5521],3,0,""
70,"mana_void_rect_2",[5522],3,0,""
71,"mana_void_rect_3",[5523],3,0,""
72,"mana_void_rect_4",[5524],3,0,""
73,"mana_void_lite",[5666],3,0,""
74,"mana_void_rect_1_lite",[5667],3,0,""
75,"mana_void_rect_2_lite",[5668],3,0,""
76,"mana_void_rect_3_lite",[5669],3,0,""
77,"mana_void_rect_4_lite",[5670],3,0,""
78,"mana_void_unleash",[5671],3,0,""
79,"storm_rain_arrow",[5515],1,0,""
80,"storm_rain_impact",[5512],1,0,""
81,"storm_rain_muzzle_flash",[5531],1,0,""
82,"igniting_flask_flask",[5585],1,0,""
83,"igniting_flask_explode_base",[5568],1,0,""
84,"igniting_flask_explode_base_wall",[5583],1,0,""
85,"igniting_flask_explode_fire",[5569],1,0,14318
86,"igniting_flask_explode_cold",[5570],1,0,14338
87,"igniting_flask_explode_cold_wall",[5584],1,0,14338
88,"igniting_flask_explode_lightning",[5571],1,0,14336
89,"igniting_flask_explode_base_lite",[5638],1,0,""
90,"igniting_flask_explode_base_wall_lite",[5642],1,0,""
91,"igniting_flask_explode_fire_lite",[5639],1,0,14318
92,"igniting_flask_explode_cold_lite",[5640],1,0,14338
93,"igniting_flask_explode_cold_wall_lite",[5643],1,0,14338
94,"igniting_flask_explode_lightning_lite",[5641],1,0,14336
95,"infernal_blow_explode_big",[2137],3,0,""
96,"infernal_blow_explode_small",[2138],3,0,""
97,"infernal_blow_explode_big",[5551],3,1,""
98,"infernal_blow_explode_small",[5552],3,1,""
99,"smoke_mine_poof",[246],3,0,""
100,"smoke_mine_poof",[5554],3,1,""
101,"chain_strike_beam",[2980],3,0,""
102,"chain_strike_area",[2981],1,0,""
103,"chain_strike_area",[5556],1,1,""
104,"chain_strike_kickup",[2983],1,0,""
105,"chain_strike_kickup",[5558],1,1,""
106,"chain_strike_cone",[2982],1,0,""
107,"chain_strike_cone",[5557],1,1,""
108,"chain_strike_circle_area",[3291],1,0,""
109,"chain_strike_circle_area",[5559],1,1,""
110,"arcane_cloak_block",[3075],1,0,""
111,"arcane_cloak_block",[3075],1,1,""
112,"orb_of_storms_cloud",[665],1,0,""
113,"orb_of_storms_cloud",[1604],1,1,""
114,"orb_of_storms_cloud",[5563],1,2,""
115,"orb_of_storms_charged_cloud",[679],1,0,""
116,"orb_of_storms_charged_cloud",[1605],1,1,""
117,"orb_of_storms_charged_cloud",[5561],1,2,""
118,"orb_of_storms_range_indicator",[719],1,0,""
119,"orb_of_storms_range_indicator",[1607],1,1,""
120,"orb_of_storms_range_indicator",[5564],1,2,""
121,"dual_strike_impact_main",[3426],1,0,""
122,"dual_strike_impact_main",[5574],1,2,""
123,"dual_strike_impact_secondary",[3464],1,0,""
124,"dual_strike_impact_secondary",[5575],1,2,""
125,"dual_strike_audio",[156],1,0,""
126,"dual_strike_audio",[5573],1,2,""
127,"dual_strike_surge",[5576],1,2,""
128,"weapon_trap_spinner",[5579],1,0,""
129,"weapon_trap_start",[5580],1,0,""
130,"weapon_trap_end",[5581],1,0,""
131,"weapon_trap_trap",[5626],1,0,""
132,"shield_waves",[5578],1,0,""
133,"shield_waves_swipe",[5582],1,0,""
134,"void_burst",[5480],1,0,""
135,"void_burst_corpse_explosion",[5680],3,0,""
136,"void_burst_buildup",[5601],1,0,""
137,"bladefall",[654],1,0,""
138,"bladefall",[832],1,1,""
139,"bladefall",[1470],1,2,""
140,"bladefall",[655],1,5,""
141,"bladefall",[3945],1,6,""
142,"bladefall",[5605],1,7,""
143,"bladefall_ground_blade",[3904],3,0,11765
144,"bladefall_ground_blade",[3897],3,1,11765
145,"bladefall_ground_blade",[3896],3,2,11765
146,"bladefall_ground_blade","[3898,3899,3900,3901]",3,5,11765
147,"bladefall_ground_blade",[3947],3,6,11765
148,"bladefall_ground_blade",[5606],3,7,11765
149,"bladefall_lite",[3937],1,0,""
150,"bladefall_lite",[3941],1,1,""
151,"bladefall_lite",[3940],1,2,""
152,"bladefall_lite",[2988],1,3,""
153,"bladefall_lite",[2989],1,4,""
154,"bladefall_lite",[3938],1,5,""
155,"bladefall_lite",[3946],1,6,""
156,"bladefall_lite",[5607],1,7,""
157,"blade_blast",[3755],3,0,""
158,"blade_blast",[3932],3,1,""
159,"blade_blast",[3942],3,2,""
160,"blade_blast",[5608],3,3,""
161,"blade_blast_wide",[3887],3,0,""
162,"blade_blast_wide",[3933],3,1,""
163,"blade_blast_wide",[3943],3,2,""
164,"blade_blast_wide",[5609],3,3,""
165,"rage_slash",[5481],3,0,""
166,"rage_slash_spinner",[5613],1,0,""
167,"rage_slash_sweep",[5617],1,0,""
168,"shock_nova_circle",[3267],1,0,""
169,"shock_nova_circle",[980],1,1,""
170,"shock_nova_circle",[3172],1,2,""
171,"shock_nova_circle",[3429],1,3,""
172,"shock_nova_circle",[5614],1,4,""
173,"shock_nova_circle",[5630],1,5,""
174,"shock_nova_donut",[3268],1,0,""
175,"shock_nova_donut",[979],1,1,""
176,"shock_nova_donut",[5602],1,2,""
177,"shock_nova_donut",[3430],1,3,""
178,"shock_nova_donut",[5615],1,4,""
179,"shock_nova_donut",[5631],1,5,""
180,"boneshatter_shockwave",[5603],3,0,""
181,"cold_snap_impact",[2129],1,0,""
182,"cold_snap_impact",[166],1,1,""
183,"cold_snap_impact",[2220],1,2,""
184,"cold_snap_impact",[2220],1,3,""
185,"cold_snap_impact",[5632],1,4,""
186,"cold_snap_secondary_impact",[165],1,1,""
187,"cold_snap_ground_effect",[2130],1,0,""
188,"cold_snap_ground_effect",[2130],1,1,""
189,"cold_snap_ground_effect",[2221],1,2,""
190,"cold_snap_ground_effect",[2375],1,3,""
191,"cold_snap_ground_effect",[5633],1,4,""
192,"vaal_cold_snap_ground_effect",[2173],1,0,""
193,"vaal_cold_snap_ground_effect",[2173],1,1,""
194,"vaal_cold_snap_ground_effect",[2222],1,2,""
195,"vaal_cold_snap_ground_effect",[2222],1,3,""
196,"vaal_cold_snap_ground_effect",[5635],1,4,""
197,"blood_rage",[11],1,0,""
198,"blood_rage",[5636],1,1,""
199,"ambush_end",[5629],3,0,""
200,"lightning_strike_slash",[94],1,0,""
201,"lightning_strike_slash",[94],1,1,""
202,"lightning_strike_slash",[5648],1,2,""
203,"lightning_strike_slash",[6243],1,3,""
204,"lightning_strike_projectile_ground","[92,93]",1,0,""
205,"lightning_strike_projectile_ground",[168],1,1,""
206,"lightning_strike_projectile_ground",[168],1,2,""
207,"lightning_strike_projectile_ground",[168],1,3,""
208,"lightning_strike_vaal_orb",[2014],1,0,""
209,"lightning_strike_vaal_orb",[2014],1,1,""
210,"lightning_strike_vaal_orb",[5649],1,2,""
211,"lightning_strike_vaal_orb",[6244],1,3,""
212,"lightning_strike_slash_lite",[95],1,0,""
213,"lightning_strike_slash_lite",[95],1,1,""
214,"lightning_strike_slash_lite",[5648],1,2,""
215,"lightning_strike_slash_lite",[6243],1,3,""
216,"vortex_explode",[936],1,0,""
217,"vortex_explode",[935],1,1,""
218,"vortex_explode",[5650],1,5,""
219,"burning_arrow_attached_arrow",[3546],1,0,""
220,"burning_arrow_vaal_explode",[68],1,0,""
221,"burning_arrow_attached_arrow",[5659],1,1,""
222,"burning_arrow_vaal_explode",[5660],1,1,""
223,"dash_start",[3244],1,1,""
224,"dash_start",[5705],1,5,""
225,"dash_start",[6248],1,6,""
226,"dash_player_start",[6249],1,6,""
227,"dash_player_end",[6250],1,6,""
228,"dash_audio_start",[3032],1,0,""
229,"dash_audio_end",[3034],1,0,""
230,"dash_audio_afterimage",[3033],1,0,""
231,"dash_audio_start",[3032],1,1,""
232,"dash_audio_end",[3034],1,1,""
233,"dash_audio_afterimage",[3033],1,1,""
234,"dash_audio_start",[3032],1,2,""
235,"dash_audio_end",[3034],1,2,""
236,"dash_audio_afterimage",[3033],1,2,""
237,"dash_audio_start",[3032],1,3,""
238,"dash_audio_end",[3034],1,3,""
239,"dash_audio_afterimage",[3033],1,3,""
240,"dash_audio_start",[3032],1,4,""
241,"dash_audio_end",[3034],1,4,""
242,"dash_audio_afterimage",[3033],1,4,""
243,"dash_audio_start",[5737],1,5,""
244,"dash_audio_end",[5739],1,5,""
245,"dash_audio_afterimage",[5738],1,5,""
246,"dash_audio_start",[3032],1,6,""
247,"dash_audio_end",[3034],1,6,""
248,"cyclone_spin",[2936],1,0,""
249,"cyclone_spin",[175],1,1,""
250,"cyclone_spin",[177],1,2,""
251,"cyclone_spin",[180],1,3,""
252,"cyclone_spin",[3296],1,4,""
253,"cyclone_spin",[3355],1,5,""
254,"cyclone_spin",[1529],1,8,""
255,"cyclone_spin",[2429],1,9,""
256,"cyclone_spin",[3986],1,10,""
257,"cyclone_spin",[4966],1,11,""
258,"cyclone_spin",[5238],1,12,""
259,"cyclone_spin",[5239],1,13,""
260,"cyclone_spin",[5662],1,15,""
261,"cyclone_spin",[5725],1,16,""
262,"cyclone_spin",[5750],1,17,""
263,"cyclone_spin",[6170],1,18,""
264,"cyclone_spin_scaled",[2934],1,0,""
265,"cyclone_spin_scaled",[3115],1,1,""
266,"cyclone_spin_scaled",[3116],1,2,""
267,"cyclone_spin_scaled",[3117],1,3,""
268,"cyclone_spin_scaled",[3297],1,4,""
269,"cyclone_spin_scaled",[3356],1,5,""
270,"cyclone_spin_scaled",[3114],1,8,""
271,"cyclone_spin_scaled",[3118],1,9,""
272,"cyclone_spin_scaled",[3987],1,10,""
