"rownum","Id","i32","IsSummoned","Armour","Evasion","EnergyShieldFromLife","DamageSpread","MonsterResistancesKey","IsLargeAbyssMonster","IsSmallAbyssMonster","bool"
0,"BloodMonkey",100,"",0,15,0,20,1,"","",""
1,"BloodMonkey2",100,"",0,15,0,20,1,"","",""
2,"BloodMonkeySideArea",100,"",0,15,0,20,37,"","",""
3,"BloodMonkeyBossInvasion",100,"",0,15,0,20,37,"","",""
4,"BloodMonkeyBossEndlessLedge",100,"",0,15,0,20,25,"","",""
5,"BloodMonkeyMapBoss",100,"",0,15,0,20,34,"","",""
6,"BloodMonkeyBossDescent",100,"",0,15,0,20,0,"","",""
7,"BloodMonkeyEnrage",100,"",0,15,0,20,1,"","",""
8,"BloodMonkeyTalisman",100,"",0,15,0,20,1,"","",""
9,"BloodMonkeyTalismanSummoned",100,"",0,15,0,20,37,"","",""
10,"BloodMonkeyParasite",100,"",0,15,0,20,1,"","",""
11,"BloodMonkeyUltimatum",100,"",0,15,0,20,1,1,"",""
12,"Flamebearer",100,"",0,0,0,20,1,"","",1
13,"FlamebearerPurple",100,"",0,0,0,20,14,"","",1
14,"FlamebearerChampion",100,"",0,0,0,20,14,"","",1
15,"Flamebearer2",100,"",0,0,0,20,1,"","",1
16,"FlamebearerBossStrIntMission",100,"",0,0,0,20,25,"","",1
17,"FlamebearerBoss",100,"",0,0,0,20,25,"","",""
18,"FlamebearerBossInvasion",100,"",0,0,0,20,37,"","",1
19,"FlamebearerBossDocks",100,"",0,0,0,20,25,"","",1
20,"FlamebearerMapBoss",100,"",0,0,0,20,34,"","",1
21,"FlamebearerBossEndlessLedge",100,"",0,0,0,20,25,"","",1
22,"FlamebearerStationaryDefensive",100,"",0,0,0,0,1,"","",1
23,"Spawn",100,"",0,10,0,20,2,"","",1
24,"SpawnBossInvasion",100,"",0,10,0,20,37,"","",""
25,"SpawnTiny",100,"",0,10,0,20,2,"","",1
26,"ProphecySpawn",100,"",0,10,0,20,2,"","",1
27,"TestSpawn",500,"",0,0,0,0,0,"","",1
28,"MerveilSpawn",100,"",0,10,0,20,2,"","",1
29,"AnimTest",100,"",0,0,0,0,0,"","",""
30,"SandSpitterBossDeep",100,"",0,0,0,20,27,"","",1
31,"SandSpitterBossInvasion",100,"",0,0,0,20,37,"","",1
32,"SandSpitterFromCrabBossInvasion",100,"",0,0,0,20,37,"","",1
33,"SandSpitterBossLedge",100,"",0,0,0,20,27,"","",1
34,"SandSpitterEmerge",100,"",0,0,0,20,3,"","",1
35,"SandSpitterEmergeCoast",100,"",0,0,0,20,3,"","",1
36,"SandSpitterEmergeSideArea",100,"",0,0,0,20,37,"","",1
37,"SandSpitter",100,"",0,0,0,20,3,"","",1
38,"SandSpitterTwilightStrand",100,"",0,0,0,20,3,"","",1
39,"SandSpitterCavern",100,"",0,0,0,20,3,"","",1
40,"SandSpitter1bResist",100,"",0,0,0,20,11,"","",1
41,"SandSpitterUntaintedBoss",100,"",0,0,0,20,34,"","",1
42,"SandSpitterMaps",100,"",0,0,0,20,3,"","",1
43,"SandSpitterBossSideArea",100,"",0,0,0,20,37,"","",1
44,"SandSpitterBossSideAreaLowbie",100,"",0,0,0,20,37,"","",1
45,"SandSpitterProphecyBossSummoned",100,"",0,0,0,20,3,"","",1
46,"SandSpitterProphecyBossSummonedMap",100,"",0,0,0,20,3,"","",1
47,"SandSpitterRoyale",100,"",0,0,0,20,3,"","",1
48,"Scavenger",100,"",0,15,0,20,0,"","",""
49,"ScavengerFireFury",100,"",0,15,0,20,0,"","",""
50,"ScavengerFireFuryMapBoss",100,"",0,15,0,20,34,"","",""
51,"ScavengerBoss",100,"",0,15,0,20,0,"","",""
52,"Spider",100,"",0,0,0,20,3,"","",1
53,"SpiderFast",100,"",0,0,0,20,3,"","",1
54,"WeaverSpider",100,"",0,0,0,20,3,"","",1
55,"VaalSpider",100,"",0,0,0,20,3,"","",1
56,"SpiderWildSmall",100,"",0,0,0,20,3,"","",1
57,"SpiderWildMedium",100,"",0,0,0,20,3,"","",""
58,"SpiderWildLarge",100,"",0,0,0,20,3,"","",""
59,"SpiderChampion",100,"",0,0,0,20,20,"","",1
60,"SpiderShaped",100,"",0,0,0,20,8,"","",1
61,"EssenceSpiderSmall",100,"",0,0,0,20,3,"","",1
62,"SpiderLabyrinthSmall",100,"",0,0,0,20,3,"","",1
63,"SpiderSmallSinsMinion",100,"",0,0,0,20,3,"","",1
64,"IntMissionSpider",100,"",0,0,0,20,23,"","",1
65,"MapSpider",100,"",0,0,0,20,34,"","",1
66,"SpiderLowRewards",100,"",0,0,0,20,3,"","",""
67,"TinySpider",100,"",0,0,0,20,3,"","",1
68,"TinySpiderMinionFromUnique",340,1,0,0,0,20,41,"","",""
69,"BarrelOfSpidersSmall",100,"",0,0,0,20,3,"","",1
70,"BarrelOfSpidersMedium",100,"",0,0,0,20,3,"","",1
71,"BarrelOfSpidersLarge",100,"",0,0,0,20,3,"","",1
72,"BarrelOfSpidersBoss",100,"",0,0,0,20,33,"","",1
73,"WeaverTinySpider",100,"",0,0,0,20,3,"","",1
74,"TalismanSpider",100,"",0,0,0,20,3,"","",""
75,"TalismanSpiderMinion",100,"",0,0,0,20,3,"","",""
76,"SpiderPlague",100,"",0,0,0,20,12,"","",""
77,"SpiderPlagueCrawler",100,"",0,0,0,20,47,"","",""
78,"SpiderPlagueMinion",100,"",0,0,0,20,0,"","",""
79,"SpiderPlagueChampion",100,"",0,0,0,20,12,"","",""
80,"SpiderPlagueBaby",100,"",0,0,0,20,47,"","",""
81,"SpiderPlated",100,"",0,0,0,20,14,"","",""
82,"SpiderPlatedChampion",100,"",0,0,0,20,14,"","",""
83,"SpiderPlatedUnholyEmerge",100,"",0,0,0,20,0,"","",""
84,"Zombie",100,"",50,0,0,30,2,"","",1
85,"ZombieTutorial",100,"",50,0,0,30,2,"","",""
86,"ZombieTolman",100,"",50,0,0,30,2,"","",""
87,"ZombieTolmanFast",100,"",50,0,0,30,2,"","",""
88,"BlightZombieBossMinion",100,"",50,0,0,30,2,"","",""
89,"ZombieDoedreMinion",100,"",50,0,0,30,2,"","",""
90,"ZombieStrand",100,"",50,0,0,30,2,"","",""
91,"ZombieChampion",100,"",50,0,0,30,2,"","",""
92,"ZombieBossTolman",100,"",100,0,0,30,26,"","",""
93,"ZombieBossTolmanMap",100,"",100,0,0,30,34,"","",""
94,"ZombieBossMinion",100,"",50,0,0,30,2,"","",""
95,"ZombieBossMinionFast",100,"",50,0,0,30,2,"","",""
96,"ProphecyDoedreMinionBasic",100,"",50,0,0,30,2,"","",""
97,"ProphecyDoedreMinionSupport",100,"",50,0,0,30,2,"","",""
98,"ProphecyDoedreMinionChampion",100,"",50,0,0,30,2,"","",""
99,"BlackguardZombieBossMinion",100,"",50,0,0,30,2,"","",1
100,"ZombieRoyale",100,"",50,0,0,30,2,"","",""
101,"RaisedZombie",340,1,70,0,0,40,40,"","",""
102,"IntMissionRaisedZombie",100,"",70,0,0,20,23,"","",""
103,"ArenaChampionZombie",100,"",50,0,0,30,2,"","",""
104,"ProphecyZombieBoss",100,"",50,0,0,30,2,"","",""
105,"SkeletonMelee",100,"",15,0,0,30,3,"","",1
106,"SkeletonMeleeDelve",100,"",15,0,0,30,3,"","",""
107,"SkeletonMeleePitchfork",100,"",15,0,0,30,3,"","",""
108,"SkeletonMeleeRomanSpear",100,"",15,0,0,30,3,"","",""
109,"SkeletonBanditMelee",100,"",15,0,0,30,3,"","",""
110,"SkeletonBanditMeleeDelve",100,"",15,0,0,30,3,"","",""
111,"SkeletonMeleeArmoured",100,"",100,0,0,30,3,"","",""
112,"SkeletonMeleeScytheCyclone",100,"",15,0,0,10,3,"","",""
113,"SkeletonMeleeRoyale",100,"",15,0,0,30,3,"","",""
114,"ScarecrowMelee",100,"",15,0,0,30,3,"","",1
115,"ScarecrowMeleeReach",100,"",15,0,0,30,3,"","",1
116,"ScarecrowMeleeChampionType",100,"",15,0,0,30,3,"","",""
117,"ScarecrowMeleeBoss",100,"",15,0,0,30,27,"","",""
118,"ConstructMeleeArmoured",100,"",100,0,0,30,8,"","",1
119,"ConstructMeleeArmouredProphecy",100,"",100,0,0,30,8,"","",""
120,"ConstructMeleeBossInvasion",100,"",100,0,0,20,37,"","",""
121,"ConstructMeleeArmouredAtziri",100,"",100,0,0,30,23,"","",1
122,"ConstructMeleeArmouredDelve",100,"",100,0,0,30,8,"","",1
123,"ConstructMeleeArmouredBossSideArea",100,"",100,0,0,20,37,"","",""
124,"ConstructRangedArmouredBossSideArea",100,"",60,20,0,20,37,"","",""
125,"ConstructBowArmoured",100,"",60,20,0,20,23,"","",""
126,"SkeletonMeleeColdResist",100,"",15,0,0,30,2,"","",""
127,"SkeletonMeleeLightResist",100,"",15,0,0,30,3,"","",""
128,"SkeletonMeleeSawbones",100,"",15,0,0,30,3,"","",""
129,"SkeletonAbyss",100,"",15,0,0,30,3,"",1,""
130,"SkeletonAbyssDelve",100,"",15,0,0,30,3,"",1,""
131,"SkeletonAbyssLance",100,"",15,0,0,30,3,"",1,""
132,"SkeletonAbyssLanceDelve",100,"",15,0,0,30,3,"",1,""
133,"ConstructMeleeArmouredSummoned",100,"",100,0,0,30,23,"","",1
134,"ConstructMeleeArmouredSummonedDoryani",100,"",100,0,0,30,47,"","",1
135,"ConstructMeleeArmouredBoss",100,"",100,0,0,20,33,"","",1
136,"SkeletonMeleeFire",100,"",30,0,50,30,1,"","",""
137,"SkeletonMeleeFireMaps",100,"",30,0,50,30,1,"","",""
138,"IntMissionSkeletonMeleeFire",100,"",30,0,50,30,23,"","",""
139,"ConstructMeleeFire",100,"",100,0,0,30,18,"","",1
140,"ConstructMeleeFireMaps",100,"",100,0,0,30,18,"","",1
141,"SkeletonMeleeFireSummoned",100,"",0,0,0,30,1,"","",""
142,"SkeletonMeleeFireTormentNecromancer",100,"",0,0,0,30,1,"","",""
143,"SkeletonMeleeCold",100,"",15,15,50,30,2,"","",""
144,"ConstructMeleeCold",100,"",100,0,0,30,19,"","",1
145,"ConstructMeleeColdMaps",100,"",100,0,0,30,19,"","",1
146,"SkeletonMeleeLightning",100,"",15,0,65,30,3,"","",""
147,"SkeletonMeleeLightning2",100,"",15,0,65,30,3,"","",""
148,"ConstructMeleeLightning",100,"",100,0,0,30,20,"","",1
149,"ConstructMeleeLightningMaps",100,"",100,0,0,30,20,"","",1
150,"SkeletonMeleeLightningDescent2",100,"",15,0,65,30,3,"","",""
151,"SkeletonMeleeFairgravesCrew",100,"",15,0,0,30,3,"","",""
152,"SkeletonMeleeFairgravesCrewFast",100,"",15,0,0,30,3,"","",""
153,"SkeletonLarge",100,"",80,0,0,20,3,"","",""
154,"SkeletonLargeBossInvasion",100,"",80,0,0,20,37,"","",""
155,"SkeletonLargeMapBoss",100,"",0,0,0,20,34,"","",""
156,"SkeletonLargeDelve",100,"",80,0,0,20,3,"","",""
157,"ConstructLarge",100,"",80,0,0,20,23,"","",1
158,"ConstructLarge2",100,"",70,0,30,20,23,"","",1
159,"ConstructLargeBossType",100,"",80,0,0,20,23,"","",1
160,"SkeletonLargeBossSideArea",100,"",80,0,0,20,37,"","",""
161,"SkeletonMeleeBossCrossroads",100,"",80,0,0,20,26,"","",1
162,"Fairgraves",100,"",15,0,0,20,3,"","",""
163,"DelveSkeletonBoss",100,"",15,15,0,20,8,"","",""
164,"FairgravesMapBoss",100,"",15,0,0,20,34,"","",""
165,"FairgravesTreasure",100,"",40,0,0,20,34,"","",""
166,"FairgravesTreasurePinata",100,"",100,0,0,20,34,"","",""
167,"SkeletonCasterFire",100,"",15,0,100,20,1,"","",""
168,"ConstructCasterFire",100,"",15,0,100,20,18,"","",""
169,"SkeletonCasterCold",100,"",0,15,100,20,2,"","",""
170,"SkeletonCasterGold",100,"",0,15,100,20,8,"","",""
171,"SkeletonCasterBlack",100,"",0,15,100,20,8,"","",""
