"rownum","Id","StatsKey","bool","StatMin","StatMax","bool"
0,"IsMagic",1946,"",1,1,""
1,"IsRare",1946,"",2,2,""
2,"IsUnique",1946,"",3,3,""
3,"IsTwinned",981,1,1,1,""
4,"IsUnidentified",1358,1,1,1,""
5,"IsCorrupted",2524,1,1,1,""
6,"Has4ExplicitMods",4495,1,4,4,""
7,"Has5ExplicitMods",4495,1,5,5,""
8,"Has8ExplicitMods",4495,1,8,8,""
9,"Has10TotalMods",6498,1,10,10,""
10,"Has3Leaguestones",5802,1,3,3,""
11,"HasZanaMod",7694,1,1,1,""
12,"HasCraftedMods",7695,1,1,1,""
13,"HasShaperInfluence",6834,"",1,1,""
14,"HasElderInfluence",6834,"",2,2,""
15,"HasShaperOrElderInfluence",6834,"",1,2,""
16,"IsWhiteTier",10018,"",1,5,""
17,"IsYellowTier",10018,"",6,10,""
18,"IsRedTier",10018,"",11,16,""
19,"IsTier16",10018,"",16,16,""
20,"HasSextantMod",5835,1,1,1,""
21,"HasNemesisSextant",4935,1,1,1,""
22,"HasGroundHasteSextant",5056,1,1,1,""
23,"HasNoReflectSextant",5082,1,1,1,""
24,"HasExtraTeamMonstersSextant",5090,1,1,1,""
25,"HasBodyguardsSextant",5119,1,1,1,""
26,"HasBarrelSextant1",5116,1,1,1,""
27,"HasBarrelSextant2",5143,1,1,1,""
28,"HasBarrelSextant3",5144,1,1,1,""
29,"HasBarrelSextant4",5145,1,1,1,""
30,"HasBarrelSextant5",5146,1,1,1,""
31,"HasBarrelSextant6",5147,1,1,1,""
32,"HasConvertOnDeathSextant",5089,1,1,1,""
33,"HasOnslaughtIfHitRecentlySextant",5039,1,1,1,""
34,"HasQualityAffectsRaritySextant",5074,1,1,1,""
35,"HasCorruptedDropsSextant",5076,1,1,1,""
36,"HasMinStrongboxRaritySextant",5142,1,1,1,""
37,"HasPossessedRustedScarabSextant",9342,1,1,1,""
38,"HasPossessedPolishedScarabSextant",9343,1,1,1,""
39,"HasPossessedGildedScarabSextant",9344,1,1,1,""
40,"HasPossessedWingedScarabSextant",9345,1,1,1,""
41,"HasPossessedUniqueDropSextant",9346,1,1,1,""
42,"HasPossessedMapDropSextant",9347,1,1,1,""
43,"HasShrineDurationSextant",5715,1,1,1,""
44,"HasCurrencyShardSextant",9351,1,1,1,""
45,"HasVaalMonstersSextant",9375,1,1,1,""
46,"HasBeyondSextant",9366,1,1,1,""
47,"HasTormentBetrayersSextant",9404,1,1,1,""
48,"HasTormentHereticsSextant",9405,1,1,1,""
49,"HasTormentGraverobbersSextant",9403,1,1,1,""
50,"HasCorruptEssenceSextant",9817,1,1,1,""
51,"HasTempests",3123,1,1,1,""
52,"HasLegionSextant",9363,1,1,1,""
53,"HasQuality",5075,1,20,20,""
54,"IsDeliriumMap",11511,1,1,1,""
55,"IsMaximumDelirium",11511,1,100,100,""
56,"AwakeningLevel8",10712,1,8,8,""
57,"ContainsElderGuardian",6554,1,1,1,""
58,"IsBlightedMap",10349,1,1,1,""
59,"IsUberBlightedMap",14780,1,1,1,""
60,"IsT10PlusHellscapeMap",15088,1,10,10,""
61,"HasIncreasedAreaOfEffect",3248,1,1,1,""
62,"HasMinusMaxResistances",1009,"",-1,-1,1
63,"HasAdditionalProjectiles",996,1,1,1,""
64,"HasAttackSpeed",992,1,1,1,""
65,"HasCastSpeed",993,1,1,1,""
66,"HasMovementSpeed",991,1,1,1,""
67,"Has4SextantMods",5835,1,4,4,""
68,"HasTangleInfluence",10604,"",1,1,""
69,"HasCleansingFireInfluence",10604,"",2,2,""
70,"HasHeightOfHubrisAffectingArea",16084,1,1,1,""
71,"Has70PercentBossAoE",3258,1,70,70,""
