"rownum","WorldAreasKey","MonsterVarietiesKeys","TerrainMetadata"
0,1079,[5159],"Metadata/Monsters/KitavaDemon/KitavaDemonSpawnerPlaguewingMapElderClone"
1,1080,[2341],""
2,1081,"[2320,2314,2317]",""
3,1082,[2285],""
4,1083,[5387],""
5,1084,"[3582,3582,4880]",""
6,1085,[5712],"Metadata/Terrain/EndGame/MapDesert/Objects/MummyEventSpawnerKiraElderClone"
7,1086,[2301],""
8,1087,[4470],""
9,1088,[4041],""
10,1089,"[4305,4311,4312,4313,4314]",""
11,1090,[4890],""
12,1091,[2402],""
13,1092,"[3891,3936]",""
14,1093,[3824],""
15,1094,[2304],""
16,1095,[3877],""
17,1096,[2329],""
18,1097,[5758],""
19,1098,"[2429,2432]",""
20,1099,"[4870,4977,4981]",""
21,1100,[2282],""
22,1101,"[2530,2578,2564]",""
23,1102,"[2371,2384]",""
24,1104,[4441],""
25,1106,[3957],""
26,1107,[252],""
27,1108,[3990],""
28,1109,"[4331,4338,4339,4340,4341]",""
29,1110,"[4020,4031]",""
30,1111,[5683],""
31,1112,[5741],""
32,1113,[1357],""
33,1114,[2406],""
34,1115,[3218],""
35,1116,[3770],""
36,1117,[2479],""
37,1118,[1353],""
38,1119,[8296],""
39,1120,[4396],""
40,1121,[2311],""
41,1122,[1152],"Metadata/Terrain/EndGame/MapMausoleum/Objects/TolmanBossSpawnerMapElderClone"
42,1123,[5347],""
43,1124,[2395],"Metadata/Monsters/Spiders/SpiderBoss/MapBossSpawnerSimplifiedElderClone"
44,1125,[4122],""
45,1126,[1927],""
46,1127,[2420],""
47,1128,[4213],""
48,1129,[2381],""
49,1130,[1013],""
50,1132,[5643],""
51,1134,"[2355,2364]",""
52,1135,[2308],""
53,1229,[5377],""
54,1137,[2291],""
55,1138,[1976],""
56,1139,[2435],""
57,1140,[2297],""
58,1141,[982],""
59,1142,[2333],""
60,1144,[3115],""
61,1146,[1466],""
62,1147,[2391],"Metadata/Monsters/Spiders/SpiderBoss/MapBossSpawnerElderClone"
63,1148,[1895],""
64,1149,[1993],""
65,1150,[1514],""
66,1151,[5321],""
67,1152,"[1386,1423,1439]",""
68,1154,[3960],""
69,1155,[2462],""
70,1156,"[1261,1288,1291]",""
71,1158,[2643],""
72,1159,[2323],""
73,1161,[2417],""
74,1163,[2336],""
75,1164,[5286],""
76,1166,"[5753,5749]",""
77,1167,"[3582,5128]",""
78,1168,[5173],""
79,1169,"[1017,1020]",""
80,1170,[75],""
81,1171,[4473],""
82,1172,[5310],""
83,1174,"[4408,4411,4414]",""
84,1175,[4115],""
85,1177,[4130],""
86,1178,[5400],""
87,1179,"[4277,4282,4283,4284,4285]",""
88,1180,[5367],""
89,1181,[2482],""
90,1182,[3847],""
91,1183,"[2526,2538,2557]",""
92,1184,[2425],""
93,1185,[1898],""
94,1186,[2279],""
95,1188,[4518],""
96,1189,"[2438,2441]",""
97,1191,[4601],""
98,1192,[2465],""
99,1193,[4138],""
100,1194,[2326],""
101,1195,"[190,4476]",""
102,1196,[4152],""
103,1197,[5795],""
104,1198,[2399],""
105,1199,[4044],""
106,1201,[5115],""
107,1202,"[5604,3582]",""
108,1203,[5763],""
109,1205,[2374],""
110,1206,"[3906,3927,3948]",""
111,1207,[1578],""
112,1208,[6973],""
113,1210,[3373],""
114,1212,"[4065,4059,4051]",""
115,1213,[4013],""
116,1214,[2458],""
117,1215,[980],""
118,1216,[1340],""
119,1217,[5656],""
120,1218,"[2445,3582]",""
121,1219,[2938],""
122,1220,"[5847,3582]",""
123,1221,"[3582,4141]",""
124,1222,[4071],""
125,1223,"[4344,4346]",""
126,1224,[4597],""
127,1225,[5621],""
128,1226,[4514],""
129,1227,[5695],""
130,1228,"[1581,1588]",""
131,1136,[4383],""
132,1230,[5110],""
133,1231,[5364],""
134,1232,[5138],""
135,1233,[5779],""
136,1234,[4866],""
137,1235,[4859],""
138,1236,[4854],""
139,1237,[4863],""
140,1238,[4944],""
141,1239,"[3197,3200,3203]",""
142,1245,[8106],""
143,1247,[8082],""
144,1248,"[8057,8060,8063]",""
145,1249,[8120],""
146,1251,[8091],"Metadata/Terrain/EndGame/MapBurn/Objects/BossEventSarcophagusElder"
147,1252,[8099],""
148,1253,[8322],""
149,1254,"[8112,8345]",""
150,1255,"[5273,5297]",""
151,1256,"[8067,8070,8073]",""
152,1257,[6224],""
