"rownum","Id","BaseItemTypesKeys1","BaseItemTypesKeys2","BaseItemTypesKeys3","BaseItemTypesKeys4","BaseItemTypesKeys5","BaseItemTypesKeys6","BaseItemTypesKeys7","BaseItemTypesKeys8","BaseItemTypesKeys9","BaseItemTypesKeys10","BaseItemTypesKeys11","BaseItemTypesKeys12","WorldAreasKey","BaseItemTypesKeys13","BaseItemTypesKeys14"
0,"Descent1","[5200,5163,5178,1,1]","[5200,5200,1,1]","[5200,5163,5178,1,1]","[5200,5200,1,1]","[5200,5163,5178,1,1]","[5200,5200,1,1]","[5200,5163,5178,1,1]","[5200,5200,1,1]","[5200,5163,5178,1,1]","[5200,5200,1,1]","[5200,5163,5178,1,1]","[5200,5200,1,1]",1306,"[5200,5163,5178,1,1]","[5200,5200,1,1]"
1,"Descent2","[5541,5676,6,4727,5711]","[5541,5676,10,11,11,4726,5711]","[5541,5676,6,4727,5711]","[5541,5676,10,11,11,4726,5711]","[5424,5540,5426,6,4727,5688]","[5424,5540,5426,10,11,11,4726,5688]","[5538,6,4727,5699,5694]","[5538,10,11,11,4726,5699,5694]","[5546,6,4727,5699,5694]","[5546,10,11,11,4726,5699,5694]","[5676,5546,5541,6,4727,5694,5711]","[5676,5546,5541,10,11,11,4726,5694,5711]",1307,"[5541,5546,5676,6,4727,5711,5694]","[5541,5546,5676,10,11,11,4726,5694,5711]"
2,"Descent3","[10,15,10,15,5164,5179,4674,4675,4676,4644,4644,4618,4455,4455,4742]","[10,15,10,15,5164,5179,4674,4675,4676,4644,4645,4646,4618,4455,4455,4742]","[10,15,10,15,5164,5179,4674,4675,4676,4644,4644,4402,4372,4593,4568]","[10,15,10,15,5164,5179,4674,4675,4676,4644,4645,4646,4402,4372,4593,4568]","[10,15,10,15,5164,5179,4674,4675,4676,4644,4644,4402,4402,4511,5218]","[10,15,10,15,5164,5179,4674,4675,4676,4644,4645,4646,4402,4402,4511,5218]","[10,15,10,15,5164,5179,4674,4675,4676,4644,4644,4313,4313,4289,4289]","[10,15,10,15,5164,5179,4674,4675,4676,4644,4645,4646,4313,4313,4289,4289]","[10,15,10,15,5164,5179,4674,4675,4676,4644,4644,4289,4289,4483,4483]","[10,15,10,15,5164,5179,4674,4675,4676,4644,4645,4646,4289,4289,4483,4483]","[10,15,10,15,5164,5179,4674,4675,4676,4644,4644,4483,4483,4540]","[10,15,10,15,5164,5179,4674,4675,4676,4644,4645,4646,4483,4483,4540]",1308,"[10,15,10,15,5164,5179,4674,4675,4676,4644,4644,4483,4483,4593,4372,4372]","[10,15,10,15,5164,5179,4674,4675,4676,4644,4645,4646,4483,4483,4593,4372,4372]"
3,"Descent4","[4673,10,14,1,1,1,5564,5429]","[6,6,5564,5429]","[4673,10,14,1,1,1,5564,5429]","[6,6,5564,5429]","[4673,10,14,1,1,1,5432,5435,5429]","[6,6,5435,5432,5429]","[4673,10,14,1,1,1,5432,5438,5435,5573,5703]","[6,6,5432,5435,5438,5573,5703]","[4673,10,14,1,1,1,5438,5432,5435,5703]","[6,6,5435,5438,5432,5703]","[4673,10,14,1,1,1,5438,5429,5564]","[6,6,5429,5438,5564]",1309,"[4673,10,14,1,1,1,5435,5438,5429]","[6,6,5429,5438,5435]"
4,"Descent5","[5402,0,0,0,0,6,2]","[5402,0,0,0,0,10,11,11,11,11,15,15]","[5402,0,0,0,0,6,2,5416]","[5402,0,0,0,0,10,11,11,11,11,15,15,5416]","[5660,5416,0,0,0,0,6,2]","[5660,5416,0,0,0,0,10,11,11,11,11,15,15]","[5486,0,0,0,0,6,2,5674,5525]","[5674,0,0,0,0,10,11,11,11,11,15,15,5486,5525]","[5486,5674,0,0,0,0,6,2,5525]","[5486,5674,0,0,0,0,10,11,11,11,11,15,15,5525]","[5674,0,0,0,0,6,2,5486,5670,5402]","[5402,5670,0,0,0,0,10,11,11,11,11,15,15,5674,5486]",1310,"[5674,0,0,0,0,6,2,5402,5486]","[5402,0,0,0,0,10,11,11,11,11,15,15,5486,5674]"
5,"Descent6","[4649,5405,5165,5180,6,6,5708]","[4649,5165,5180,5405,11,11,11,11,15,15,5708]","[4649,5405,5165,5180,5570,6,6,5708]","[4649,5570,5165,5180,5405,11,11,11,11,15,15,5708]","[4649,5494,5570,5165,5180,5511,6,6]","[4649,5570,5511,5165,5180,5494,11,11,11,11,15,15]","[4649,5575,5165,5180,5593,5601,6,6,5702,5690]","[4649,5165,5180,5593,5601,5575,11,11,11,11,15,15,5702,5690]","[4649,5512,5165,5180,5601,5505,5401,6,6,5702,5690]","[4649,5401,5165,5180,5505,5601,5512,11,11,11,11,15,15,5702,5690]","[4649,5505,5165,5180,5401,5405,5566,6,6,5708]","[4649,5165,5180,5405,5401,5505,5566,11,11,11,11,15,15,5708]",1311,"[4649,5165,5180,5505,5405,6,6,5708]","[4649,5165,5180,5505,5405,11,11,11,11,15,15,5708]"
6,"Descent7","[0,0,0,0,21,21,21,21,21,20,20,19,19,2,6,4457,4457,4743,4619]","[0,0,0,0,21,21,20,20,20,20,20,19,19,2,6,4457,4457,4743,4619]","[0,0,0,0,21,21,21,21,21,20,20,19,19,2,6,4569,4594,4404,4373]","[0,0,0,0,21,21,20,20,20,20,20,19,19,2,6,4569,4594,4404,4373]","[0,0,0,0,21,21,21,21,21,20,20,19,19,2,6,4513,4404,4404,5218]","[0,0,0,0,21,21,20,20,20,20,20,19,19,2,6,6,4513,4404,4404,5218]","[0,0,0,0,21,21,21,21,21,20,20,19,19,2,6,4290,4290,4315,4315]","[0,0,0,0,21,21,20,20,20,20,20,19,19,2,6,4290,4290,4315,4315]","[0,0,0,0,21,21,21,21,21,20,20,19,19,2,6,4290,4290,4485,4485]","[0,0,0,0,21,21,20,20,20,20,20,19,19,2,6,4290,4290,4485,4485]","[0,0,0,0,21,21,21,21,21,20,20,19,19,2,6,4485,4485,4541]","[0,0,0,0,21,21,20,20,20,20,20,19,19,2,6,4485,4485,4541]",1312,"[0,0,0,0,21,21,21,21,21,20,20,19,19,2,6,4485,4485,4373,4373,4594]","[0,0,0,0,21,21,20,20,20,20,20,19,19,2,6,4485,4485,4373,4373,4594]"
7,"Descent8","[5649,5410,5545,4648,4650,4680,4681,4679,2,6,11]","[5649,5410,5545,4648,4650,4680,4681,4679,12,12,10,10,10,11]","[5649,5410,5545,4648,4650,4680,4681,4679,2,6,11]","[5649,5410,5545,4648,4650,12,12,10,10,10,11,4680,4681,4679]","[5649,5650,5417,5545,4648,4650,4680,4681,4679,2,6,11]","[5649,5650,5417,5545,4648,4650,12,12,10,10,10,11,4680,4681,4679]","[5651,5650,5545,4648,4650,4680,4681,4679,2,6,11]","[5651,5650,5545,4648,4650,12,12,10,10,10,11,4680,4681,4679]","[5651,5650,4648,4650,4680,4681,4679,2,6,11]","[5651,5650,4648,4650,12,12,10,10,10,11,4680,4681,4679]","[5649,5651,5410,4648,4650,4680,4681,4679,2,6,11]","[5649,5651,5410,4648,4650,12,12,10,10,10,11,4680,4681,4679]",1313,"[5650,5651,5649,4648,4650,4680,4681,4679,2,6,11]","[5650,5651,5649,4648,4650,12,12,10,10,10,11,4680,4681,4679]"
8,"Descent9","[4,4,4,6,6,4728,4919,5095,4841,5024,5472,5166,5181,5430,5502,4]","[4726,0,0,0,6,6,4620,4458,4744,5430,5502,5166,5181,5472,4458,0]","[4,4,4,6,6,4728,4971,5131,4872,5061,5472,5166,5181,5430,5502,4]","[4726,0,0,0,6,6,4595,4405,5502,5430,5166,5181,5472,4570,4375,0]","[4,4,4,6,6,4728,4937,5107,4852,5037,5599,5166,5181,5430,5502,5472,4]","[4726,0,0,0,6,6,4514,5218,5502,5430,5166,5181,4405,4405,5599,5472,0]","[4,4,4,6,6,4728,5005,5147,4899,5077,5495,5166,5181,5475,5682,4]","[4726,0,0,0,6,6,4727,4316,4316,5475,5682,5166,5181,5495,4291,4291,0]","[4,4,4,6,6,4728,4954,5119,4862,5049,5475,5166,5181,5495,4]","[4726,0,0,0,6,6,4727,5495,5166,5181,5475,4291,4291,4486,4486,0]","[4,4,4,6,6,4728,4988,5139,4885,5069,5475,5472,5166,5181,5430,5495,5502,4]","[4726,0,0,0,6,6,4727,4486,4486,5495,5502,5166,5181,5430,5472,5475,4542,0]",1314,"[4,4,4,6,6,4728,4971,5131,4872,5061,5475,5472,5166,5181,5495,5430,5502,4]","[4726,0,0,0,6,6,4595,5495,5430,5166,5181,5475,5502,5472,4486,4486,4375,4375,0]"
9,"Descent10","[21,21,20,20,19,19,21,21,20,20,19,19]","[21,21,20,20,19,19,10,11,11,14]","[21,21,20,20,19,19,21,21,20,20,19,19]","[21,21,20,20,19,19,10,11,11,14]","[21,21,20,20,19,19,21,21,20,20,19,19]","[21,21,20,20,19,19,10,11,11,14]","[21,21,20,20,19,19,21,21,20,20,19,19]","[21,21,20,20,19,19,10,11,11,14]","[21,21,20,20,19,19,21,21,20,20,19,19]","[21,21,20,20,19,19,10,11,11,14]","[21,21,20,20,19,19,21,21,20,20,19,19]","[21,21,20,20,19,19,10,11,11,14]",1315,"[21,21,20,20,19,19,21,21,20,20,19,19]","[21,21,20,20,19,19,10,11,11,14]"
