"rownum","Id","WorldAreasKey","MonsterVarietiesKeys","[i32]"
0,"ProxyKey1",3,"[1212,1213,1214]","[78,0,122,0,160]"
1,"ProxyKey2",4,[1044],"[362,0,406]"
2,"ProxyKey3",13,[472],"[528,0,562]"
3,"ProxyKey16",30,[935],"[712,0]"
4,"ProxyKey17",33,[1056],[846]
5,"ProxyKey11",44,"[1493,1494]","[944,0]"
6,"ProxyKey13",46,[1882],[1066]
7,"ProxyKey229",126,"[1899,1977,2024,1522,1596,3027]",[1234]
8,"ProxyKey8",472,"[4669,4668,4671]",[1356]
9,"ProxyKey15",473,"[4669,4668,4671]",[1472]
10,"ProxyKey18",474,"[4669,4668,4671]",[1588]
11,"ProxyKey19",475,"[4669,4668,4671]",[1704]
12,"ProxyKey21",476,"[4669,4668,4671]",[1820]
13,"ProxyKey22",477,"[4669,4668,4671]",[1936]
14,"ProxyKey31",478,"[4669,4668,4671]",[2052]
15,"ProxyKey32",479,"[4669,4668,4671]",[2168]
16,"ProxyKey33",480,"[4669,4668,4671]",[2284]
17,"ProxyKey34",481,"[4669,4668,4671]",[2400]
18,"ProxyKey36",482,"[4669,4668,4671]",[2516]
19,"ProxyKey37",472,[4688],[2600]
20,"ProxyKey43",473,[4688],[2684]
21,"ProxyKey44",474,[4688],[2768]
22,"ProxyKey7",475,[4688],[2850]
23,"ProxyKey12",476,[4688],[2934]
24,"ProxyKey20",477,[4688],[3018]
25,"ProxyKey23",478,[4688],[3102]
26,"ProxyKey26",479,[4688],[3186]
27,"ProxyKey29",480,[4688],[3270]
28,"ProxyKey35",481,[4688],[3354]
29,"ProxyKey39",482,[4688],[3438]
30,"ProxyKey51",545,"[4669,4668,4671]",[3554]
31,"ProxyKey52",546,"[4669,4668,4671]",[3670]
32,"ProxyKey53",547,"[4669,4668,4671]",[3786]
33,"ProxyKey54",548,"[4669,4668,4671]",[3902]
34,"ProxyKey55",549,"[4669,4668,4671]",[4018]
35,"ProxyKey56",550,"[4669,4668,4671]",[4134]
36,"ProxyKey57",551,"[4669,4668,4671]",[4250]
37,"ProxyKey58",552,"[4669,4668,4671]",[4366]
38,"ProxyKey59",553,"[4669,4668,4671]",[4482]
39,"ProxyKey60",554,"[4669,4668,4671]",[4598]
40,"ProxyKey61",555,"[4669,4668,4671]",[4714]
41,"ProxyKey65",545,[4688],[4798]
42,"ProxyKey68",546,[4688],[4882]
43,"ProxyKey70",547,[4688],[4966]
44,"ProxyKey71",548,[4688],[5050]
45,"ProxyKey72",549,[4688],[5134]
46,"ProxyKey73",550,[4688],[5218]
47,"ProxyKey74",551,[4688],[5302]
48,"ProxyKey75",552,[4688],[5386]
49,"ProxyKey76",553,[4688],[5470]
50,"ProxyKey77",554,[4688],[5554]
51,"ProxyKey78",555,[4688],[5638]
52,"ProxyKey79",617,"[4669,4668,4671]",[5754]
53,"ProxyKey80",618,"[4669,4668,4671]",[5870]
54,"ProxyKey81",619,"[4669,4668,4671]",[5986]
55,"ProxyKey82",620,"[4669,4668,4671]",[6102]
56,"ProxyKey83",621,"[4669,4668,4671]",[6218]
57,"ProxyKey84",622,"[4669,4668,4671]",[6334]
58,"ProxyKey45",623,"[4669,4668,4671]",[6450]
59,"ProxyKey46",624,"[4669,4668,4671]",[6566]
60,"ProxyKey47",625,"[4669,4668,4671]",[6682]
61,"ProxyKey48",626,"[4669,4668,4671]",[6798]
62,"ProxyKey49",627,"[4669,4668,4671]",[6914]
63,"ProxyKey50",617,[4688],[6998]
64,"ProxyKey85",618,[4688],[7082]
65,"ProxyKey86",619,[4688],[7166]
66,"ProxyKey87",620,[4688],[7250]
67,"ProxyKey88",621,[4688],[7334]
68,"ProxyKey89",622,[4688],[7418]
69,"ProxyKey90",623,[4688],[7502]
70,"ProxyKey91",624,[4688],[7586]
71,"ProxyKey92",625,[4688],[7670]
72,"ProxyKey93",626,[4688],[7754]
73,"ProxyKey94",627,[4688],[7838]
74,"ProxyKey95",689,"[4669,4668,4671]",[7954]
75,"ProxyKey96",690,"[4669,4668,4671]",[8070]
76,"ProxyKey97",691,"[4669,4668,4671]",[8186]
77,"ProxyKey98",692,"[4669,4668,4671]",[8302]
78,"ProxyKey99",693,"[4669,4668,4671]",[8418]
79,"ProxyKey100",694,"[4669,4668,4671]",[8536]
80,"ProxyKey101",695,"[4669,4668,4671]",[8654]
81,"ProxyKey102",696,"[4669,4668,4671]",[8772]
82,"ProxyKey103",697,"[4669,4668,4671]",[8890]
83,"ProxyKey104",698,"[4669,4668,4671]",[9008]
84,"ProxyKey105",699,"[4669,4668,4671]",[9126]
85,"ProxyKey106",689,[4688],[9212]
86,"ProxyKey107",690,[4688],[9298]
87,"ProxyKey108",691,[4688],[9384]
88,"ProxyKey109",692,[4688],[9470]
89,"ProxyKey110",693,[4688],[9556]
90,"ProxyKey111",694,[4688],[9642]
91,"ProxyKey112",695,[4688],[9728]
92,"ProxyKey113",696,[4688],[9814]
93,"ProxyKey114",697,[4688],[9900]
94,"ProxyKey115",698,[4688],[9986]
95,"ProxyKey116",699,[4688],[10072]
96,"ProxyKey40",506,"[4669,4668,4671]",[10188]
97,"ProxyKey5",507,"[4669,4668,4671]",[10302]
98,"ProxyKey6",508,"[4669,4668,4671]",[10416]
99,"ProxyKey9",509,"[4669,4668,4671]",[10530]
100,"ProxyKey10",510,"[4669,4668,4671]",[10646]
101,"ProxyKey14",511,"[4669,4668,4671]",[10762]
102,"ProxyKey117",512,"[4669,4668,4671]",[10880]
103,"ProxyKey118",513,"[4669,4668,4671]",[10998]
104,"ProxyKey119",514,"[4669,4668,4671]",[11116]
105,"ProxyKey120",515,"[4669,4668,4671]",[11234]
106,"ProxyKey121",516,"[4669,4668,4671]",[11352]
107,"ProxyKey62",506,"[4664,4665,4666,4667,4672,4673]","[11516,0]"
108,"ProxyKey63",507,"[4664,4665,4666,4667,4672,4673]","[11730,0]"
109,"ProxyKey64",508,"[4664,4665,4666,4667,4672,4673]","[11944,0]"
110,"ProxyKey66",509,"[4664,4665,4666,4667,4672,4673]","[12158,0]"
111,"ProxyKey67",510,"[4664,4665,4666,4667,4672,4673]","[12372,0]"
112,"ProxyKey69",511,"[4664,4665,4666,4667,4672,4673]","[12586,0]"
