"rownum","MonsterVarietiesKey","Spirit_ModsKeys","Touched_ModsKeys","Possessed_ModsKeys","MinZoneLevel","MaxZoneLevel","SpawnWeight","SummonedMonster_MonsterVarietiesKey","i32","ModsKeys0","ModsKeys1"
0,3616,[8507],"[8508,8684,8683,8688]","[8509,8600,8685,8687]",10,100,1000,"",126,[8726],[8727]
1,3617,[8510],"[8511,8684,8683,8688]","[8512,8598,8685,8687]",6,100,2500,"",126,[8726],[8727]
2,3618,[8513],"[8514,8684,8683,8688]","[8515,8600,8685,8687]",10,100,1000,3081,126,[8726],[8727]
3,3619,[8516],"[8517,8684,8683,8688]","[8518,8600,8685,8687]",10,100,1000,"",126,[8726],[8727]
4,3620,[8545],"[8546,8684,8683,8688]","[8547,8601,8685,8687]",30,100,500,"",126,[8726],[8727]
5,3621,[8558],"[8559,8684,8683,8688]","[8560,8600,8685,8687]",15,100,1000,"",8,[8726],[8727]
6,3622,"[8525,8526]","[8527,8684,8683,8688]","[8528,8600,8685,8687]",15,100,1000,1875,126,[8726],[8727]
7,3623,[8551],"[8552,8684,8683,8688]","[8553,8600,8685,8687]",6,100,1000,"",126,[8726],[8727]
8,3624,[8519],"[8520,8684,8683,8688]","[8521,8600,8685,8687]",20,100,1000,"",126,[8726],[8727]
9,3625,[8522],"[8523,8684,8683,8688]","[8524,8601,8685,8687]",30,100,500,280,126,[8726],[8727]
10,3626,[8529],"[8530,8684,8683,8688]","[8531,8598,8685,8687]",1,100,2500,"",126,[8726],[8727]
11,3627,[8532],"[8533,8684,8683,8688]","[8534,8598,8535,8685,8687]",1,100,2500,"",126,[8726],[8727]
12,3628,[],"[8536,8684,8683,8688]","[8537,8601,8685,8687]",60,100,1,"",126,[8726],[8727]
13,3629,[8538],"[8539,8684,8683,8688]","[8540,8601,8685,8687]",60,100,500,"",126,[8726],[8727]
14,3630,[8542],"[8543,8684,8683,8688]","[8544,8598,8685,8687]",1,100,2500,"",126,[8726],[8727]
15,3631,[8548],"[8549,8684,8683,8688]","[8550,8598,8685,8687]",6,100,2500,"",126,[8726],[8727]
16,3632,"[8554,8555]","[8556,8684,8683,8688]","[8557,8600,8685,8687]",20,100,1000,45,126,[8726],[8727]
17,3633,[8561],"[8562,8684,8683,8688]","[8563,8601,8685,8687]",40,100,500,"",10,[8726],[8727]
18,3634,[8567],"[8568,8684,8683,8688]","[8569,8600,8685,8687]",20,100,1000,"",126,[8726],[8727]
19,3635,[8570],"[8571,8684,8683,8688]","[8572,8598,8685,8687]",1,100,2500,"",126,[8726],[8727]
20,3636,[8574],"[8575,8684,8683,8688]","[8576,8600,8685,8687]",10,100,1000,"",126,[8726],[8727]
21,3637,[8577],"[8579,8684,8683,8688]","[8580,8578,8601,8685,8687]",40,100,500,"",126,[8726],[8727]
22,3640,[8581],"[8582,8684,8683,8688]","[8597,8583,8601,8685,8687]",1,100,0,"",126,[8726],[8727]
23,3638,[8584],"[8585,8684,8683,8688]","[8586,8599,8686,8687]",1,100,0,"",126,[8726],[8727]
24,3639,[8587],"[8588,8684,8683,8688]","[8589,8599,8686,8687]",1,100,0,"",126,[8726],[8727]
25,3641,[8590],"[8591,8684,8683,8688]","[8592,8598,8685,8687]",1,100,0,"",126,[8726],[8727]
26,3642,[8590],"[8591,8684,8683,8688]","[8593,8598,8685,8687]",1,100,0,"",126,[8726],[8727]
27,3643,[8590],"[8591,8684,8683,8688]","[8594,8598,8685,8687]",1,100,0,"",126,[8726],[8727]
28,3644,[8590],"[8591,8684,8683,8688]","[8595,8598,8685,8687]",1,100,0,"",126,[8726],[8727]
29,3645,[8590],"[8591,8684,8683,8688]","[8596,8598,8685,8687]",1,100,0,"",126,[8726],[8727]
30,3646,[19530],"[19531,8684,8683,8688]","[19532,8601,8685,8687]",68,100,0,3862,126,[8726],[8727]
31,3647,[19527],"[19528,8684,8683,8688]","[19529,8601,8685,8687]",68,100,0,"",126,[8726],[8727]
32,3648,[19533],"[19534,8684,8683,8688]","[19535,8601,8685,8687]",68,100,0,"",126,[8726],[8727]
33,7245,[],"[8530,8684,8683,8688]","[8531,8598,8685,8687]",1,100,0,"",126,[8726],[8727]
34,7246,[],"[8530,8684,8683,8688]","[8531,8598,8685,8687]",1,100,0,"",126,[8726],[8727]
35,7247,[],"[8530,8684,8683,8688]","[8531,8598,8685,8687]",1,100,0,"",126,[8726],[8727]
36,7248,[],"[8530,8684,8683,8688]","[8531,8598,8685,8687]",1,100,0,"",126,[8726],[8727]
37,7249,[],"[8530,8684,8683,8688]","[8531,8598,8685,8687]",1,100,0,"",126,[8726],[8727]
