"rownum","Id","Name","Description","ModsKey","ArtFile","BetrayalUpgradeSlotsKey","[i32]","ItemVisualIdentityKey0","ItemVisualIdentityKey1","GrantedEffectsKey","i32","ItemClassesKey"
0,"NoItem","None","",[],"",5,[],"","","",0,""
1,"Boots1","Korim's Journey","Increased Movement Speed",[17491],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/KorimsJourney",1,[],"","","",1,""
2,"Boots2","Azal's Alacrium","Attack Speed",[17492],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/AzalsAlacrium",1,[],"","","",1,""
3,"Boots3","Harimal's Invasion","Onslaught on Hit",[17493],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/HarimalsInvasion",1,[],"","","",1,""
4,"Boots4","Urdamel's Age","Increased Life",[17494],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/UrdamelsAge",1,[],"","","",1,""
5,"Boots5","Tau Poh's Toes","Cast Speed",[17495],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/TauPohsToes",1,[],"","","",1,""
6,"Boots6","Lorag's Firestarter","Physical Damage added as Fire. All Damage Ignites",[17496],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/LoragsFirestarter",1,[],"","","",1,""
7,"Boots7","Tekiton's Heel","Stun Chance",[17497],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/TekitonsHeel",1,[],"","","",1,""
8,"Boots8","Elgan's Crossing","Cannot be Slowed below Base Speed",[17498],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/ElgansCrossing",1,[],"","","",1,""
9,"Boots9","Bu's Green Path","Poison on Hit",[17499],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/BusGreenPath",1,[],"","","",1,""
10,"Boots10","Cantar's Tangle","Explodes Corpses into Vines",[17500],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/CantarsTangle",1,[],"","","",1,""
11,"HelmetAttachment1","Raust's Blessings","Extra Energy Shield",[17501],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/RaustsBlessings",0,[],"","","",1,""
12,"HelmetAttachment2","Gogori's Army","Bleed on Hit",[17502],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/GogorisArmy",0,[],"","","",1,""
13,"HelmetAttachment3","Urdamel's Madness","Creates Unholy Sentinels",[17503],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/UrdamelsMadness",0,[],"","","",1,""
14,"HelmetAttachment4","Silas' Spires","Increased Area of Effect",[17504],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/SilasSpires",0,[],"","","",1,""
15,"HelmetAttachment5","Lorag's Dream","Hexproof",[17505],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/LoragsDream",0,[],"","","",1,""
16,"HelmetAttachment6","Azal's Eye","Physical Damage added as Cold. All Damage Chills",[17506],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/AzalsEye",0,[],"","","",1,""
17,"HelmetAttachment7","Moknuma's Watch","Critical Strike and Accuracy",[17507],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/MoknumasWatch",0,[],"","","",1,""
18,"HelmetAttachment8","Bu's Delight","Consumes corpses for Life",[17508],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/BusDelight",0,[],"","","",1,""
19,"HelmetAttachment9","Harimal's Wall","Grants Summon Petrify Statue",[17509],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/HarimalsWall",0,[],"","","",1,""
