"rownum","string","[rid]","i32"
0,"steelskin_hit",[19],0
1,"steelskin_hit",[255],1
2,"steelskin_hit",[20],2
3,"steelskin_fadeout",[13],0
4,"steelskin_fadeout",[256],1
5,"steelskin_fadeout",[14],2
6,"divine_cry_weapon_left",[307],0
7,"divine_cry_weapon_left",[365],2
8,"divine_cry_weapon_left",[367],3
9,"divine_cry_weapon_right",[306],0
10,"divine_cry_weapon_right",[366],2
11,"divine_cry_weapon_right",[368],3
12,"chain_strike_dash",[10],0
13,"chain_strike_dash",[309],1
14,"chain_strike_hit",[11],0
15,"chain_strike_hit",[310],1
16,"arcane_cloak_block",[80],0
17,"arcane_cloak_block",[311],1
18,"arcane_cloak_fade_out",[79],0
19,"arcane_cloak_fade_out",[312],1
20,"igniting_flask_in_hand",[313],0
21,"igniting_flask_in_hand_scion_pls",[314],0
22,"weapon_trap_weapon",[318],0
23,"ambush_teleport_in",[324],0
24,"ambush_teleport_out",[325],0
25,"rage_slash_weapon",[326],0
26,"soulfeast_hand_surge",[327],0
27,"soulfeast_hand_surge",[474],1
28,"lightning_strike_proj_hit",[328],0
29,"lightning_strike_proj_hit",[328],1
30,"lightning_strike_proj_hit",[329],2
31,"lightning_strike_proj_hit",[437],3
32,"lightning_strike_vaal_blade",[330],0
33,"lightning_strike_vaal_blade",[330],1
34,"lightning_strike_vaal_blade",[342],2
35,"lightning_strike_vaal_blade",[438],3
36,"burning_arrow_stuck_fade",[71],0
37,"burning_arrow_stuck_fade",[333],1
38,"dash_afterimage",[57],0
39,"dash_char",[54],0
40,"dash_afterimage",[58],1
41,"dash_char",[55],1
42,"dash_afterimage",[59],2
43,"dash_char",[56],2
44,"dash_afterimage",[59],3
45,"dash_char",[56],3
46,"dash_afterimage",[161],4
47,"dash_char",[160],4
48,"dash_afterimage",[335],5
49,"dash_char",[334],5
50,"dash_char",[439],6
51,"dash_char_end",[440],6
52,"spectral_helix_weapon_effect",[341],0
53,"leap_slam",[344],10
54,"leap_slam",[347],12
55,"leap_slam",[345],14
56,"leap_slam",[346],16
57,"leap_slam",[343],19
58,"leap_slam",[347],21
59,"leap_slam_warp_out",[41],22
60,"leap_slam_warp_in",[42],22
61,"arc_hit",[34],8
62,"arc_hit",[147],10
63,"arc_hit",[348],12
64,"arc_lucky_begin",[35],8
65,"chronomancer_after_image",[349],0
66,"chronomancer_rewind_in_place",[369],0
67,"chronomancer_clone_rewind",[370],0
68,"attached_projectile_effect_arrow_loop",[186],1
69,"attached_projectile_effect_arrow_loop",[226],2
70,"attached_projectile_effect_arrow_loop",[296],3
71,"attached_projectile_effect_arrow_loop",[350],4
72,"attached_projectile_effect_arrow_loop",[462],5
73,"attached_projectile_effect_arrow_once",[187],1
74,"attached_projectile_effect_arrow_once",[227],2
75,"attached_projectile_effect_arrow_once",[297],3
76,"attached_projectile_effect_arrow_once",[351],4
77,"attached_projectile_effect_arrow_once",[463],5
78,"attached_projectile_effect_spell_loop",[188],1
79,"attached_projectile_effect_spell_loop",[228],2
80,"attached_projectile_effect_spell_loop",[298],3
81,"attached_projectile_effect_spell_loop",[352],4
82,"attached_projectile_effect_spell_loop",[464],5
83,"attached_projectile_effect_spell_once",[189],1
84,"attached_projectile_effect_spell_once",[229],2
85,"attached_projectile_effect_spell_once",[299],3
86,"attached_projectile_effect_spell_once",[353],4
87,"attached_projectile_effect_spell_once",[465],5
88,"attached_projectile_effect_mortar_1",[193],1
89,"attached_projectile_effect_mortar_1",[230],2
90,"attached_projectile_effect_mortar_1",[300],3
91,"attached_projectile_effect_mortar_1",[354],4
92,"attached_projectile_effect_mortar_1",[466],5
93,"attached_projectile_effect_mortar_2",[195],1
94,"attached_projectile_effect_mortar_2",[231],2
95,"attached_projectile_effect_mortar_2",[301],3
96,"attached_projectile_effect_mortar_2",[355],4
97,"attached_projectile_effect_mortar_2",[467],5
98,"attached_projectile_effect_mortar_3",[196],1
99,"attached_projectile_effect_mortar_3",[232],2
100,"attached_projectile_effect_mortar_3",[302],3
101,"attached_projectile_effect_mortar_3",[356],4
102,"attached_projectile_effect_mortar_3",[468],5
103,"attached_projectile_effect_mortar_4",[197],1
104,"attached_projectile_effect_mortar_4",[233],2
105,"attached_projectile_effect_mortar_4",[303],3
106,"attached_projectile_effect_mortar_4",[357],4
107,"attached_projectile_effect_mortar_4",[469],5
108,"poisonous_concoction_in_hand",[358],0
109,"poisonous_concoction_in_hand_scion_pls",[359],0
110,"poisonous_concoction_in_hand",[479],1
111,"poisonous_concoction_in_hand_scion_pls",[480],1
112,"shield_charge_charge",[260],0
113,"shield_charge_charge",[264],4
114,"shield_charge_charge",[360],5
115,"shield_charge_hit_flash",[23],0
116,"shield_charge_hit_flash",[33],2
117,"shield_charge_hit_flash",[23],3
118,"shield_charge_hit_flash",[267],4
119,"shield_charge_hit_flash",[361],5
120,"shield_charge_shield",[257],0
121,"shield_charge_shield",[261],2
122,"shield_charge_shield",[257],3
123,"shield_charge_shield",[257],4
124,"shield_charge_shield",[257],5
125,"shield_charge_shield_fadein",[258],0
126,"shield_charge_shield_fadein",[262],2
127,"shield_charge_shield_fadein",[258],3
128,"shield_charge_shield_fadein",[258],4
129,"shield_charge_shield_fadein",[258],5
130,"shield_charge_shield_fadeout",[259],0
131,"shield_charge_shield_fadeout",[263],2
132,"shield_charge_shield_fadeout",[259],3
133,"shield_charge_shield_fadeout",[259],4
134,"shield_charge_shield_fadeout",[259],5
135,"flame_dash_epk",[222],11
136,"virulent_arrow_epk",[371],0
137,"virulent_arrow_epk",[372],1
138,"virulent_arrow_epk",[374],2
139,"virulent_arrow_epk",[403],3
140,"tempest_shield_shield",[373],0
141,"tempest_shield_shield",[402],1
142,"tornado_shot_epk",[375],0
143,"tornado_shot_epk",[375],2
144,"tornado_shot_epk",[386],3
145,"tornado_shot_epk",[445],4
146,"soul_link",[380],0
147,"flame_link",[381],0
148,"remora_link",[382],0
149,"bulwark_link",[383],0
150,"trigger_link",[384],0
151,"critical_link",[385],0
152,"expanding_fire_cone_epk",[387],1
153,"crackling_lance_sparkle_boi_first_stage_epk",[200],0
154,"crackling_lance_sparkle_boi_first_stage_epk",[234],1
155,"crackling_lance_sparkle_boi_first_stage_epk",[390],2
156,"crackling_lance_sparkle_boi_second_stage_epk",[201],0
157,"crackling_lance_sparkle_boi_second_stage_epk",[235],1
158,"crackling_lance_sparkle_boi_second_stage_epk",[391],2
159,"crackling_lance_sparkle_boi_third_stage_epk",[202],0
160,"crackling_lance_sparkle_boi_third_stage_epk",[236],1
161,"crackling_lance_sparkle_boi_third_stage_epk",[392],2
162,"crackling_lance_sparkle_boi_fourth_stage_epk",[203],0
163,"crackling_lance_sparkle_boi_fourth_stage_epk",[237],1
164,"crackling_lance_sparkle_boi_fourth_stage_epk",[393],2
165,"crackling_lance_on_hit_epk",[185],0
166,"crackling_lance_on_hit_epk",[225],1
167,"crackling_lance_on_hit_epk",[389],2
168,"molten_shell_shell_epk",[241],4
169,"bubble_shield_hit",[449],0
170,"hydrosphere_revert_epk",[245],0
171,"hydrosphere_revert_epk",[459],1
172,"slither_wither",[37],0
173,"slither_wither",[278],1
