"rownum","BaseItemType","i32","i32"
0,4083,30,105
1,4082,160,105
2,3982,150,131
3,3966,0,0
4,4085,30,105
5,4084,160,105
6,4003,150,131
7,4012,160,105
8,3922,15,3
9,3921,95,62
10,3923,200,0
11,3920,5,0
12,4087,160,131
13,4039,30,105
14,4038,160,105
15,3977,150,131
16,4076,210,234
17,4088,180,234
18,4072,150,131
19,4042,120,131
20,4000,250,131
21,4007,0,160
22,4006,0,160
23,4063,160,105
24,4043,120,131
25,3947,175,131
26,4002,200,131
27,4030,30,105
28,4033,160,105
29,4032,60,211
30,4093,0,0
31,3916,15,62
32,3915,25,62
33,3919,1100,235
34,3917,550,338
35,3912,65,62
36,3911,45,62
37,4001,450,340
38,3918,550,340
39,3963,0,0
40,3972,180,131
41,3934,0,0
42,3933,0,0
43,3932,0,0
44,3931,0,0
45,3930,0,0
46,4011,160,105
47,3994,150,131
48,4018,0,160
49,3971,150,131
50,4013,150,0
51,4086,160,0
52,3969,180,131
53,3970,100,131
54,3981,80,62
55,4049,320,211
56,4004,150,131
57,3955,80,62
58,4078,0,0
59,4079,0,0
60,4077,0,0
61,4065,30,105
62,3992,0,0
63,4037,160,0
64,3978,0,0
65,4066,160,105
66,4067,30,105
67,4008,30,105
68,4054,0,0
69,3968,150,131
70,3975,0,0
71,3974,0,0
72,3928,0,0
73,3927,0,0
74,3926,0,0
75,3925,0,0
76,3924,0,0
77,4017,0,0
78,4092,30,105
79,4031,30,105
80,4034,160,105
81,4019,160,105
82,4015,30,105
83,4053,0,0
84,4068,160,105
85,4069,30,105
86,4016,1,160
87,4026,0,0
88,3995,160,131
89,3967,120,131
90,4029,0,0
91,4010,0,0
92,4044,120,131
93,3996,190,235
94,4057,160,0
95,4045,160,235
96,4036,160,0
97,3943,0,0
98,3983,0,0
99,3985,0,0
100,3984,0,0
101,3987,0,0
102,3986,0,0
103,3940,0,0
104,3997,0,0
105,3979,220,235
106,3909,50,62
107,3908,20,62
108,3910,0,0
109,3907,45,62
110,3906,15,62
111,3905,55,62
112,3904,25,62
113,3938,250,235
114,3956,150,131
115,3946,250,131
116,4055,0,0
117,4058,0,0
118,3959,45,131
119,3999,55,131
120,3958,55,131
121,4020,160,105
122,4014,30,105
123,4052,0,0
124,3935,150,131
125,4050,30,105
126,4048,160,105
127,4025,0,0
128,4024,0,0
129,4023,0,0
130,4022,0,0
131,4021,0,0
132,3960,0,0
133,4071,150,235
134,4060,0,0
135,4059,350,0
136,4005,0,0
137,3973,120,131
138,3942,0,0
139,4098,0,0
140,3937,0,0
141,4009,30,105
142,4080,90,131
143,4089,160,105
144,4081,0,0
145,4064,160,105
146,4028,150,131
147,3945,25,3
148,3944,120,131
149,4091,160,105
150,4090,30,105
151,4095,0,0
152,4096,0,0
153,3965,100,44
154,3980,0,0
155,4027,260,338
156,3936,150,131
157,3949,80,62
158,4062,30,105
159,3991,180,235
160,3948,120,131
161,3961,120,0
162,4047,160,105
163,4051,30,105
164,4046,160,131
165,3989,190,235
166,3941,150,131
167,3993,30,62
168,4035,160,131
169,3939,250,235
170,3903,330,235
171,3902,550,340
172,3901,85,62
173,3976,250,131
174,3964,0,0
175,4041,30,105
176,4040,160,105
177,4074,0,0
178,4073,350,0
179,672,100,0
180,423,90,0
181,2205,110,217
182,2204,125,217
183,2182,110,217
184,2181,125,217
185,1036,110,217
186,410,10,200
187,1673,125,217
188,1672,110,217
189,1989,115,200
190,721,90,62
191,1126,110,270
192,395,75,200
193,603,110,131
194,2215,125,200
195,1527,95,131
196,1100,95,0
197,1860,120,220
198,1618,100,131
199,1615,125,62
200,1579,120,0
201,2024,110,205
202,2159,120,205
203,2157,120,271
204,2030,125,270
205,1638,0,271
206,1725,110,200
207,396,95,131
208,433,100,200
209,428,95,200
210,426,25,62
211,413,95,200
212,1550,110,217
213,1551,125,217
214,1805,135,200
215,668,80,131
216,1988,120,200
217,2298,110,217
218,2297,125,217
219,661,100,200
220,813,100,131
221,738,95,200
222,1863,95,131
223,1614,110,131
224,1146,125,131
225,924,125,131
226,920,120,131
227,2161,125,0
228,1619,125,131
229,429,90,62
230,1851,130,200
231,1853,0,0
232,1887,110,217
233,1891,125,217
234,400,80,0
235,671,90,131
236,2071,110,217
237,2070,125,217
238,2269,0,0
239,2026,125,205
240,1864,115,205
241,1565,110,217
242,1566,125,217
243,2224,120,270
244,2223,125,270
245,1211,125,217
246,2085,110,217
247,2084,125,217
248,425,90,0
249,2321,110,217
250,2320,125,217
251,1105,90,131
252,1108,100,131
253,1103,90,131
254,1106,125,131
255,1104,80,131
256,1107,85,200
257,719,75,0
258,724,75,0
259,1704,95,0
260,1035,125,0
261,432,65,0
262,720,75,0
263,1016,90,0
264,707,90,131
265,745,125,131
266,1616,130,220
267,667,95,62
268,434,80,0
269,670,80,62
270,1121,110,131
271,723,90,131
272,617,110,131
273,1132,110,217
274,1776,110,217
275,1771,125,217
276,2162,0,220
277,412,35,62
278,767,120,131
279,404,15,62
280,829,110,131
281,769,120,200
282,1101,110,131
283,725,75,131
284,669,90,131
285,817,110,131
286,1076,125,217
287,403,90,200
288,2163,0,0
289,1117,110,131
290,1003,120,200
291,923,125,131
292,1116,100,131
293,422,120,131
294,1613,115,160
295,819,100,0
