"rownum","BaseItemTypesKey","Critical","Speed","DamageMin","DamageMax","RangeMax","Null6"
0,4287,500,833,1,1,13,0
1,4288,700,714,5,9,120,0
2,4289,700,833,9,16,120,0
3,4290,700,667,9,17,120,0
4,4291,700,769,14,27,120,0
5,4292,700,769,12,37,120,0
6,4293,800,833,23,42,120,0
7,4294,700,741,22,40,120,0
8,4295,700,833,26,48,120,0
9,4296,700,667,21,38,120,0
10,4297,700,769,28,52,120,0
11,4298,700,769,21,64,120,0
12,4299,800,833,33,61,120,0
13,4300,700,741,31,57,120,0
14,4301,700,833,38,71,120,0
15,4302,700,667,29,53,120,0
16,4303,700,769,35,65,120,0
17,4304,700,769,25,75,120,0
18,4305,800,833,35,64,120,0
19,4306,700,741,33,61,120,0
20,4307,750,714,16,30,120,0
21,4308,750,714,25,46,120,0
22,4309,750,714,29,54,120,0
23,4310,700,714,30,55,120,0
24,4311,700,800,5,9,120,0
25,4312,600,667,6,10,10,0
26,4313,600,690,4,17,10,0
27,4314,630,690,3,26,10,0
28,4315,610,667,7,27,10,0
29,4316,630,690,8,34,10,0
30,4317,650,769,10,41,10,0
31,4318,630,690,11,43,10,0
32,4319,650,833,15,59,10,0
33,4320,620,741,14,54,10,0
34,4321,600,714,11,45,10,0
35,4322,630,714,7,62,10,0
36,4323,610,667,13,52,10,0
37,4324,630,714,15,59,10,0
38,4325,650,833,19,75,10,0
39,4326,630,690,16,64,10,0
40,4327,650,833,22,87,10,0
41,4328,650,741,19,74,10,0
42,4329,650,714,19,76,10,0
43,4330,630,714,10,86,10,0
44,4331,610,667,19,74,10,0
45,4332,630,714,20,79,10,0
46,4333,650,833,24,95,10,0
47,4334,630,667,18,73,10,0
48,4335,650,833,24,97,10,0
49,4336,620,741,22,88,10,0
50,4337,630,714,12,46,10,0
51,4338,630,714,18,71,10,0
52,4339,630,714,20,79,10,0
53,4340,630,690,12,47,10,0
54,4341,630,690,18,73,10,0
55,4342,630,690,21,85,10,0
56,4343,620,625,4,11,11,0
57,4344,650,667,6,17,11,0
58,4345,630,645,7,23,11,0
59,4346,600,625,12,22,11,0
60,4347,630,645,12,31,11,0
61,4348,650,769,16,43,11,0
62,4349,600,625,14,38,11,0
63,4350,630,667,12,46,11,0
64,4351,630,667,15,44,11,0
65,4352,650,769,20,53,11,0
66,4353,630,667,15,51,11,0
67,4354,600,625,23,43,11,0
68,4355,630,667,20,53,11,0
69,4356,650,769,26,68,11,0
70,4357,600,625,21,56,11,0
71,4358,630,667,17,69,11,0
72,4359,630,667,21,64,11,0
73,4360,650,769,30,78,11,0
74,4361,630,667,21,73,11,0
75,4362,600,625,29,55,11,0
76,4363,630,667,26,68,11,0
77,4364,650,769,29,76,11,0
78,4365,600,625,25,65,11,0
79,4366,630,667,18,71,11,0
80,4367,630,667,23,68,11,0
81,4368,600,625,13,24,11,0
82,4369,600,625,20,37,11,0
83,4370,600,625,22,41,11,0
84,4371,500,667,6,11,11,0
85,4372,500,690,10,15,11,0
86,4373,500,667,11,21,11,0
87,4374,500,769,12,35,11,0
88,4375,500,741,19,34,11,0
89,4376,500,714,14,42,11,0
90,4377,500,833,27,50,11,0
91,4378,500,769,29,48,11,0
92,4379,500,741,26,46,11,0
93,4380,500,769,32,50,11,0
94,4381,500,667,25,46,11,0
95,4382,500,833,26,79,11,0
96,4383,500,769,35,65,11,0
97,4384,500,714,24,71,11,0
98,4385,500,833,45,83,11,0
99,4386,500,769,45,75,11,0
100,4387,500,741,40,71,11,0
101,4388,500,769,49,77,11,0
102,4389,500,667,38,70,11,0
103,4390,500,833,38,114,11,0
104,4391,500,769,47,87,11,0
105,4392,500,714,30,90,11,0
106,4393,500,833,54,100,11,0
107,4394,500,769,51,85,11,0
108,4395,500,741,44,79,11,0
109,4396,500,769,21,44,11,0
110,4397,500,769,32,67,11,0
111,4398,500,769,38,79,11,0
112,4399,500,690,5,11,11,0
113,4400,500,909,3,23,11,0
114,4401,500,645,4,9,11,0
115,4402,500,667,6,14,11,0
116,4403,500,645,5,22,11,0
117,4404,500,690,15,21,11,0
118,4405,500,714,16,30,11,0
119,4406,500,690,18,33,11,0
120,4407,500,667,20,33,11,0
121,4408,500,769,19,54,11,0
122,4409,500,870,28,60,11,0
123,4410,500,769,25,53,11,0
124,4411,500,645,13,53,11,0
125,4412,500,769,37,53,11,0
126,4413,500,833,38,70,11,0
127,4414,500,769,36,66,11,0
128,4415,500,667,34,55,11,0
129,4416,500,769,30,86,11,0
130,4417,500,870,44,94,11,0
131,4418,500,769,39,83,11,0
132,4419,500,645,20,80,11,0
133,4420,500,769,54,78,11,0
134,4421,500,833,53,98,11,0
135,4422,500,769,46,86,11,0
136,4423,500,667,41,68,11,0
137,4424,500,769,35,99,11,0
138,4425,500,714,37,80,11,0
139,4426,600,625,18,33,11,0
140,4427,600,625,27,51,11,0
141,4428,600,625,34,63,11,0
142,4429,550,645,5,11,14,0
143,4430,550,625,4,17,14,0
144,4431,600,667,11,20,14,0
145,4432,550,645,11,25,14,0
146,4433,550,625,12,29,14,0
147,4434,650,769,12,46,14,0
148,4435,550,625,18,33,14,0
149,4436,570,714,19,44,14,0
150,4437,600,645,19,40,14,0
151,4438,550,667,13,51,14,0
152,4439,600,714,25,46,14,0
153,4440,550,667,21,50,14,0
154,4441,550,625,21,49,14,0
155,4442,650,769,18,73,14,0
156,4443,550,625,28,51,14,0
157,4444,570,714,29,67,14,0
158,4445,600,645,29,60,14,0
159,4446,550,667,19,75,14,0
160,4447,600,714,35,65,14,0
161,4448,550,667,29,69,14,0
162,4449,550,625,27,64,14,0
163,4450,650,769,22,87,14,0
164,4451,550,625,32,60,14,0
165,4452,570,714,31,72,14,0
166,4453,600,667,32,66,14,0
167,4454,500,690,6,8,11,0
168,4455,500,714,8,13,11,0
169,4456,500,690,13,16,11,0
170,4457,500,769,15,27,11,0
171,4458,500,690,13,31,11,0
172,4459,500,714,19,32,11,0
173,4460,500,833,32,40,11,0
174,4461,500,714,21,43,11,0
175,4462,500,741,28,42,11,0
176,4463,500,800,31,51,11,0
177,4464,500,714,33,42,11,0
178,4465,500,870,37,69,11,0
179,4466,500,714,25,59,11,0
180,4467,500,769,38,63,11,0
181,4468,500,833,53,67,11,0
182,4469,500,714,33,69,11,0
183,4470,500,741,44,66,11,0
184,4471,500,800,48,80,11,0
185,4472,500,714,49,62,11,0
186,4473,500,870,54,101,11,0
187,4474,500,714,35,81,11,0
188,4475,500,769,49,82,11,0
189,4476,500,833,65,82,11,0
190,4477,500,714,38,80,11,0
191,4478,500,741,49,74,11,0
192,4479,500,769,20,41,11,0
193,4480,500,769,31,64,11,0
194,4481,500,769,39,81,11,0
195,4482,600,645,5,8,11,0
196,4483,600,667,8,12,11,0
197,4484,600,714,10,19,11,0
198,4485,650,714,14,22,11,0
199,4486,600,714,18,27,11,0
200,4487,600,690,17,31,11,0
201,4488,600,833,21,50,11,0
202,4489,620,800,29,44,11,0
203,4490,600,769,27,50,11,0
204,4491,600,667,24,36,11,0
205,4492,600,800,30,55,11,0
206,4493,650,800,35,52,11,0
207,4494,600,800,38,57,11,0
208,4495,600,714,30,55,11,0
209,4496,600,833,34,80,11,0
210,4497,620,800,45,67,11,0
211,4498,600,769,39,72,11,0
212,4499,600,667,37,55,11,0
213,4500,600,800,43,80,11,0
214,4501,650,800,49,73,11,0
215,4502,600,800,51,76,11,0
216,4503,600,714,37,70,11,0
217,4504,600,833,41,95,11,0
218,4505,620,800,50,76,11,0
219,4506,600,769,42,78,11,0
220,4507,630,690,23,34,11,0
221,4508,630,690,35,52,11,0
222,4509,630,690,41,61,11,0
223,4510,500,714,5,13,120,0
224,4511,500,667,6,16,120,0
225,4512,600,769,8,33,120,0
226,4513,600,769,16,34,120,0
227,4514,670,800,15,45,120,0
228,4515,650,714,15,45,120,0
229,4516,500,690,14,56,120,0
230,4517,500,833,28,73,120,0
231,4518,550,714,37,56,120,0
232,4519,500,667,20,61,120,0
233,4520,600,800,24,96,120,0
234,4521,600,769,37,76,120,0
235,4522,670,800,32,96,120,0
236,4523,650,714,29,86,120,0
237,4524,500,690,24,94,120,0
238,4525,500,833,44,116,120,0
239,4526,550,714,58,86,120,0
240,4527,500,667,32,96,120,0
241,4528,600,800,36,144,120,0
242,4529,600,769,56,117,120,0
243,4530,670,800,43,130,120,0
244,4531,650,714,38,115,120,0
245,4532,500,690,29,117,120,0
246,4533,500,833,50,133,120,0
247,4534,550,714,61,92,120,0
248,4535,550,769,9,13,120,0
249,4536,550,769,13,20,120,0
250,4537,550,769,16,24,120,0
251,4538,500,741,4,10,120,0
252,4539,600,769,9,19,13,0
253,4540,620,769,10,31,13,0
254,4541,600,769,24,41,13,0
255,4542,640,769,14,42,13,0
256,4543,620,769,27,57,13,0
257,4544,650,870,27,81,13,0
258,4545,610,769,41,76,13,0
259,4546,600,833,41,85,13,0
260,4547,620,870,34,102,13,0
261,4548,600,769,51,86,13,0
262,4549,660,800,38,114,13,0
263,4550,630,800,56,117,13,0
264,4551,650,870,48,145,13,0
265,4552,610,769,65,121,13,0
266,4553,600,833,66,138,13,0
267,4554,620,870,55,165,13,0
268,4555,600,769,72,120,13,0
269,4556,730,800,53,160,13,0
270,4557,680,800,71,147,13,0
271,4558,700,870,57,171,13,0
272,4559,650,769,73,136,13,0
273,4560,600,833,70,145,13,0
274,4561,600,800,36,66,13,0
275,4562,600,800,55,102,13,0
276,4563,600,800,65,120,13,0
277,4564,700,800,39,73,13,0
278,4565,700,800,61,113,13,0
279,4566,700,800,78,144,13,0
280,4567,500,769,12,20,13,0
281,4568,500,800,19,30,13,0
282,4569,500,769,19,39,13,0
283,4570,500,769,29,43,13,0
284,4571,500,800,36,60,13,0
285,4572,500,769,43,58,13,0
286,4573,500,800,49,73,13,0
287,4575,500,870,58,91,13,0
288,4574,500,833,53,83,13,0
289,4576,500,800,48,99,13,0
290,4577,500,769,61,92,13,0
291,4578,500,833,74,123,13,0
292,4579,500,769,76,103,13,0
293,4580,500,800,81,121,13,0
294,4581,500,833,88,138,13,0
295,4582,500,952,121,189,13,0
296,4583,500,769,74,155,13,0
297,4584,570,741,87,131,13,0
298,4585,500,870,104,174,13,0
299,4586,500,714,90,122,13,0
300,4587,600,800,96,144,13,0
301,4588,500,833,97,152,13,0
302,4589,500,741,36,56,13,0
303,4590,500,741,55,86,13,0
304,4591,500,741,65,101,13,0
305,4592,500,690,8,16,13,0
306,4593,500,714,11,26,13,0
307,4594,500,690,17,29,13,0
308,4595,500,714,20,38,13,0
309,4596,500,714,23,48,13,0
310,4597,500,714,30,50,13,0
311,4598,500,741,31,65,13,0
312,4599,600,741,41,68,13,0
313,4600,500,769,34,79,13,0
314,4601,500,690,39,65,13,0
315,4602,500,741,45,84,13,0
316,4603,500,769,49,102,13,0
317,4604,500,714,54,89,13,0
318,4605,500,741,52,109,13,0
319,4606,600,741,63,104,13,0
320,4607,500,769,55,128,13,0
321,4608,500,667,62,104,13,0
322,4609,650,714,62,115,13,0
323,4610,500,769,68,142,13,0
324,4611,500,690,69,115,13,0
325,4612,500,741,62,129,13,0
326,4613,570,741,67,112,13,0
327,4614,600,769,34,63,13,0
328,4615,600,769,52,97,13,0
329,4616,600,769,61,114,13,0
330,4617,500,769,10,16,13,0
331,4618,500,800,17,25,13,0
332,4619,500,769,16,33,13,0
333,4620,500,769,25,38,13,0
334,4621,500,769,27,49,13,0
335,4622,500,833,40,60,13,0
336,4623,500,800,46,62,13,0
337,4624,500,800,45,68,13,0
338,4625,500,909,57,85,13,0
339,4626,500,800,43,88,13,0
340,4627,500,769,54,81,13,0
341,4628,500,800,55,103,13,0
342,4629,500,833,72,108,13,0
343,4630,500,800,77,104,13,0
344,4631,500,800,75,113,13,0
345,4632,500,1000,112,168,13,0
346,4633,550,769,65,135,13,0
347,4634,500,741,77,115,13,0
348,4635,500,800,74,138,13,0
349,4636,500,909,102,153,13,0
350,4637,600,870,101,137,13,0
351,4638,500,833,91,136,13,0
352,4639,500,870,39,64,13,0
353,4640,500,870,62,103,13,0
354,4641,500,870,81,135,13,0
355,4642,500,833,8,15,13,0
356,8686,600,667,4,8,10,0
357,9002,700,588,0,0,11,0
358,9003,700,625,0,0,13,0
