"rownum","rid","i32"
0,1201,3
1,1202,3
2,1203,3
3,1204,3
4,1205,3
5,1094,3
6,1190,3
7,1210,3
8,1214,3
9,1570,3
10,1571,3
11,1572,3
12,1573,3
13,1569,3
14,1568,3
15,1576,3
16,1574,3
17,1575,3
18,1577,3
19,1578,3
20,2021,3
21,4032,3
22,1695,3
23,1696,3
24,1697,3
25,1698,3
26,1699,3
27,1700,3
28,1701,3
29,1702,3
30,1703,3
31,1753,3
32,1754,3
33,1755,3
34,1756,3
35,1759,3
36,1762,3
37,1767,3
38,1774,3
39,4049,3
40,1779,3
41,1782,3
42,1992,3
43,1907,3
44,1908,3
45,1909,3
46,1910,3
47,1911,3
48,1912,3
49,1913,3
50,1914,3
51,1915,3
52,1916,3
53,1917,3
54,2087,3
55,2088,3
56,2089,3
57,2090,3
58,2091,3
59,2092,3
60,2093,3
61,2094,3
62,2095,3
63,2096,3
64,1132,2
65,1102,2
66,1201,2
67,1214,2
68,2253,2
69,459,2
70,1581,2
71,2114,2
72,577,2
73,1110,2
74,4071,2
75,1215,2
76,845,2
77,1551,2
78,1566,2
79,2019,2
80,2020,2
81,4032,2
82,1577,2
83,1578,2
84,1570,2
85,1574,2
86,1575,2
87,3903,2
88,3989,2
89,7207,2
90,7146,2
91,2125,2
92,518,2
93,871,2
94,885,2
95,700,2
96,1683,2
97,1686,2
98,1684,2
99,1689,2
100,1692,2
101,1694,2
102,1685,2
103,850,2
104,919,2
105,1772,2
106,1748,2
107,1768,2
108,1760,2
109,1765,2
110,1763,2
111,1757,2
112,804,2
113,811,2
114,875,2
115,1892,2
116,1897,2
117,1900,2
118,1893,2
119,1901,2
120,1905,2
121,1903,2
122,1752,2
123,1773,2
124,1769,2
125,1761,2
126,1766,2
127,1764,2
128,1758,2
129,1194,2
130,1142,2
131,1195,2
132,1188,2
133,1208,2
134,1130,2
135,1095,2
136,749,2
137,737,2
138,812,2
139,905,2
140,2083,2
141,2074,2
142,2080,2
143,2081,2
144,2082,2
145,2073,2
146,1199,2
147,1143,2
148,1200,2
149,1189,2
150,1209,2
151,1131,2
152,1096,2
153,642,2
154,1558,2
155,1560,2
156,1554,2
157,1567,2
158,1562,2
159,1561,2
160,1553,2
161,963,2
162,2069,2
163,2060,2
164,2066,2
165,2067,2
166,2068,2
167,2059,2
168,1882,2
169,1885,2
170,1879,2
171,1886,2
172,1890,2
173,1888,2
174,1878,2
175,530,2
176,1030,2
177,1005,2
178,1031,2
179,1033,2
180,1006,2
181,1040,2
182,4001,2
183,881,2
184,716,2
185,1543,2
186,1545,2
187,1539,2
188,1552,2
189,1547,2
190,1546,2
191,1538,2
192,849,2
193,1012,2
194,1008,2
195,1013,2
196,1032,2
197,1025,2
198,1018,2
199,1014,2
200,807,2
201,1668,2
202,1671,2
203,1669,2
204,1674,2
205,1677,2
206,1679,2
207,1670,2
208,1549,1
209,1564,1
210,1543,1
211,1558,1
212,1552,1
213,1567,1
214,4030,1
215,4031,1
216,1571,1
217,1572,1
218,4028,1
219,3994,1
220,1111,1
221,7651,1
222,1877,1
223,475,1
224,519,1
225,521,1
226,520,1
227,845,1
228,873,1
229,872,1
230,874,1
231,839,1
232,698,1
233,699,1
234,697,1
235,1102,1
236,3979,1
237,1681,1
238,1682,1
239,1680,1
240,1688,1
241,1687,1
242,4040,1
243,4041,1
244,638,1
245,917,1
246,918,1
247,916,1
248,914,1
249,1746,1
250,1747,1
251,1745,1
252,1770,1
253,1775,1
254,4047,1
255,1048,1
256,802,1
257,803,1
258,801,1
259,805,1
260,462,1
261,1906,1
262,1899,1
263,1902,1
264,1898,1
265,1896,1
266,4064,1
267,1037,1
268,1036,1
269,923,1
270,887,1
271,1076,1
272,1750,1
273,4048,1
274,1751,1
275,1749,1
276,1771,1
277,1776,1
278,1192,1
279,1193,1
280,1191,1
281,4020,1
282,747,1
283,748,1
284,746,1
285,745,1
286,1035,1
287,3996,1
288,2084,1
289,2077,1
290,4068,1
291,2078,1
292,2076,1
293,2085,1
294,1197,1
295,1198,1
296,1196,1
297,4019,1
298,1211,1
299,640,1
300,1132,1
301,641,1
302,639,1
303,1556,1
304,4034,1
305,1557,1
306,1555,1
307,1566,1
308,1565,1
309,2070,1
310,2064,1
311,2063,1
312,4066,1
313,2062,1
314,2071,1
315,1891,1
316,1887,1
317,1884,1
318,1883,1
319,1881,1
320,4063,1
321,531,1
322,532,1
323,533,1
324,1028,1
325,1029,1
326,1027,1
327,920,1
328,924,1
329,882,1
330,879,1
331,880,1
332,878,1
333,883,1
334,714,1
335,715,1
336,713,1
337,717,1
338,718,1
339,4011,1
340,769,1
341,703,1
342,1541,1
343,4033,1
344,1542,1
345,1540,1
346,1551,1
347,1550,1
348,4002,1
349,847,1
350,841,1
351,848,1
352,846,1
353,1010,1
354,1011,1
355,1009,1
356,1666,1
357,1672,1
358,1667,1
359,1665,1
360,1673,1
361,4038,1
362,4012,1
363,4003,1
364,3982,1
365,7318,0
366,904,0
367,876,0
368,886,0
369,900,0
370,7351,0
371,7350,0
372,1691,0
373,1690,0
374,7352,0
375,808,0
376,7216,0
377,903,0
378,7212,0
379,1780,0
380,1777,0
381,4051,0
382,7322,0
383,809,0
384,4062,0
385,7329,0
386,7399,0
387,1904,0
388,1894,0
389,7354,0
390,7356,0
391,4009,0
392,901,0
393,1781,0
394,1778,0
395,4050,0
396,7334,0
397,1127,0
398,4014,0
399,7332,0
400,1212,0
401,7330,0
402,1034,0
403,1004,0
404,2079,0
405,7763,0
406,7765,0
407,2086,0
408,2075,0
409,4069,0
410,7764,0
411,7333,0
412,1128,0
413,4015,0
414,7331,0
415,1213,0
416,7340,0
417,1564,0
418,1559,0
419,4031,0
420,7339,0
421,7353,0
422,7355,0
423,4008,0
424,7319,0
425,3999,0
426,2065,0
427,7760,0
428,7762,0
429,2072,0
430,2061,0
431,4067,0
432,7761,0
433,7400,0
434,7396,0
435,7397,0
436,1889,0
437,7398,0
438,1880,0
439,4065,0
440,4004,0
441,7336,0
442,7335,0
443,7358,0
444,7357,0
445,7401,0
446,1007,0
447,877,0
448,7338,0
449,1549,0
450,4030,0
451,7337,0
452,1544,0
453,7207,0
454,810,0
455,906,0
456,1019,0
457,7342,0
458,7343,0
459,1676,0
460,1675,0
461,7344,0
462,4039,0
463,7328,0
464,7326,0
465,6808,0
