"rownum","Monster"
0,5409
1,4164
2,5015
3,1023
4,5028
5,5025
6,5027
7,5024
8,5021
9,5520
10,5022
11,5023
12,5030
13,5521
14,5522
15,5026
16,5029
17,5031
18,5012
19,5517
20,5518
21,5010
22,5011
23,5013
24,5014
25,5040
26,5049
27,5042
28,5043
29,5051
30,5052
31,5019
32,5016
33,5519
34,5017
35,5018
36,5020
37,5048
38,5056
39,5044
40,5053
41,5046
42,5047
43,5055
44,5526
45,5528
46,5045
47,5054
48,5525
49,5527
50,5041
51,5050
52,5057
53,5039
54,5037
55,5038
56,5034
57,5523
58,5032
59,5033
60,5035
61,5524
62,5036
63,5008
64,5009
65,5000
66,5002
67,5006
68,5007
69,4999
70,4996
71,5514
72,4997
73,4998
74,5003
75,5515
76,5516
77,5001
78,5005
79,5004
80,5066
81,5067
82,5071
83,5069
84,5070
85,5532
86,5068
87,5531
88,5065
89,5059
90,5060
91,5064
92,5062
93,5063
94,5530
95,5061
96,5529
97,5058
98,1022
99,5081
100,5082
101,5083
102,5078
103,5079
104,5080
105,5072
106,5073
107,5074
108,5075
109,5076
110,5077
111,5084
112,5087
113,5085
114,5086
115,2067
116,7313
117,7314
118,7315
119,7316
120,7317
121,7318
122,7319
123,7320
124,7321
125,7322
126,7323
127,7324
128,7325
129,7326
130,7327
131,7328
132,7329
133,7330
134,7331
135,7332
136,7333
137,7334
138,7335
139,7336
140,7337
141,7338
142,7339
143,7340
144,7341
145,7342
146,7343
147,7344
148,7345
149,7346
150,7347
151,7348
152,7349
153,7350
154,7351
155,7352
156,7353
157,7354
158,7355
159,7356
160,7357
161,7358
162,7359
163,7360
164,7361
165,7362
166,7363
167,7364
168,7365
169,7366
170,7367
171,7368
172,7369
173,7370
174,7371
175,7372
176,7373
177,7374
178,7375
179,7376
180,7377
181,7378
182,7379
183,7380
184,7381
185,7382
186,7383
187,7384
188,7385
189,7386
190,7387
191,7388
192,7389
193,7390
194,7391
195,7392
196,7393
197,7394
198,7395
199,7396
200,7397
201,7398
202,7399
203,7400
204,7401
205,7402
206,7403
207,7404
208,7405
209,7406
210,7407
211,7408
212,7409
213,7410
214,7411
215,7412
216,7413
217,7414
218,7415
219,7416
220,7417
221,7418
222,7419
223,7420
224,7421
225,7422
226,7423
227,7424
228,7425
229,7426
230,7427
231,7428
232,7429
233,7430
234,7431
235,7432
236,7433
237,7434
238,7435
239,7436
240,7437
241,7438
242,7439
243,7440
244,7441
245,7442
246,7443
247,7444
248,7445
249,7446
250,7447
251,7448
252,7449
253,7450
254,7451
255,7452
256,7453
257,7454
258,7455
259,7456
260,7457
261,7458
262,7459
263,7460
264,7461
265,7462
266,7463
267,7464
268,7465
269,7466
270,7467
271,7468
272,7469
273,7470
274,7471
275,7472
276,7473
277,7474
278,7475
279,7476
280,7477
281,7478
282,7479
283,7480
284,7481
285,7482
286,7483
287,7484
288,7485
289,7486
290,7487
291,7488
292,7489
293,7490
294,7491
295,7492
296,7493
297,7494
298,7495
299,7496
300,7497
301,7498
302,7499
303,7500
304,7501
305,7502
306,7503
307,7504
308,7505
309,7506
310,7507
311,7508
312,7509
313,7510
314,7511
315,7512
316,7513
317,7514
318,7515
319,7516
320,7517
321,7518
322,7519
323,7520
324,7521
325,7522
326,7523
327,7524
328,7525
329,7526
330,7527
331,7528
332,7529
333,7530
334,7531
335,7532
336,7533
337,7534
338,7535
339,7536
340,7537
341,7538
342,7539
343,7540
344,7541
345,7542
346,7543
347,7544
348,7545
349,7546
350,7547
351,7548
352,7549
353,7550
354,7551
355,7552
356,7553
357,7554
358,7555
359,7556
360,7557
361,7558
362,7559
363,7560
364,7561
365,7562
366,7563
367,7564
368,7565
369,7572
370,7592
371,7107
372,7108
373,7109
374,7110
375,7111
376,7112
377,7113
378,7114
379,7115
380,7116
381,7117
382,7118
383,7119
384,7120
385,7121
386,7122
387,7123
388,7124
389,7125
390,7126
391,7127
392,7128
393,7129
394,7130
395,7131
396,7132
397,7133
398,7134
399,7135
400,7136
401,7137
402,7138
403,7139
404,7140
405,7141
406,7142
407,7143
408,7144
409,7145
410,7146
411,7147
412,7148
413,7149
414,7150
415,7152
416,7153
417,7154
418,7155
419,7156
420,7157
421,7158
422,7159
423,7160
424,7161
425,7162
426,7163
427,7164
428,7165
429,7166
430,7167
431,7168
432,7169
433,7170
434,7171
435,7172
436,7173
437,7174
438,7175
439,7176
440,7177
441,7178
442,7179
443,7180
444,7181
445,7182
446,7183
447,7184
448,7185
449,7186
450,7187
451,7188
452,7189
453,7190
454,7191
455,7192
456,7193
457,7194
458,7195
459,7196
460,7197
461,7198
462,7199
463,7200
464,7201
465,7202
466,7203
467,7204
468,7205
469,7206
470,7207
471,7208
472,7209
473,7210
474,7211
475,7212
476,7213
477,7214
478,7215
479,7216
480,7217
481,7218
482,7219
483,7220
484,7221
485,7222
486,7223
487,7224
488,7225
489,7226
490,7227
491,7228
492,7229
493,7230
494,7231
495,7232
496,7233
497,7234
498,7235
499,7236
500,7237
501,7238
502,7239
503,7240
504,7241
505,5121
506,5122
507,2509
508,4572
509,6810
510,6811
511,6812
512,6815
513,6816
514,6817
515,6818
516,6819
517,6820
518,6821
519,6822
520,6823
521,6824
522,6825
523,6826
524,6827
525,6828
526,6829
527,6830
528,6831
529,6832
530,6833
531,6834
532,6835
533,6836
534,6837
535,6838
536,6839
537,6840
538,6841
539,6842
540,6843
541,6844
542,6845
543,6846
544,6847
545,6848
546,6849
547,6850
548,6851
549,6852
550,6853
551,6855
552,6856
553,6858
554,6859
555,6860
556,6862
557,6863
558,6864
559,6865
560,6866
561,6867
