version,fixed_size,row_count,row_width,var_offset,var_size
3.18.1,8595928,46717,184,8595932,3577760
3.19.0,8627944,46891,184,8627948,3598312
3.19.0f,8628312,46893,184,8628316,3598536
3.19.1c,8628312,46893,184,8628316,3598532
3.19.2b,8628680,46895,184,8628684,3598564
3.20.0,8843776,48064,184,8843780,3668068
3.21.0,8987480,48845,184,8987484,3738356
3.21.1,8987480,48845,184,8987484,3738996
3.22.1.2,9176080,49870,184,9176084,3795288
3.22.1.6,9176448,49872,184,9176452,3795320
3.23.0.1.3,11824760,64265,184,11824764,5049248
3.23.0.3,11824760,64265,184,11824764,5049176
3.23.0.4,11824760,64265,184,11824764,5049236
3.23.1.1,11824944,64266,184,11824948,5049252
3.24.0.1,11958896,64994,184,11958900,5087772
3.24.1.1.3,11959080,64995,184,11959084,5087788
3.25.0.1,12059728,65542,184,12059732,4857312
3.25.0.4,12059728,65542,184,12059732,4857240
3.25.1.2,12065984,65576,184,12065988,4860392
3.25.3.4,12066352,65578,184,12066356,4860424
3.25.3.5,12069664,65596,184,12069668,4861104
3.26.0.1,14006080,76120,184,14006084,5649184
3.26.0.2.2,14006080,76120,184,14006084,5649424
3.26.0.4.3,14023008,76212,184,14023012,5662104
3.26.0.5,14048032,76348,184,14048036,5674176
3.26.0.8,14048032,76348,184,14048036,5674192
3.26.0.11,14048400,76350,184,14048404,5674224
3.26.0.16,14048584,76351,184,14048588,5674240
3.27.0.1.2,14213448,77247,184,14213452,5745356
