version,fixed_size,row_count,row_width,var_offset,var_size
3.21.0,539,7,77,543,486
3.22.1.2,1120,14,80,1124,966
3.23.0.1.3,2592,27,96,2596,1988
3.23.2.2,3968,31,128,3972,2300
3.24.0.1,5120,40,128,5124,2874
3.24.3.2.2,5248,41,128,5252,2914
3.25.0.1,6016,47,128,6020,3158
3.25.3.4,6144,48,128,6148,3226
3.25.3.12,6400,50,128,6404,3382
3.26.0.1,7296,57,128,7300,3828
3.26.0.11,7680,60,128,7684,4022
3.26.0.14,8192,64,128,8196,4278
3.26.0.16,8320,65,128,8324,4338
3.27.0.1.2,8576,67,128,8580,4438
3.27.0.6,8704,68,128,8708,4502
3.27.0.9,8832,69,128,8836,4550
3.28.0.1.4,9344,73,128,9348,4744
3.28.0.11,9728,76,128,9732,4880
3.28.0.15,9984,78,128,9988,5000
3.29.0.1,10496,82,128,10500,5218
