version,fixed_size,row_count,row_width,var_offset,var_size
3.11.2b,1768,52,34,1772,5486
3.12.4b,1802,53,34,1806,5538
3.14.0,1768,52,34,1772,5480
3.14.3b,1802,53,34,1806,5702
3.16.0,1836,54,34,1840,5756
3.17.1,1870,55,34,1874,5792
3.17.2,1904,56,34,1908,6004
3.17.4b,1938,57,34,1942,6178
3.20.0,1972,58,34,1976,6306
3.21.0,2040,60,34,2044,6434
3.22.1.2,2108,62,34,2112,6708
3.23.0.1.3,2074,61,34,2078,6638
3.23.1.1,2108,62,34,2112,6718
3.24.0.1,2210,65,34,2214,6950
3.25.0.1,2244,66,34,2248,7010
3.25.3.11,2278,67,34,2282,7042
3.26.0.1,2312,68,34,2316,7088
3.27.0.1.2,2346,69,34,2350,7146
3.28.0.1.4,2380,70,34,2384,7240
3.29.0.1,2414,71,34,2418,7292
