version,fixed_size,row_count,row_width,var_offset,var_size
3.11.2b,0,3765,0,4,8
3.12.0,0,4018,0,4,8
3.12.2,0,4019,0,4,8
3.12.5,0,4020,0,4,8
3.12.5b,0,4021,0,4,8
3.13.0,0,4174,0,4,8
3.14.0,0,4257,0,4,8
3.14.3b,0,4262,0,4,8
3.15.0,0,4443,0,4,8
3.16.0,0,4695,0,4,8
3.16.2,0,4698,0,4,8
3.17.0,0,4880,0,4,8
3.17.2,0,4881,0,4,8
3.18.0,0,5034,0,4,8
3.19.0,40960,5120,8,40964,305266
3.19.1,40968,5121,8,40972,305320
3.19.2,40984,5123,8,40988,305404
3.20.0,43808,5476,8,43812,331044
3.20.1,43840,5480,8,43844,331278
3.20.2b,43848,5481,8,43852,331330
3.21.0,48216,6027,8,48220,372594
3.21.1,48224,6028,8,48228,372630
3.22.1.2,48592,6074,8,48596,375874
3.22.2.1,48600,6075,8,48604,375918
3.23.0.1.3,51024,6378,8,51028,395626
3.23.1.1,51032,6379,8,51036,395686
3.24.0.1,52144,6518,8,52148,401858
3.24.0.2,52176,6522,8,52180,402138
3.24.1.1.3,52184,6523,8,52188,402178
3.24.2.1,52192,6524,8,52196,402242
3.25.0.1,52528,6566,8,52532,404196
3.25.1.2,52536,6567,8,52540,404254
3.25.3.5,56696,7087,8,56700,443364
3.26.0.1,57960,7245,8,57964,452014
3.27.0.1.2,59752,7469,8,59756,467644
3.27.0.4,60008,7501,8,60012,469682
