version,fixed_size,row_count,row_width,var_offset,var_size
3.11.2b,267464,1996,134,267468,137992
3.12.0,340722,2469,138,340726,193586
3.12.4,340860,2470,138,340864,193760
3.13.0,341412,2474,138,341416,194326
3.14.0,388068,2658,146,388072,208282
3.14.0b,388068,2658,146,388072,208650
3.15.0,436396,2762,158,436400,222556
3.17.0,436712,2764,158,436716,223178
3.18.0,459488,2768,166,459492,224006
3.19.0,460152,2772,166,460156,224208
3.20.0,469282,2827,166,469286,234612
3.22.1.2,469282,2827,166,469286,235108
3.23.0.1.3,447370,2695,166,447374,231728
3.24.0.1,449030,2705,166,449034,234198
3.24.3.2.2,449030,2705,166,449034,234258
3.25.0.1,461978,2783,166,461982,247720
3.25.1.2,462974,2789,166,462978,248680
3.26.0.1,462974,2789,166,462978,248632
3.27.0.1.2,464966,2801,166,464970,250702
3.28.0.1.4,474262,2857,166,474266,255482
