version,fixed_size,row_count,row_width,var_offset,var_size
3.11.2b,178920,3976,45,178924,109210
3.12.0,182430,4054,45,182434,110640
3.13.0,183600,4080,45,183604,110952
3.14.0,183735,4083,45,183739,110988
3.15.0,188595,4191,45,188599,112420
3.15.0d,188640,4192,45,188644,112428
3.16.0,214380,4764,45,214384,120676
3.16.0b,214065,4757,45,214069,120564
3.17.0,216630,4814,45,216634,121248
3.19.0,261184,4928,53,261188,123244
3.20.0,261555,4935,53,261559,123328
3.23.0.1.3,266590,5030,53,266594,124468
3.24.0.1,312011,5887,53,312015,150086
3.24.0.2,315933,5961,53,315937,150974
3.24.1.1.3,314237,5929,53,314241,150612
3.25.0.1,317311,5987,53,317315,151266
3.25.1.2,317470,5990,53,317474,151302
3.26.0.1,319749,6033,53,319753,151972
3.27.0.1.2,320597,6049,53,320601,152292
3.28.0.1.4,321975,6075,53,321979,152812
