version,fixed_size,row_count,row_width,var_offset,var_size
3.11.2b,9752,184,53,9756,37926
3.12.0,11660,220,53,11664,44456
3.12.3,11713,221,53,11717,44604
3.12.4,12137,229,53,12141,46324
3.12.4b,12190,230,53,12194,46524
3.13.0,13992,264,53,13996,53904
3.13.1e,14098,266,53,14102,54376
3.14.0,16112,304,53,16116,62606
3.14.1c,16218,306,53,16222,63030
3.15.0,18073,341,53,18077,69082
3.15.1,18179,343,53,18183,69704
3.15.2,18603,351,53,18607,71582
3.16.0,21306,402,53,21310,81878
3.16.2,21359,403,53,21363,82080
3.17.0,24433,461,53,24437,95026
3.17.1,24857,469,53,24861,96924
3.17.2,25069,473,53,25073,97766
3.17.4b,25387,479,53,25391,98368
3.18.0,25970,490,53,25974,101782
3.18.1e,26023,491,53,26027,101986
3.19.0,26553,501,53,26557,104532
3.19.1,26818,506,53,26822,105722
3.19.2,26977,509,53,26981,106490
3.19.2b,27560,520,53,27564,108980
3.20.0,29892,564,53,29896,117844
3.20.1,30104,568,53,30108,119114
3.20.2c,30263,571,53,30267,119784
3.21.0,32562,603,54,32566,127572
3.22.1.2,33588,622,54,33592,132000
3.22.1.6,33750,625,54,33754,132690
3.23.0.1.3,36288,672,54,36292,144254
3.23.2.2,36342,673,54,36346,144452
3.24.0.1,38070,705,54,38074,152014
3.24.3.1.2,38178,707,54,38182,152488
3.24.3.2.2,38340,710,54,38344,153094
3.25.0.1,39204,726,54,39208,155960
3.25.3.4,39312,728,54,39316,156434
3.25.3.12,39420,730,54,39424,156938
3.26.0.1,40068,742,54,40072,159784
3.26.0.11,40338,747,54,40342,160762
3.26.0.14,40554,751,54,40558,161730
3.26.0.17,40608,752,54,40612,161920
3.27.0.1.2,41148,762,54,41152,164068
3.27.0.4,41202,763,54,41206,164376
3.27.0.6,41418,767,54,41422,165296
3.27.0.7,42174,781,54,42178,166976
3.27.0.9,42336,784,54,42340,167820
3.28.0.1.4,43362,803,54,43366,173466
