version,fixed_size,row_count,row_width,var_offset,var_size
3.11.2b,915,15,61,919,2448
3.12.5c,975,15,65,979,2448
3.13.0,990,15,66,994,2448
3.14.0,1072,16,67,1076,2650
3.16.0,1005,15,67,1009,2706
3.16.1,1072,16,67,1076,2934
3.17.0,1139,17,67,1143,3044
3.17.4b,1340,20,67,1344,3612
3.18.0,1320,20,66,1324,3612
3.20.0,1452,22,66,1456,4090
3.20.2c,1386,21,66,1390,4004
3.21.1,1386,21,66,1390,3984
3.22.1.2,1750,25,70,1754,4890
3.22.1.6,1750,25,70,1754,4874
3.23.0.1.3,2632,28,94,2636,5816
3.23.2.2,2726,29,94,2730,5998
3.24.0.1,3290,35,94,3294,6612
3.24.3.2.2,3384,36,94,3388,6850
3.25.0.1,4136,44,94,4140,7948
3.25.3.4,4230,45,94,4234,8210
3.25.3.12,4418,47,94,4422,8484
3.26.0.1,4982,53,94,4986,9740
3.26.0.11,5076,54,94,5080,9940
3.26.0.14,5170,55,94,5174,10114
3.26.0.16,5358,57,94,5362,10428
3.27.0.1.2,5640,60,94,5644,10900
3.27.0.6,5828,62,94,5832,11012
3.27.0.7,6298,67,94,6302,11904
3.27.0.9,6486,69,94,6490,12178
3.28.0.1.4,6580,70,94,6584,12242
