version,fixed_size,row_count,row_width,var_offset,var_size
3.11.2b,3668,131,28,3672,4078
3.12.0,3724,133,28,3728,4128
3.13.0,3752,134,28,3756,4138
3.14.0,3836,137,28,3840,4196
3.15.0,3920,140,28,3924,4322
3.17.0,4004,143,28,4008,4418
3.19.0,4032,144,28,4036,4442
3.20.0,4088,146,28,4092,4494
3.21.0,4144,148,28,4148,4564
3.22.1.2,4536,162,28,4540,4934
3.24.0.1,4564,163,28,4568,4962
3.25.0.1,4592,164,28,4596,4976
3.26.0.1,4620,165,28,4624,5018
3.27.0.1.2,4704,168,28,4708,5118
3.28.0.1.4,4816,172,28,4820,5198
3.29.0.1,4816,172,28,4820,5200
