version,fixed_size,row_count,row_width,var_offset,var_size
3.12.0,5760,80,72,5764,4058
3.13.0,5976,83,72,5980,4208
3.14.0,6264,87,72,6268,4434
3.16.0,6336,88,72,6340,4508
3.17.0,6624,92,72,6628,4746
3.18.0,7488,104,72,7492,5750
3.19.0,8280,115,72,8284,6424
3.20.0,9000,125,72,9004,7198
3.21.0,10152,141,72,10156,8338
3.22.1.2,10512,146,72,10516,8656
3.23.0.1.3,11160,155,72,11164,9136
3.25.0.1,12096,168,72,12100,9866
3.26.0.1,13248,184,72,13252,11264
3.26.0.14,13896,193,72,13900,11846
3.28.0.1.4,14400,200,72,14404,12234
3.28.0.10,14832,206,72,14836,12722
3.28.0.11,16344,227,72,16348,14136
3.29.0.1,16920,235,72,16924,14486
3.29.1.1,16992,236,72,16996,14534
