version,fixed_size,row_count,row_width,var_offset,var_size
3.11.2b,688687,2383,289,688691,93420
3.12.0,732037,2533,289,732041,100758
3.12.3,734060,2540,289,734064,101002
3.12.4b,734060,2540,289,734064,101010
3.12.5b,744806,2542,293,744810,101010
3.13.0,777329,2653,293,777333,107620
3.14.0,815875,2675,305,815879,108866
3.15.0,861320,2824,305,861324,115918
3.15.0d,871995,2859,305,871999,117154
3.16.0,864065,2833,305,864069,116310
3.16.2,864675,2835,305,864679,116340
3.17.0,782612,2708,289,782616,108698
3.17.1,784635,2715,289,784639,108806
3.17.2,784635,2715,289,784639,108810
3.18.0,786080,2720,289,786084,109074
3.19.0,863254,2758,313,863258,171518
3.19.2b,867323,2771,313,867327,172058
3.20.0,933373,2837,329,933377,177528
3.20.1,933373,2837,329,933377,177494
3.20.2b,939953,2857,329,939957,177510
3.21.0,940611,2859,329,940615,177630
3.22.1.2,1042601,3169,329,1042605,193642
3.22.1.5,1042601,3169,329,1042605,193658
3.23.0.1.3,1146768,3413,336,1146772,207440
3.24.0.1,1264360,3464,365,1264364,211360
3.24.0.2,1263630,3462,365,1263634,211360
3.25.0.1,1314000,3600,365,1314004,219528
3.25.0.5,1314000,3600,365,1314004,219532
3.25.1.1,1315095,3603,365,1315099,219572
3.25.1.2,1336265,3661,365,1336269,226116
3.25.3.4,1338090,3666,365,1338094,226406
3.26.0.1,1414272,3712,381,1414276,226024
3.26.0.5,1414272,3712,381,1414276,225976
3.26.0.11,1415034,3714,381,1415038,226518
3.26.0.14,1415796,3716,381,1415800,226518
3.26.0.16,1416177,3717,381,1416181,226656
3.27.0.1.2,1453515,3815,381,1453519,232234
3.28.0.1.4,1482852,3892,381,1482856,237560
