version,fixed_size,row_count,row_width,var_offset,var_size
3.16.0,348200,1741,200,348204,88
3.17.0,320344,1741,184,320348,88
3.17.4,118624,674,176,118628,22546
3.18.0,134504,731,184,134508,24908
3.19.0,136160,740,184,136164,25240
3.20.0,14268,123,116,14272,3796
3.21.0,14760,123,120,14764,3796
3.22.2.1,16000,125,128,16004,3836
3.23.0.1.3,16500,125,132,16504,3836
3.24.0.1,20672,136,152,20676,4368
3.25.0.1,21528,138,156,21532,4418
3.25.3.9,21684,139,156,21688,4450
3.26.0.1,23908,139,172,23912,4450
3.27.0.1.2,24464,139,176,24468,4450
3.28.0.1.4,25380,141,180,25384,4496
