version,fixed_size,row_count,row_width,var_offset,var_size
3.11.2b,36400,1820,20,36404,418526
3.12.0,40700,2035,20,40704,479620
3.12.2,40700,2035,20,40704,479812
3.12.4b,40700,2035,20,40704,480006
3.12.5b,40720,2036,20,40724,480226
3.13.0,41740,2087,20,41744,493314
3.14.0,43100,2155,20,43104,515746
3.14.3b,43140,2157,20,43144,516142
3.15.0,43580,2179,20,43584,521238
3.16.0,44060,2203,20,44064,526112
3.17.0,44880,2244,20,44884,536564
3.17.4b,44880,2244,20,44884,536554
3.18.0,45620,2281,20,45624,545576
3.19.0,46600,2330,20,46604,555292
3.19.1,46600,2330,20,46604,555282
3.20.0,47280,2364,20,47284,562114
3.20.1,47320,2366,20,47324,565092
3.20.1b,47340,2367,20,47344,565526
3.20.2,47340,2367,20,47344,565530
3.21.0,47820,2391,20,47824,572092
3.22.1.2,48400,2420,20,48404,578854
3.22.1.3.2,48400,2420,20,48404,578856
3.23.0.1.3,48880,2444,20,48884,586282
3.24.0.1,51580,2579,20,51584,607340
3.24.1.1.3,51740,2587,20,51744,608364
3.24.2.1,51820,2591,20,51824,609078
3.25.0.1,52540,2627,20,52544,614940
3.25.3.5,53200,2660,20,53204,621532
3.26.0.1,54440,2722,20,54444,634404
3.27.0.1.2,55420,2771,20,55424,643318
3.27.0.8,55440,2772,20,55444,643452
3.28.0.1.4,57360,2868,20,57364,670104
3.29.0.1,59120,2956,20,59124,691614
3.29.1.1,59120,2956,20,59124,692058
3.29.3.1,59240,2962,20,59244,693442
