version,fixed_size,row_count,row_width,var_offset,var_size
3.17.0,7938,63,126,7942,30042
3.17.1,7938,63,126,7942,30106
3.18.0,5852,77,76,5856,13332
3.18.0c,5852,77,76,5856,13346
3.18.0e,5621,77,73,5625,13346
3.19.0,5332,86,62,5336,14668
3.20.0,15288,196,78,15292,18786
3.20.1,11368,196,58,11372,18796
3.21.0,11426,197,58,11430,9148
3.22.1.2,11542,199,58,11546,9148
3.24.0.1,11658,201,58,11662,9176
3.25.0.1,11658,201,58,11662,9142
3.26.0.5,11859,201,59,11863,9142
3.27.0.1.2,12036,204,59,12040,9296
3.28.0.1.4,12095,205,59,12099,9328
