version,fixed_size,row_count,row_width,var_offset,var_size
3.20.0,7416,309,24,7420,75838
3.20.1,7440,310,24,7444,76086
3.21.0,7536,314,24,7540,76842
3.22.1.2,7704,321,24,7708,78560
3.23.0.1.3,8136,339,24,8140,86188
3.23.0.4,8136,339,24,8140,86190
3.24.0.1,8664,361,24,8668,92782
3.24.2.1,8664,361,24,8668,92834
3.25.0.1,9168,382,24,9172,98622
3.25.1.1,9168,382,24,9172,98540
3.25.1.2,9168,382,24,9172,98608
3.25.3.5,9696,404,24,9700,107884
3.26.0.1,9912,413,24,9916,110188
3.27.0.1.2,10320,430,24,10324,117712
3.28.0.1.4,10608,442,24,10612,121948
3.28.0.4,10632,443,24,10636,122164
