version,fixed_size,row_count,row_width,var_offset,var_size
3.11.2b,2898,42,69,2902,2728
3.13.0,3168,44,72,3172,3510
3.14.0,4400,50,88,4404,3816
3.16.0,4752,54,88,4756,4366
3.16.0d,4752,54,88,4756,4382
3.17.0,5481,63,87,5485,4388
3.19.0,7029,71,99,7033,4800
3.20.0,7100,71,100,7104,4800
3.20.1,7200,72,100,7204,4866
3.21.0,7500,75,100,7504,5026
3.24.0.1,9840,82,120,9844,5986
3.25.0.1,10043,83,121,10047,6026
3.26.0.1,10890,90,121,10894,6370
3.27.0.1.2,13152,96,137,13156,7036
3.28.0.1.4,11169,73,153,11173,5420
3.29.0.1,13860,90,154,13864,6592
