version,fixed_size,row_count,row_width,var_offset,var_size
3.11.2b,6912,144,48,6916,8
3.12.0,7488,144,52,7492,8
3.13.0,8680,155,56,8684,8
3.15.0,9300,155,60,9304,8
3.16.0,9920,155,64,9924,8
3.17.0,10608,156,68,10612,8
3.18.0,11232,156,72,11236,8
3.19.0,11932,157,76,11936,8
3.20.0,12560,157,80,12564,8
3.21.0,13188,157,84,13192,8
3.22.1.2,13816,157,88,13820,8
3.23.0.1.3,14444,157,92,14448,8
3.24.0.1,15552,162,96,15556,8
3.25.0.1,16200,162,100,16204,8
3.26.0.1,16848,162,104,16852,8
3.27.0.1.2,17496,162,108,17500,8
3.28.0.1.4,18144,162,112,18148,8
