version,fixed_size,row_count,row_width,var_offset,var_size
3.11.2b,16775,275,61,16779,32300
3.12.0,17629,289,61,17633,34374
3.13.0,17873,293,61,17877,34930
3.14.0,18056,296,61,18060,35316
3.14.1,18117,297,61,18121,35468
3.15.0,18544,304,61,18548,36266
3.16.0,18605,305,61,18609,36386
3.17.0,18910,310,61,18914,37218
3.17.4b,19032,312,61,19036,37386
3.18.0,20658,313,66,20662,37438
3.19.0,20790,315,66,20794,37716
3.20.0,20922,317,66,20926,37960
3.21.0,21252,322,66,21256,38732
3.22.1.2,21516,326,66,21520,39446
3.23.0.1.3,21780,330,66,21784,40022
3.23.1.1,21978,333,66,21982,40656
3.24.0.1,22770,345,66,22774,42736
3.25.0.1,23364,354,66,23368,44872
3.26.0.1,24156,366,66,24160,47690
3.27.0.1.2,24486,371,66,24490,48358
3.27.0.6,24750,375,66,24754,48960
3.28.0.1.4,25080,380,66,25084,49708
3.28.0.10,25344,384,66,25348,49858
3.29.0.1,26070,395,66,26074,51488
