version,fixed_size,row_count,row_width,var_offset,var_size
3.18.1,641344,10021,64,641348,1161794
3.19.0,642496,10039,64,642500,1163642
3.19.0f,642624,10041,64,642628,1163968
3.19.1,642624,10041,64,642628,1165320
3.19.1c,642624,10041,64,642628,1165328
3.19.2b,642752,10043,64,642756,1165462
3.20.0,658496,10289,64,658500,1194392
3.20.0b,658496,10289,64,658500,1194436
3.20.1,658496,10289,64,658500,1194516
3.20.1b,658496,10289,64,658500,1194532
3.21.0,709512,10434,68,709516,1213352
3.21.0c,709512,10434,68,709516,1213400
3.21.1,709512,10434,68,709516,1213248
3.22.1.2,727668,10701,68,727672,1243886
3.22.1.3.2,727668,10701,68,727672,1243926
3.22.1.6,727736,10702,68,727740,1244070
3.23.0.1.3,763504,11228,68,763508,1338630
3.23.0.2,763504,11228,68,763508,1338742
3.23.0.3,763504,11228,68,763508,1338766
3.23.0.4,763504,11228,68,763508,1338782
3.23.1.1,763572,11229,68,763576,1339072
3.23.1.4,763572,11229,68,763576,1339168
3.24.0.1,773976,11382,68,773980,1361320
3.24.1.1.3,774044,11383,68,774048,1361480
3.25.0.1,783156,11517,68,783160,1375728
3.25.0.4,783156,11517,68,783160,1375848
3.25.0.6,783156,11517,68,783160,1375832
3.25.1.1,783156,11517,68,783160,1375816
3.25.1.2,784720,11540,68,784724,1379124
3.25.3.4,784856,11542,68,784860,1379218
3.25.3.5,785060,11545,68,785064,1379472
3.26.0.1,821168,12076,68,821172,1450262
3.26.0.2.2,821168,12076,68,821172,1450278
3.26.0.4.3,821916,12087,68,821920,1452310
3.26.0.5,823140,12105,68,823144,1455258
3.26.0.11,823276,12107,68,823280,1455386
