version,fixed_size,row_count,row_width,var_offset,var_size
3.11.2b,3960,88,45,3964,8392
3.13.0,4050,90,45,4054,8592
3.14.0,7049,133,53,7053,12768
3.16.0,7844,148,53,7848,14570
3.17.0,8208,152,54,8212,14986
3.17.2,8932,154,58,8936,17666
3.21.0,10934,154,71,10938,22840
3.24.0.1,19099,269,71,19103,34322
3.24.2.1,19596,276,71,19600,34986
3.25.0.1,20016,278,72,20020,36692
3.26.0.1,20520,285,72,20524,37516
3.27.0.1.2,21312,296,72,21316,38834
3.28.0.1.4,21672,301,72,21676,38908
3.29.0.1,21960,305,72,21964,39316
