version,fixed_size,row_count,row_width,var_offset,var_size
3.11.2b,11424,204,56,11428,4346
3.14.0,11424,204,56,11428,4402
3.16.0,11424,204,56,11428,4396
3.17.0,11424,204,56,11428,4378
3.19.0,11424,204,56,11428,4364
3.20.0,13056,204,64,13060,7096
3.21.0,13056,204,64,13060,7160
3.23.0.1.3,13056,204,64,13060,7190
3.24.0.1,13056,204,64,13060,7230
3.25.0.1,13056,204,64,13060,7270
3.25.1.1,13056,204,64,13060,7266
3.26.0.1,13056,204,64,13060,8570
3.28.0.1.4,13056,204,64,13060,8554
3.29.0.1,13056,204,64,13060,8608
