version,fixed_size,row_count,row_width,var_offset,var_size
3.11.2b,86240,1078,80,86244,141654
3.12.0,91520,1144,80,91524,150992
3.13.0,94640,1183,80,94644,157074
3.13.1e,94720,1184,80,94724,157216
3.14.0,95520,1194,80,95524,158674
3.15.0,98000,1225,80,98004,163920
3.15.1,98240,1228,80,98244,164416
3.16.0,99200,1240,80,99204,166278
3.17.0,99920,1249,80,99924,167748
3.17.4b,100400,1255,80,100404,168500
3.18.0,100560,1257,80,100564,168836
3.19.0,130832,1258,104,130836,168950
3.20.0,131560,1265,104,131564,169948
3.20.1,131872,1268,104,131876,170428
3.21.0,132288,1272,104,132292,171072
3.22.1.2,133328,1282,104,133332,172752
3.23.0.1.3,134056,1289,104,134060,173738
3.23.2.2,134160,1290,104,134164,173884
3.24.0.1,137340,1308,105,137344,177062
3.24.3.1.2,147804,1308,113,147808,177926
3.24.3.2.2,147917,1309,113,147921,178064
3.25.0.1,154557,1321,117,154561,179918
3.25.3.4,154791,1323,117,154795,180252
3.26.0.1,156546,1338,117,156550,182578
3.26.0.11,156663,1339,117,156667,182722
3.26.0.16,156780,1340,117,156784,182882
3.27.0.1.2,157716,1348,117,157720,184224
3.27.0.7,158184,1352,117,158188,184884
3.27.0.9,158301,1353,117,158305,185056
3.28.0.1.4,159588,1364,117,159592,186794
3.28.0.6,159705,1365,117,159709,186988
