version,fixed_size,row_count,row_width,var_offset,var_size
3.11.2b,11193847,40411,277,11193851,7878996
3.12.0,10181220,41556,245,10181224,7733272
3.12.1,10181220,41556,245,10181224,7734552
3.12.2,10181955,41559,245,10181959,7735216
3.12.3,10179015,41547,245,10179019,7734608
3.12.4,10183915,41567,245,10183919,7736296
3.13.0,10336305,42189,245,10336309,7821892
3.13.1,10337285,42193,245,10337289,7822452
3.13.1c,10337530,42194,245,10337534,7825332
3.13.1e,10337530,42194,245,10337534,7827892
3.14.0,12486195,42615,293,12486199,8058352
3.14.1,12487074,42618,293,12487078,8058352
3.14.2,12487367,42619,293,12487371,8058584
3.14.3,12487367,42619,293,12487371,8059864
3.14.3b,12948549,44193,293,12948553,8403940
3.15.0,13638611,45311,301,13638615,8629916
3.15.0d,13639815,45315,301,13639819,8632172
3.15.0e,13639815,45315,301,13639819,8632532
3.15.2,13642825,45325,301,13642829,8636832
3.15.3,13642825,45325,301,13642829,8636372
3.16.0,13765332,45732,301,13765336,8681500
3.16.0b,13765332,45732,301,13765336,8680420
3.16.0d,13765633,45733,301,13765637,8680560
3.16.1,13765633,45733,301,13765637,8681200
3.16.2,13840582,45982,301,13840586,8741512
3.17.0,13986266,46466,301,13986270,8786608
3.17.1,13986266,46466,301,13986270,8788048
3.17.2,14002520,46520,301,14002524,8798564
3.17.3,14004025,46525,301,14004029,8800884
3.17.4,14004025,46525,301,14004029,8800948
3.18.0,14061516,46716,301,14061520,8835872
3.18.0b,14061516,46716,301,14061520,8835856
3.18.0d,14061516,46716,301,14061520,8835892
3.18.1,5605920,46716,120,5605924,216700
3.19.0,5626800,46890,120,5626804,218620
3.19.0f,5627040,46892,120,5627044,218620
3.19.2b,5627280,46894,120,5627284,218620
3.20.0,5764680,48039,120,5764684,225676
3.21.0,5855160,48793,120,5855164,226428
3.22.1.2,5978880,49824,120,5978884,226732
3.22.1.6,5979000,49825,120,5979004,226732
3.23.0.1.3,7714800,64290,120,7714804,456812
3.23.1.1,7714920,64291,120,7714924,456812
3.24.0.1,7791600,64930,120,7791604,458284
3.24.1.1.3,7791720,64931,120,7791724,458284
3.25.0.1,7859640,65497,120,7859644,464700
3.25.1.2,7863600,65530,120,7863604,464700
3.25.3.4,7863840,65532,120,7863844,464700
3.25.3.5,7866000,65550,120,7866004,464700
3.26.0.1,9129360,76078,120,9129364,472384
3.26.0.4.3,9140400,76170,120,9140404,472400
3.26.0.5,9152160,76268,120,9152164,472400
3.26.0.8,9152280,76269,120,9152284,472400
3.26.0.11,9152520,76271,120,9152524,472400
3.26.0.16,9152640,76272,120,9152644,472400
3.27.0.1.2,9346080,77884,120,9346084,476928
3.27.0.5,9346200,77885,120,9346204,476928
3.27.0.6,9346560,77888,120,9346564,476928
3.27.0.8,9346800,77890,120,9346804,476928
3.27.0.9,9347040,77892,120,9347044,476928
3.28.0.1.4,9505920,79216,120,9505924,480128
3.28.0.4,9506880,79224,120,9506884,480128
3.28.0.8,9507480,79229,120,9507484,480128
3.28.0.10,9507720,79231,120,9507724,480128
3.28.0.11,9507960,79233,120,9507964,480128
