version,fixed_size,row_count,row_width,var_offset,var_size
3.11.2b,220220,1820,121,220224,238668
3.12.0,261414,1854,141,261418,241322
3.13.0,262260,1860,141,262264,241848
3.14.0,262401,1861,141,262405,241926
3.14.3b,262542,1862,141,262546,242012
3.15.0,271078,1909,142,271082,245602
3.15.1,271078,1909,142,271082,245682
3.16.0,306578,2159,142,306582,264824
3.16.0b,306578,2159,142,306582,264936
3.17.0,309418,2179,142,309422,266976
3.18.0,348640,2179,160,348644,266976
3.19.0,357760,2236,160,357764,270968
3.20.0,362880,2240,162,362884,271222
3.21.0,362880,2240,162,362884,268760
3.23.0.1.3,409222,2299,178,409226,274040
3.24.0.1,643020,3062,210,643024,339294
3.24.0.2,647220,3082,210,647224,341168
3.24.1.1.3,647640,3084,210,647644,341932
3.25.0.1,652050,3105,210,652054,343280
3.25.1.2,652260,3106,210,652264,343342
3.26.0.1,655200,3120,210,655204,345244
3.27.0.1.2,657720,3132,210,657724,346064
3.28.0.1.4,661290,3149,210,661294,347590
