version,fixed_size,row_count,row_width,var_offset,var_size
3.11.2b,10920,65,168,10924,3622
3.12.0,12337,73,169,12341,4100
3.13.0,12702,73,174,12706,4002
3.13.1e,12775,73,175,12779,4002
3.14.0,6935,73,95,6939,4002
3.14.1c,7008,73,96,7012,4002
3.15.0,7918,74,107,7922,4174
3.16.0,8175,75,109,8179,4214
3.17.0,8968,76,118,8972,4080
3.18.0,12382,82,151,12386,4590
3.19.0,15023,83,181,15027,5190
3.20.0,15385,85,181,15389,5290
3.21.0,16016,88,182,16020,5434
3.22.1.2,16376,89,184,16380,5478
3.23.0.1.3,16928,92,184,16932,5612
3.24.0.1,17205,93,185,17209,5692
3.25.0.1,17390,94,185,17394,5704
3.25.3.5,17575,95,185,17579,5750
3.27.0.1.2,14841,97,153,14845,5756
3.28.0.1.4,15147,99,153,15151,5776
3.29.0.1,15453,101,153,15457,5886
3.29.2.1,15606,102,153,15610,5908
3.29.3.1,15759,103,153,15763,5962
