version,fixed_size,row_count,row_width,var_offset,var_size
3.17.1,616,8,77,620,736
3.18.0,1232,16,77,1236,1304
3.19.0,2156,28,77,2160,2270
3.20.0,2849,37,77,2853,2910
3.20.1,3276,42,78,3280,4328
3.21.0,8236,58,142,8240,7334
3.22.1.2,10508,74,142,10512,9848
3.23.0.1.3,12780,90,142,12784,12222
3.24.0.1,15052,106,142,15056,13534
3.25.0.1,17324,122,142,17328,14664
3.26.0.1,19596,138,142,19600,16304
3.27.0.1.2,21868,154,142,21872,17690
3.27.0.2,21868,154,142,21872,17830
3.28.0.1.4,24140,170,142,24144,20108
