version,fixed_size,row_count,row_width,var_offset,var_size
3.11.2b,64960,2320,28,64964,384670
3.12.0,66304,2368,28,66308,392016
3.13.0,67088,2396,28,67092,397598
3.14.0,67424,2408,28,67428,399836
3.14.3b,67592,2414,28,67596,400802
3.15.0,68460,2445,28,68464,407912
3.15.1,68516,2447,28,68520,408276
3.17.0,68712,2454,28,68716,409586
3.17.4b,68768,2456,28,68772,409882
3.18.0,68824,2458,28,68828,410274
3.19.0,69104,2468,28,69108,412024
3.20.0,70196,2507,28,70200,418828
3.20.1,70224,2508,28,70228,419014
3.21.0,70308,2511,28,70312,419606
3.22.1.2,70448,2516,28,70452,420454
3.23.0.1.3,70700,2525,28,70704,421920
3.23.2.2,70728,2526,28,70732,422094
3.24.0.1,112200,2550,44,112204,436844
3.24.3.2.2,112244,2551,44,112248,437026
3.25.0.1,112640,2560,44,112644,438802
3.25.3.4,112728,2562,44,112732,439202
3.26.0.1,113432,2578,44,113436,441880
3.26.0.11,113476,2579,44,113480,442032
3.26.0.16,113520,2580,44,113524,442208
3.27.0.1.2,113872,2588,44,113876,443652
3.27.0.7,114048,2592,44,114052,444296
3.27.0.9,114092,2593,44,114096,444476
3.28.0.1.4,124848,2601,48,124852,445816
